Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal_caption;Descripcio_dia_setmana;Dia_setmana;Descripcio_tipus_dia;NK_Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_tipus_accident;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2020S002378    ;7;Horta-Guinardó;37;el Carmel;325504;Sigüenza;0074B0074B;Dilluns;Dl;Laboral;2020;6;Juny;1;11;Matí;Col.lisió fronto-lateral;429327,83;4586341,72;2.153.119.333;41.423.680.491
2020S002379    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;89004;Consell de Cent;0309B0309B;Dilluns;Dl;Laboral;2020;6;Juny;1;13;Matí;Col.lisió lateral;430089,84;4582488,8;2.162.682.914;41.389.045.292
2020S002380    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161101;Independència;0305 0305;Dilluns;Dl;Laboral;2020;6;Juny;1;16;Tarda;Xoc contra element estàtic;431720,79;4584660,56;2.181.943.654;41.408.745.879
2020S002381    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;222206;Motors;0043 0051;Dilluns;Dl;Laboral;2020;6;Juny;1;15;Tarda;Col.lisió fronto-lateral;427585,89;4577869,16;2.133.288.464;41.347.216.198
2020S002382    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;191204;Mallorca;0174 0174;Dilluns;Dl;Laboral;2020;6;Juny;1;18;Tarda;Col.lisió lateral;429533,79;4582465,06;2.156.035.474;41.388.782.926
2020S002383    ;10;Sant Martí;71;Provençals del Poblenou;94300;Cristóbal de Moura;0163 0163;Dilluns;Dl;Laboral;2020;6;Juny;1;17;Tarda;Col.lisió fronto-lateral;434016,75;4585168,3;2.209.355.889;4.141.351.083
2020S002384    ;2;Eixample;6;la Sagrada Família;18505;Aragó;0415 0419;Dilluns;Dl;Laboral;2020;6;Juny;1;19;Tarda;Abast;431271,12;4583837,53;2.176.657.585;41.401.294.761
2020S002385    ;8;Nou Barris;53;la Trinitat Nova;4409;Aiguablava;0074 0074;Dilluns;Dl;Laboral;2020;6;Juny;1;23;Nit;Abast;432167,28;4589463,85;2.186.745.884;4.145.204.535
2020S002386    ;1;Ciutat Vella;3;la Barceloneta;701266;Litoral (Llobregat);1000000;Dimarts;Dm;Laboral;2020;6;Juny;2;9;Matí;Xoc contra element estàtic;431854,72;4581597,37;2.183.890.817;41.381.167.963
2020S002387    ;7;Horta-Guinardó;43;Horta;352507;Vall d'Hebron;0235 0239;Dimarts;Dm;Laboral;2020;6;Juny;2;9;Matí;Abast;429706,4;4588110,38;2.157.443.528;41.439.643.337
2020S002388    ;10;Sant Martí;65;el Clot;346800;Poblenou;0183 0183;Dimarts;Dm;Laboral;2020;6;Juny;2;11;Matí;Abast multiple;432568,48;4584553,49;2.192.096.871;41.407.853.131
2020S002389    ;10;Sant Martí;73;la Verneda i la Pau;195409;Maresme;0214 0214;Dimarts;Dm;Laboral;2020;6;Juny;2;12;Matí;Col.lisió frontal;433721,1;4585891,48;2.205.739.342;41.419.999.977
2020S002390    ;8;Nou Barris;54;Torre Baró;300503;Sant Feliu de Codines;0037 0037;Dimarts;Dm;Laboral;2020;6;Juny;2;11;Matí;Xoc contra element estàtic;431495,44;4590143,05;2.178.625.936;41.458.105.545
2020S002391    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0609 0609;Dimarts;Dm;Laboral;2020;6;Juny;2;11;Matí;Abast;430495,65;4582501,94;216.753.479;41.389.198.828
2020S002392    ;6;Gràcia;31;la Vila de Gràcia;144601;Diagonal;0478 0480;Dimarts;Dm;Laboral;2020;6;Juny;2;9;Matí;Caiguda (dues rodes);429528,56;4583251,15;2.155.881.407;41.395.862.512
2020S002393    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;191204;Mallorca;0177 0177;Dimarts;Dm;Laboral;2020;6;Juny;2;15;Tarda;Atropellament;429560,05;4582521,86;2.156.342.926;41.389.296.806
2020S002394    ;2;Eixample;7;la Dreta de l'Eixample;268003;Provença;0370 0370;Dimarts;Dm;Laboral;2020;6;Juny;2;15;Tarda;Col.lisió lateral;430634,43;4583728,78;2.169.053.962;41.400.260.576
2020S002395    ;2;Eixample;7;la Dreta de l'Eixample;289105;Rosselló;0318 0318;Dimarts;Dm;Laboral;2020;6;Juny;2;14;Tarda;Abast;430591,12;4583877,19;216.851.887;41.401.593.517
2020S002396    ;5;Sarrià-Sant Gervasi;23;Sarrià;58601;Can Caralleu;0021 0021;Dimarts;Dm;Laboral;2020;6;Juny;2;16;Tarda;Col.lisió fronto-lateral;426077,57;4583872,67;2.114.528.634;41.401.150.273
2020S002397    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0021 0021;Dimarts;Dm;Laboral;2020;6;Juny;2;13;Matí;Caiguda interior vehicle;430417,75;4582634,32;2.166.587.908;41.390.384.394
2020S002398    ;2;Eixample;9;la Nova Esquerra de l'Eixample;54509;Calàbria;0194 0194;Dimarts;Dm;Laboral;2020;6;Juny;2;19;Tarda;Col.lisió fronto-lateral;428977,87;4581957,33;2.149.446.418;41.384.161.058
2020S002399    ;7;Horta-Guinardó;43;Horta;88602;Congrés;0089 0089;Dimarts;Dm;Laboral;2020;6;Juny;2;18;Tarda;Atropellament;429932,52;4587853,25;2.160.179.795;41.437.347.246
2020S002400    ;2;Eixample;6;la Sagrada Família;142300;Gaudí;0058 0058;Dimarts;Dm;Laboral;2020;6;Juny;2;18;Tarda;Atropellament;431101,42;4584705,9;2.174.528.724;4.140.910.136
2020S002401    ;2;Eixample;7;la Dreta de l'Eixample;305100;Sant Joan;0052 0052;Dimarts;Dm;Laboral;2020;6;Juny;2;17;Tarda;Col.lisió lateral;431067,93;4583270,82;217.429.158;41.396.173.175
2020S002402    ;9;Sant Andreu;60;Sant Andreu;366104;Virgili;0103 0103;Dimarts;Dm;Laboral;2020;6;Juny;2;16;Tarda;Col.lisió lateral;432649,42;4587339,36;2.192.754.757;41.432.951.413
2020S002403    ;9;Sant Andreu;62;el Congrés i els Indians;120909;Alexandre Galí;0021 0021;Dimarts;Dm;Laboral;2020;6;Juny;2;19;Tarda;Atropellament;431555,26;4586477,85;2.179.757.606;41.425.099.533
2020S002404    ;9;Sant Andreu;63;Navas;224100;Múrcia;0051 0053;Dimecres;Dc;Laboral;2020;6;Juny;3;7;Matí;Atropellament;432469,69;4585556,92;2.190.802.958;41.416.882.432
2020S002405    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0624 0624;Dimecres;Dc;Laboral;2020;6;Juny;3;8;Matí;Col.lisió lateral;430445,18;4582380,14;2.166.945.174;41.388.097.448
2020S002406    ;2;Eixample;7;la Dreta de l'Eixample;100800;Diputació;0323 0323;Dimecres;Dc;Laboral;2020;6;Juny;3;9;Matí;Col.lisió fronto-lateral;430807,84;4582995,33;217.121.212;41.393.669.572
2020S002406    ;2;Eixample;7;la Dreta de l'Eixample;100800;Diputació;0323 0323;Dimecres;Dc;Laboral;2020;6;Juny;3;9;Matí;Col.lisió lateral;430807,84;4582995,33;217.121.212;41.393.669.572
2020S002407    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;32700;Balmes;0255 0257;Dimecres;Dc;Laboral;2020;6;Juny;3;14;Tarda;Col.lisió lateral;428965,41;4583719,12;2.149.090.666;41.400.027.771
2020S002408    ;7;Horta-Guinardó;37;el Carmel;320307;Santuari;0078 0078;Dimecres;Dc;Laboral;2020;6;Juny;3;15;Tarda;Altres;429461,39;4585941,95;2.154.764.176;41.420.091.663
2020S002409    ;8;Nou Barris;46;el Turó de la Peira;295403;Sant Iscle;0079 0079;Dimecres;Dc;Laboral;2020;6;Juny;3;13;Matí;Caiguda (dues rodes);430710,48;4587536,54;216.952.723;41.434.562.303
2020S002410    ;2;Eixample;6;la Sagrada Família;289105;Rosselló;0453 0453;Dimecres;Dc;Laboral;2020;6;Juny;3;17;Tarda;Col.lisió lateral;431060,6;4584368,44;217.407.884;41.406.058.465
2020S002411    ;9;Sant Andreu;60;Sant Andreu;295709;Sant Adrià;0038B0038B;Dimecres;Dc;Laboral;2020;6;Juny;3;17;Tarda;Col.lisió frontal;432710,34;4587520,14;2.193.463.702;41.434.584.749
2020S002412    ;10;Sant Martí;72;Sant Martí de Provençals;307207;Sant Martí;0002B0002B;Dimecres;Dc;Laboral;2020;6;Juny;3;19;Tarda;Atropellament;432692,99;4585436,73;2.193.488.108;41.415.818.662
2020S002413    ;10;Sant Martí;70;el Besòs i el Maresme;253800;Perpinyà;0035 0035;Dimecres;Dc;Laboral;2020;6;Juny;3;15;Tarda;Col.lisió fronto-lateral;434399,93;4585870,27;2.213.864.224;41.419.864.686
2020S002414    ;6;Gràcia;31;la Vila de Gràcia;227403;Neptú;0029 0031;Dijous;Dj;Laboral;2020;6;Juny;4;1;Nit;Xoc contra element estàtic;429399,8;4583498,01;2.154.312.515;41.398.074.593
2020S002415    ;2;Eixample;9;la Nova Esquerra de l'Eixample;54509;Calàbria;0251 0251;Dijous;Dj;Laboral;2020;6;Juny;4;7;Matí;Caiguda (dues rodes);428660,79;4582237,34;2.145.621.535;41.386.654.939
2020S002415    ;2;Eixample;9;la Nova Esquerra de l'Eixample;54509;Calàbria;0251 0251;Dijous;Dj;Laboral;2020;6;Juny;4;7;Matí;Col.lisió lateral;428660,79;4582237,34;2.145.621.535;41.386.654.939
2020S002416    ;7;Horta-Guinardó;35;el Guinardó;364302;Vinya;0039 0039;Dijous;Dj;Laboral;2020;6;Juny;4;8;Matí;Col.lisió lateral;431294,03;4585736,95;2.176.715.847;41.418.404.186
2020S002416    ;7;Horta-Guinardó;35;el Guinardó;364302;Vinya;0039 0039;Dijous;Dj;Laboral;2020;6;Juny;4;8;Matí;Caiguda (dues rodes);431294,03;4585736,95;2.176.715.847;41.418.404.186
2020S002417    ;7;Horta-Guinardó;40;Montbau;701267;Dalt (Besòs);1090000;Dijous;Dj;Laboral;2020;6;Juny;4;7;Matí;Abast;428509,16;4586744,68;2.143.275.425;41.427.237.308
2020S002418    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;32700;Balmes;0199 0199;Dijous;Dj;Laboral;2020;6;Juny;4;12;Matí;Abast;429205,54;4583419,65;2.151.998.068;41.397.351.743
2020S002419    ;10;Sant Martí;72;Sant Martí de Provençals;169409;Corts Catalanes;1017 1019;Dijous;Dj;Laboral;2020;6;Juny;4;12;Matí;Xoc contra element estàtic;433214,51;4585197,18;2.199.754.426;41.413.704.639
2020S002420    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;246805;Rector Ubach;0032 0032;Dijous;Dj;Laboral;2020;6;Juny;4;8;Matí;Caiguda (dues rodes);428486,07;4583508,57;214.338.183;41.398.088.914
2020S002421    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701267;Dalt (Besòs);920000;Dijous;Dj;Laboral;2020;6;Juny;4;16;Tarda;Abast;427700,96;4585357,3;2.133.769.917;41.414.669.411
2020S002422    ;7;Horta-Guinardó;35;el Guinardó;152905;Guinardó;0111 0111;Dijous;Dj;Laboral;2020;6;Juny;4;18;Tarda;Col.lisió fronto-lateral;430947,36;4585415,88;217.260.456;41.415.482.684
2020S002423    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;148409;Sant Cugat;90000;Dijous;Dj;Laboral;2020;6;Juny;4;19;Tarda;Col.lisió frontal;427931,14;4586356,43;2.136.404.755;41.423.688.832
2020S002424    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;170000;Josep Garí;0002 0014;Dijous;Dj;Laboral;2020;6;Juny;4;17;Tarda;Atropellament;427801,3;4585428,37;2.134.961.933;41.415.318.534
2020S002425    ;10;Sant Martí;65;el Clot;350308;València;0621 0621;Dijous;Dj;Laboral;2020;6;Juny;4;22;Nit;Caiguda (dues rodes);432171,78;4584891;2.187.313.191;41.410.859.588
2020S002426    ;1;Ciutat Vella;1;el Raval;296508;Sant Antoni;0032 0034;Divendres;Dv;Laboral;2020;6;Juny;5;2;Nit;Xoc contra element estàtic;430148,14;4581507,32;2.163.493.384;41.380.210.476
2020S002427    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701492;Transversal 12;0001 0001;Divendres;Dv;Laboral;2020;6;Juny;5;3;Nit;Col.lisió fronto-lateral;425980,26;4575981,82;2.114.328.223;41.330.071.583
2020S002428    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;289105;Rosselló;0345 0345;Divendres;Dv;Laboral;2020;6;Juny;5;3;Nit;Abast;430552,21;4583869,82;2.168.054.273;41.401.523.776
2020S002429    ;10;Sant Martí;70;el Besòs i el Maresme;94300;Cristóbal de Moura;0259 0259;Divendres;Dv;Laboral;2020;6;Juny;5;9;Matí;Atropellament;434580,43;4585715,96;2.216.040.706;4.141.848.958
2020S002430    ;8;Nou Barris;48;la Guineueta;351901;Valldaura;0148X0148X;Divendres;Dv;Laboral;2020;6;Juny;5;10;Matí;Col.lisió fronto-lateral;430405,25;4588039,79;2.165.816.216;41.439.068.472
2020S002430    ;8;Nou Barris;48;la Guineueta;351901;Valldaura;0148X0148X;Divendres;Dv;Laboral;2020;6;Juny;5;10;Matí;Col.lisió lateral;430405,25;4588039,79;2.165.816.216;41.439.068.472
2020S002431    ;1;Ciutat Vella;1;el Raval;86902;Nou de la Rambla;0064X0064X;Divendres;Dv;Laboral;2020;6;Juny;5;12;Matí;Abast;430867,06;4581157,09;2.172.130.302;4.137.711.818
2020S002432    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;289105;Rosselló;0349 0351;Divendres;Dv;Laboral;2020;6;Juny;5;13;Matí;Abast;430572,94;4583889,89;2.168.299.943;41.401.706.331
2020S002432    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;289105;Rosselló;0349 0351;Divendres;Dv;Laboral;2020;6;Juny;5;13;Matí;Col.lisió lateral;430572,94;4583889,89;2.168.299.943;41.401.706.331
2020S002433    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;369408;Zona Franca;0069 0073;Divendres;Dv;Laboral;2020;6;Juny;5;14;Tarda;Col.lisió fronto-lateral;428361,66;4578729,48;2.142.458.867;41.355.034.238
2020S002434    ;6;Gràcia;28;Vallcarca i els Penitents;158107;Vallcarca;0262 0266;Divendres;Dv;Laboral;2020;6;Juny;5;14;Tarda;Abast;428288,56;4586022,32;2.140.721.291;41.420.711.646
2020S002435    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;302000;Sant Gervasi;0004B0004B;Divendres;Dv;Laboral;2020;6;Juny;5;14;Tarda;Abast;427726,86;4584528,46;2.134.178.847;4.140.720.673
2020S002436    ;2;Eixample;7;la Dreta de l'Eixample;335100;Tetuan;9999 9999;Divendres;Dv;Laboral;2020;6;Juny;5;17;Tarda;Col.lisió fronto-lateral;431161,99;4583081,48;2.175.438.175;41.394.475.908
2020S002437    ;4;Les Corts;19;les Corts;55807;Francesc Macià;0007 0007;Divendres;Dv;Laboral;2020;6;Juny;5;18;Tarda;Atropellament;428520,61;4582845,99;2.143.873.227;41.392.124.377
2020S002438    ;8;Nou Barris;48;la Guineueta;186601;República;0002E0002E;Divendres;Dv;Laboral;2020;6;Juny;5;18;Tarda;Caiguda interior vehicle;431084,78;4587942,81;2.173.960.539;41.438.253.652
2020S002439    ;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;163504;Isabel II;0002 0002;Divendres;Dv;Laboral;2020;6;Juny;5;20;Tarda;Col.lisió lateral;431742,93;4581619,47;2.182.551.501;41.381.357.531
2020S002440    ;4;Les Corts;19;les Corts;48608;Breda;0022X0022X;Divendres;Dv;Laboral;2020;6;Juny;5;19;Tarda;Atropellament;428314,12;4582209,89;2.141.478.877;41.386.376.871
2020S002441    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0067 0067;Divendres;Dv;Laboral;2020;6;Juny;5;20;Tarda;Xoc contra element estàtic;433116,28;4585641,16;2.198.530.049;41.417.695.268
2020S002442    ;4;Les Corts;19;les Corts;144601;Diagonal;0632 0632;Divendres;Dv;Laboral;2020;6;Juny;5;19;Tarda;Abast;427948,61;4582755,86;2.137.042.705;41.391.261.543
2020S002443    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;109101;Enamorats;0100 0100;Divendres;Dv;Laboral;2020;6;Juny;5;19;Tarda;Altres;431851,13;4584422;2.183.529.845;41.406.608.309
2020S002444    ;10;Sant Martí;72;Sant Martí de Provençals;30409;Bac de Roda;0192B0192B;Divendres;Dv;Laboral;2020;6;Juny;5;22;Nit;Col.lisió lateral;432827,17;4585283,01;2.195.110.616;41.414.445.384
2020S002445    ;2;Eixample;6;la Sagrada Família;350308;València;0503 0503;Divendres;Dv;Laboral;2020;6;Juny;5;23;Nit;Col.lisió lateral;431529,25;4584260,82;2.179.697.436;41.405.129.242
2020S002446    ;1;Ciutat Vella;2;el Barri Gòtic;74404;Catalunya;0016B0016B;Divendres;Dv;Laboral;2020;6;Juny;5;23;Nit;Xoc contra element estàtic;430839,9;4582248,37;2.171.680.913;41.386.944.689
2020S002447    ;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0708 0708;Dissabte;Ds;Laboral;2020;6;Juny;6;1;Nit;Abast;431269,97;4583184,65;2.176.717.983;41.395.414.371
2020S002448    ;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0040 0040;Dissabte;Ds;Laboral;2020;6;Juny;6;12;Matí;Atropellament;429045,49;4581611,85;2.150.295.549;41.381.055.407
2020S002449    ;9;Sant Andreu;57;la Trinitat Vella;314100;Santa Coloma;0079I0079I;Dissabte;Ds;Laboral;2020;6;Juny;6;14;Tarda;Abast;432787,08;4588969,14;2.194.220.844;41.447.641.843
2020S002449    ;9;Sant Andreu;57;la Trinitat Vella;314100;Santa Coloma;0079I0079I;Dissabte;Ds;Laboral;2020;6;Juny;6;14;Tarda;Sortida de via amb xoc o col.lisió;432787,08;4588969,14;2.194.220.844;41.447.641.843
2020S002450    ;8;Nou Barris;55;Ciutat Meridiana;3701;Agudes;0142 0142;Diumenge;Dg;Laboral;2020;5;Maig;31;21;Tarda;Abast;431001,84;4590445,35;2.172.681.759;41.460.785.922
2020S002451    ;2;Eixample;7;la Dreta de l'Eixample;71600;Casp;0070 0070;Dissabte;Ds;Laboral;2020;6;Juny;6;15;Tarda;Col.lisió lateral;431111,39;4582844,79;2.174.859.899;41.392.339.777
2020S002452    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0833;Dissabte;Ds;Laboral;2020;6;Juny;6;16;Tarda;Col.lisió fronto-lateral;432229;4584196,97;2.188.075.527;41.404.613.493
2020S002453    ;8;Nou Barris;48;la Guineueta;351901;Valldaura;0150 0152;Dissabte;Ds;Laboral;2020;6;Juny;6;15;Tarda;Col.lisió fronto-lateral;430455,38;4588033,27;2.166.416.969;41.439.014.095
2020S002454    ;2;Eixample;7;la Dreta de l'Eixample;309406;Sant Pere;0002 0002;Dissabte;Ds;Laboral;2020;6;Juny;6;19;Tarda;Altres;430775,51;4582378,01;2.170.896.027;41.388.106.776
2020S002455    ;9;Sant Andreu;60;Sant Andreu;366104;Virgili;0077 0077;Divendres;Dv;Laboral;2020;6;Juny;5;21;Tarda;Abast;432683,18;4587228,09;2.193.171.193;41.431.952.071
2020S002456    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel;0117 0119;Dissabte;Ds;Laboral;2020;6;Juny;6;22;Nit;Abast;429910,66;4580909,52;2.160.722.739;41.374.805.612
2020S002457    ;4;Les Corts;19;les Corts;144601;Diagonal;0650 0650;Divendres;Dv;Laboral;2020;6;Juny;5;17;Tarda;Xoc contra element estàtic;427583,38;4582648,24;2.132.687.408;41.390.259.433
2020S002457    ;4;Les Corts;19;les Corts;144601;Diagonal;0650 0650;Divendres;Dv;Laboral;2020;6;Juny;5;17;Tarda;Col.lisió lateral;427583,38;4582648,24;2.132.687.408;41.390.259.433
2020S002458    ;2;Eixample;7;la Dreta de l'Eixample;335100;Tetuan;0026 0026;Diumenge;Dg;Laboral;2020;6;Juny;7;1;Nit;Col.lisió fronto-lateral;431141,09;4583205;2.175.174.141;41.395.586.626
2020S002459    ;2;Eixample;6;la Sagrada Família;76807;Sardenya;0302 0302;Diumenge;Dg;Laboral;2020;6;Juny;7;11;Matí;Caiguda (dues rodes);431133,94;4583947,2;2.175.004.152;4.140.227.078
2020S002460    ;7;Horta-Guinardó;38;la Teixonera;170703;Josep Sangenís;0075 0075;Diumenge;Dg;Laboral;2020;6;Juny;7;15;Tarda;Caiguda (dues rodes);429167,43;4586523,46;2.151.178.676;41.425.303.217
2020S002461    ;3;Sants-Montjuïc;18;Sants;40300;Berlín;0056 0056;Diumenge;Dg;Laboral;2020;6;Juny;7;14;Tarda;Col.lisió fronto-lateral;428215,46;4581922,79;2.140.333.019;41.383.782.264
2020S002462    ;1;Ciutat Vella;1;el Raval;701266;Litoral (Llobregat);1110000;Diumenge;Dg;Laboral;2020;6;Juny;7;17;Tarda;Abast;431245,82;4580721,31;2.176.708.815;41.373.225.696
2020S002463    ;2;Eixample;6;la Sagrada Família;68900;Cartagena;0188 0188;Diumenge;Dg;Laboral;2020;6;Juny;7;13;Matí;Col.lisió lateral;431728,86;4584298,59;2.182.081.056;41.405.486.411
2020S002464    ;3;Sants-Montjuïc;11;el Poble-sec;701266;Litoral (Llobregat);1190000;Dilluns;Dl;Laboral;2020;6;Juny;8;7;Matí;Abast;430854,77;4580025,56;2.172.112.468;41.366.925.742
2020S002465    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0047 0047;Dilluns;Dl;Laboral;2020;6;Juny;8;8;Matí;Col.lisió lateral;430234,16;4582835,38;2.164.369.002;41.392.179.365
2020S002466    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;348500;Ulldecona;0024 0024;Dilluns;Dl;Laboral;2020;6;Juny;8;11;Matí;Xoc contra element estàtic;428416,57;4578416,9;2.143.152.124;41.352.223.812
2020S002467    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;17808;Antoni Costa;0013 0015;Divendres;Dv;Laboral;2020;6;Juny;5;19;Tarda;Col.lisió lateral;431715,69;4586849,41;2.181.635.388;41.428.459.709
2020S002468    ;4;Les Corts;19;les Corts;144601;Diagonal;0485 0485;Dilluns;Dl;Laboral;2020;6;Juny;8;12;Matí;Abast;428505,87;4582846,36;2.143.696.889;41.392.126.398
2020S002469    ;10;Sant Martí;65;el Clot;113506;Escultors Claperós;0046 0046;Dilluns;Dl;Laboral;2020;6;Juny;8;12;Matí;Abast;432283,37;4584306,44;2.188.713.682;41.405.604.042
2020S002470    ;4;Les Corts;19;les Corts;231502;Numància;0123 0123;Dijous;Dj;Laboral;2020;5;Maig;28;8;Matí;Col.lisió fronto-lateral;427792,99;4582226,25;2.135.244.645;41.386.477.586
2020S002471    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;320704;Sarrià;0084 0086;Dilluns;Dl;Laboral;2020;6;Juny;8;15;Tarda;Col.lisió lateral;427910,65;4582804,32;213.658.293;413.916.946
2020S002472    ;2;Eixample;7;la Dreta de l'Eixample;350308;València;0285 0285;Dilluns;Dl;Laboral;2020;6;Juny;8;14;Tarda;Caiguda (dues rodes);430417,66;4583175,18;2.166.524.656;41.395.255.741
2020S002473    ;3;Sants-Montjuïc;16;la Bordeta;30602;Badal;0075 0079;Dilluns;Dl;Laboral;2020;6;Juny;8;16;Tarda;Abast;427548,17;4580292,95;2.132.548.029;41.369.043.051
2020S002474    ;7;Horta-Guinardó;37;el Carmel;185700;Llobregós;0098 0098;Dilluns;Dl;Laboral;2020;6;Juny;8;18;Tarda;Atropellament;429668,74;4586484,46;2.157.182.074;41.424.996.029
2020S002475    ;5;Sarrià-Sant Gervasi;23;Sarrià;28000;Augusta;0323 0327;Dilluns;Dl;Laboral;2020;6;Juny;8;18;Tarda;Abast;426839,02;4583691,93;2.123.658.819;41.399.592.111
2020S002476    ;2;Eixample;9;la Nova Esquerra de l'Eixample;287201;Roma;0092 0092;Dilluns;Dl;Laboral;2020;6;Juny;8;19;Tarda;Col.lisió lateral;429033,03;4581850,37;21.501.186;41.383.202.577
2020S002477    ;7;Horta-Guinardó;36;la Font d'en Fargues;78303;Ciències;0043 0043;Dilluns;Dl;Laboral;2020;6;Juny;8;16;Tarda;Col.lisió lateral;429781,38;4586529,46;2.158.524.731;41.425.411.185
2020S002478    ;7;Horta-Guinardó;42;la Clota;700921;Clota;9999 9999;Dilluns;Dl;Laboral;2020;6;Juny;8;20;Tarda;Caiguda (dues rodes);429097,17;4586611,82;2.150.327.553;41.426.092.838
2020S002479    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;211505;Milanesat;0031 0031;Dilluns;Dl;Laboral;2020;6;Juny;8;23;Nit;Col.lisió fronto-lateral;427448,59;4583578,25;213.096.386;41.398.623.504
2020S002480    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);0021S0000;Dimarts;Dm;Laboral;2020;6;Juny;9;7;Matí;Abast;430855,98;4579978,8;2.172.132.269;41.366.504.691
2020S002481    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0117 0117;Dimarts;Dm;Laboral;2020;6;Juny;9;6;Matí;Col.lisió fronto-lateral;432960,53;4583565,1;2.196.896.606;41.398.983.778
2020S002482    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20750000;Dimarts;Dm;Laboral;2020;6;Juny;9;9;Matí;Col.lisió lateral;433366,47;4585249,15;2.201.566.805;41.414.185.339
2020S002483    ;4;Les Corts;19;les Corts;40300;Berlín;0051 0053;Dimarts;Dm;Laboral;2020;6;Juny;9;9;Matí;Caiguda (dues rodes);428067,09;4581852,36;2.138.567.072;41.383.134.668
2020S002484    ;8;Nou Barris;53;la Trinitat Nova;209900;Meridiana;0605X0605X;Dimarts;Dm;Laboral;2020;6;Juny;9;11;Matí;Abast;432279,56;4589210,67;2.188.118.439;41.449.774.537
2020S002485    ;4;Les Corts;20;la Maternitat i Sant Ramon;700811;Albert Bastardas;0024 0024;Dimarts;Dm;Laboral;2020;6;Juny;9;12;Matí;Abast;425467,32;4581756,19;2.107.489.538;41.382.031.736
2020S002486    ;2;Eixample;6;la Sagrada Família;161407;Indústria;0101 0101;Dimarts;Dm;Laboral;2020;6;Juny;9;13;Matí;Caiguda (dues rodes);430758,85;4584445,2;2.170.460.253;41.406.723.868
2020S002487    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;70607;Casanova;0103 0103;Dimarts;Dm;Laboral;2020;6;Juny;9;14;Tarda;Atropellament;429521,29;4582309,81;215.590.405;41.387.383.546
