Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal_caption;Descripcio_dia_setmana;Dia_setmana;Descripcio_tipus_dia;NK_Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_tipus_accident;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2020S001407    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;318804;Santaló;0091 0091;Dilluns;Dl;Laboral;2020;2;Febrer;24;15;Tarda;Atropellament;428443,54;4583481,14;2.142.876.358;41.397.838.077
2020S001408    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;144601;Diagonal;0598 0598;Dilluns;Dl;Laboral;2020;2;Febrer;24;16;Tarda;Caiguda (dues rodes);428682,75;4582975,99;2.145.797.145;41.393.309.641
2020S001409    ;8;Nou Barris;45;Porta;282650;Rio de Janeiro;0079 0079;Dilluns;Dl;Laboral;2020;2;Febrer;24;17;Tarda;Caiguda (dues rodes);431685,66;4587994;218.114.657;41.438.766.078
2020S001410    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0130 0130;Dilluns;Dl;Laboral;2020;2;Febrer;24;17;Tarda;Altres;433523,34;4585980,12;2.203.363.289;41.420.781.985
2020S001411    ;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;700059;Vallvidrera a les Planes;520000;Dimarts;Dm;Laboral;2020;2;Febrer;18;12;Matí;Atropellament;424650,38;4585930,55;2.097.200.536;41.419.551.995
2020S001412    ;2;Eixample;10;Sant Antoni;537295;Universitat;0001 0001;Dilluns;Dl;Laboral;2020;2;Febrer;24;13;Matí;Caiguda interior vehicle;430183,49;4582104,42;2.163.847.267;41.385.591.441
2020S001413    ;2;Eixample;10;Sant Antoni;192502;Manso;0018 0018;Dilluns;Dl;Laboral;2020;2;Febrer;24;20;Tarda;Atropellament;429861,77;4581062,43;2.160.120.453;41.376.178.564
2020S001414    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;350308;València;0236 0236;Dilluns;Dl;Laboral;2020;2;Febrer;24;19;Tarda;Caiguda interior vehicle;429897,21;4582634,06;216.036.229;41.390.336.827
2020S001415    ;10;Sant Martí;71;Provençals del Poblenou;94300;Cristóbal de Moura;0161 0161;Dilluns;Dl;Laboral;2020;2;Febrer;24;16;Tarda;Col.lisió fronto-lateral;434014,16;4585154,82;2.209.326.373;41.413.389.206
2020S001416    ;3;Sants-Montjuïc;18;Sants;312400;Sants;0089 0089;Dilluns;Dl;Laboral;2020;2;Febrer;24;21;Tarda;Col.lisió lateral;427864,28;4580982,66;2.136.245.327;4.137.528.343
2020S001417    ;9;Sant Andreu;62;el Congrés i els Indians;121402;Felip II;0233 0233;Dilluns;Dl;Laboral;2020;2;Febrer;24;22;Nit;Caiguda interior vehicle;431369,51;4586732,18;2.177.505.962;41.427.374.339
2020S001418    ;8;Nou Barris;53;la Trinitat Nova;701432;C-17 (Barcelona);0;Dilluns;Dl;Laboral;2020;2;Febrer;24;21;Tarda;Xoc contra element estàtic;432321,48;4589639,8;2.188.572.137;41.453.643.094
2020S001419    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;194406;Maragall;0184 0186;Dimarts;Dm;Laboral;2020;2;Febrer;25;3;Nit;Xoc contra element estàtic;431224,36;4586546,19;2.175.790.149;4.142.568.677
2020S001420    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701266;Litoral (Llobregat);1240000;Dimarts;Dm;Laboral;2020;2;Febrer;25;9;Matí;Xoc contra element estàtic;430722,18;4579729,65;2.170.561.082;41.364.249.153
2020S001421    ;2;Eixample;10;Sant Antoni;285807;Rocafort;0001 0001;Dimarts;Dm;Laboral;2020;2;Febrer;25;8;Matí;Caiguda (dues rodes);429709,29;4580975,39;2.158.307.292;4.137.538.131
2020S001422    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;169409;Corts Catalanes;0583 0583;Dilluns;Dl;Laboral;2020;2;Febrer;24;14;Tarda;Abast;430080,36;4582095,48;2.162.614.957;4.138.550.196
2020S001423    ;4;Les Corts;20;la Maternitat i Sant Ramon;343903;Corts;0130 0132;Dimarts;Dm;Laboral;2020;2;Febrer;25;7;Matí;Col.lisió fronto-lateral;427025,87;4581610,19;212.614.477;41.380.859.718
2020S001424    ;3;Sants-Montjuïc;13;la Marina de Port;212406;Mineria;0002B0002B;Dimarts;Dm;Laboral;2020;2;Febrer;25;11;Matí;Col.lisió lateral;427899,85;4579692,16;2.136.824.177;41.363.663.539
2020S001425    ;2;Eixample;10;Sant Antoni;169409;Corts Catalanes;0540 0542;Diumenge;Dg;Laboral;2020;2;Febrer;2;14;Tarda;Caiguda (dues rodes);429841,57;4581783,12;2.159.795.437;41.382.667.832
2020S001426    ;4;Les Corts;19;les Corts;110803;Entença;0306 0306;Dimarts;Dm;Laboral;2020;2;Febrer;25;11;Matí;Col.lisió fronto-lateral;428118,74;4582502,45;213.910.756;41.388.994.406
2020S001427    ;5;Sarrià-Sant Gervasi;23;Sarrià;353805;Vallvidrera;0071 0071;Dimarts;Dm;Laboral;2020;2;Febrer;25;14;Tarda;Atropellament;425836,28;4584726,08;2.111.537.747;41.408.814.306
2020S001428    ;7;Horta-Guinardó;35;el Guinardó;152905;Guinardó;0114 0116;Dilluns;Dl;Laboral;2020;2;Febrer;24;21;Tarda;Col.lisió lateral;431103,41;4585525,09;2.174.459.194;41.416.479.704
2020S001428    ;7;Horta-Guinardó;35;el Guinardó;152905;Guinardó;0114 0116;Dilluns;Dl;Laboral;2020;2;Febrer;24;21;Tarda;Abast;431103,41;4585525,09;2.174.459.194;41.416.479.704
2020S001429    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent;0311 0311;Dimarts;Dm;Laboral;2020;2;Febrer;25;15;Tarda;Col.lisió lateral;430113,64;4582513,89;2.162.964.659;41.389.273.339
2020S001430    ;7;Horta-Guinardó;36;la Font d'en Fargues;198906;Marquès de Foronda;0037 0039;Dimarts;Dm;Laboral;2020;2;Febrer;25;17;Tarda;Abast;429793,89;4586547,55;2.158.672.329;41.425.575.209
2020S001431    ;2;Eixample;6;la Sagrada Família;297001;Sant Antoni Maria Claret;0186 0186;Dimarts;Dm;Laboral;2020;2;Febrer;25;16;Tarda;Col.lisió lateral;430943,37;4584782,41;2.172.629.165;41.409.776.889
2020S001432    ;4;Les Corts;21;Pedralbes;144601;Diagonal;0694 0696;Dimarts;Dm;Laboral;2020;2;Febrer;25;16;Tarda;Abast;425818,02;4582082,48;2.111.643.341;41.385.002.917
2020S001433    ;10;Sant Martí;68;el Poblenou;62609;Icària;0204 0204;Dimarts;Dm;Laboral;2020;2;Febrer;25;16;Tarda;Xoc contra element estàtic;433310,58;4583071,37;2.201.138.199;41.394.566
2020S001434    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;700654;Litoral;9993 9993;Dimarts;Dm;Laboral;2020;2;Febrer;25;17;Tarda;Col.lisió lateral;432910,76;4582300,75;2.196.441.419;41.387.591.942
2020S001436    ;4;Les Corts;19;les Corts;172108;Joan Gamper;0017 0017;Dilluns;Dl;Laboral;2020;2;Febrer;24;21;Tarda;Col.lisió fronto-lateral;427671,07;4582317,17;2.133.775.721;41.387.285.509
2020S001437    ;1;Ciutat Vella;1;el Raval;140203;Drassanes;0027 0027;Dimarts;Dm;Laboral;2020;2;Febrer;25;18;Tarda;Caiguda (dues rodes);430873,45;4581116,52;2.172.211.341;41.376.753.327
2020S001438    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1390000;Dimarts;Dm;Laboral;2020;2;Febrer;25;20;Tarda;Abast;429718,16;4578561,81;2.158.693.197;41.353.643.674
2020S001439    ;2;Eixample;5;el Fort Pienc;197302;Marina;0126 0126;Dimarts;Dm;Laboral;2020;2;Febrer;25;19;Tarda;Caiguda (dues rodes);431937,6;4583333,42;218.468.675;41.396.811.116
2020S001439    ;2;Eixample;5;el Fort Pienc;197302;Marina;0126 0126;Dimarts;Dm;Laboral;2020;2;Febrer;25;19;Tarda;Col.lisió lateral;431937,6;4583333,42;218.468.675;41.396.811.116
2020S001440    ;9;Sant Andreu;61;la Sagrera;39709;Berenguer de Palou;0061 0061;Dimarts;Dm;Laboral;2020;2;Febrer;25;18;Tarda;Caiguda interior vehicle;432545,97;4586400,19;2.191.621.534;41.424.483.919
2020S001441    ;7;Horta-Guinardó;33;el Baix Guinardó;152905;Guinardó;0058B0058B;Dimarts;Dm;Laboral;2020;2;Febrer;25;19;Tarda;Abast;430563,65;4585070,05;2.168.053.336;41.412.334.832
2020S001442    ;8;Nou Barris;52;la Prosperitat;282650;Rio de Janeiro;0131 0135;Dimarts;Dm;Laboral;2020;2;Febrer;25;21;Tarda;Col.lisió fronto-lateral;432055,04;4588441,18;2.185.517.332;41.442.825.031
2020S001443    ;7;Horta-Guinardó;41;la Vall d'Hebron;701268;Dalt (Llobregat);0004S0000;Dimarts;Dm;Laboral;2020;2;Febrer;25;21;Tarda;Col.lisió lateral;428786,86;4587440,81;2.146.516.521;41.433.531.737
2020S001444    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0440 0440;Dimarts;Dm;Laboral;2020;2;Febrer;25;23;Nit;Abast;429946,42;4583384,71;216.086.396;41.397.101.972
2020S001445    ;6;Gràcia;30;la Salut;344000;Dalt;0042 0042;Dimarts;Dm;Laboral;2020;2;Febrer;25;20;Tarda;Col.lisió lateral;429391,06;4584711,05;2.154.066.393;41.408.999.235
2020S001446    ;9;Sant Andreu;57;la Trinitat Vella;120807;Favència;0413 0413;Dimecres;Dc;Laboral;2020;2;Febrer;26;8;Matí;Abast multiple;432391,03;4588926,94;2.189.484.624;41.447.228.483
2020S001447    ;3;Sants-Montjuïc;18;Sants;40300;Berlín;0086 0088;Dimecres;Dc;Laboral;2020;2;Febrer;26;8;Matí;Col.lisió lateral;428363,12;4582059,67;2.142.082.649;41.385.028.262
2020S001448    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;183603;Llacuna;0151 0155;Dimecres;Dc;Laboral;2020;2;Febrer;26;8;Matí;Abast;432589,06;4584341,6;219.236.669;41.405.946.425
2020S001449    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;32700;Balmes;0175 0175;Dimecres;Dc;Laboral;2020;2;Febrer;26;9;Matí;Col.lisió lateral;429326,73;4583285,51;2.153.463.314;41.396.154.258
2020S001450    ;3;Sants-Montjuïc;18;Sants;48404;Brasil;0022E0026E;Dimecres;Dc;Laboral;2020;2;Febrer;26;8;Matí;Abast;427378,41;4581168,68;2.130.413.422;4.137.691.512
2020S001451    ;1;Ciutat Vella;1;el Raval;167709;Joaquín Costa;0003C0003C;Dimecres;Dc;Laboral;2020;2;Febrer;26;10;Matí;Col.lisió fronto-lateral;430455,14;4581615,45;2.167.152.113;41.381.210.979
2020S001452    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;70607;Casanova;0074 0074;Dimecres;Dc;Laboral;2020;2;Febrer;26;10;Matí;Col.lisió lateral;429758,43;4582104,02;215.876.398;41.385.550.816
2020S001453    ;9;Sant Andreu;57;la Trinitat Vella;701268;Dalt (Llobregat);1600000;Dimecres;Dc;Laboral;2020;2;Febrer;26;12;Matí;Col.lisió lateral;432696,87;4588930,56;2.193.145.279;41.447.286.803
2020S001454    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Villarroel;0115 0115;Dimecres;Dc;Laboral;2020;2;Febrer;26;12;Matí;Caiguda (dues rodes);429546,49;4582097,17;215.623.017;41.385.470.576
2020S001454    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Villarroel;0115 0115;Dimecres;Dc;Laboral;2020;2;Febrer;26;12;Matí;Abast;429546,49;4582097,17;215.623.017;41.385.470.576
2020S001455    ;4;Les Corts;21;Pedralbes;333400;González Tablas;0021 0021;Dimecres;Dc;Laboral;2020;2;Febrer;26;14;Tarda;Abast;425493,26;4582226,53;2.107.741.868;41.386.270.283
2020S001456    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0077 0077;Dimecres;Dc;Laboral;2020;2;Febrer;26;14;Tarda;Caiguda (dues rodes);433201,76;4585724,39;2.199.543.629;41.418.452.011
2020S001457    ;4;Les Corts;21;Pedralbes;7305;Exèrcit;0014X0014X;Dimecres;Dc;Laboral;2020;2;Febrer;26;14;Tarda;Col.lisió frontal;425832,35;4582225,6;2.111.797.181;41.386.293.258
2020S001459    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0311B0311B;Dimecres;Dc;Laboral;2020;2;Febrer;26;15;Tarda;Abast;430629,04;4583204,1;2.169.049.635;41.395.534.486
2020S001460    ;3;Sants-Montjuïc;18;Sants;227800;Nicaragua;0050 0052;Dimecres;Dc;Laboral;2020;2;Febrer;26;16;Tarda;Col.lisió lateral;428282,85;4581897;214.114.197;41.383.555.997
2020S001461    ;7;Horta-Guinardó;41;la Vall d'Hebron;700825;Granja Vella;0008 0008;Dimecres;Dc;Laboral;2020;2;Febrer;26;18;Tarda;Xoc contra element estàtic;428904,21;4586709,3;214.800.703;41.426.953.736
2020S001462    ;10;Sant Martí;65;el Clot;42306;Bilbao;0227 0229;Dimecres;Dc;Laboral;2020;2;Febrer;26;17;Tarda;Altres;432617,54;4584880,7;2.192.647.332;41.410.804.335
2020S001463    ;2;Eixample;7;la Dreta de l'Eixample;176801;Roger de Llúria;0013 0013;Dimecres;Dc;Laboral;2020;2;Febrer;26;20;Tarda;Col.lisió lateral;430865,52;4582660,44;2.171.940.257;41.390.658.283
2020S001464    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0314 0314;Dimecres;Dc;Laboral;2020;2;Febrer;26;20;Tarda;Col.lisió lateral;430628,28;4583156,15;2.169.046.041;4.139.510.255
2020S001465    ;2;Eixample;9;la Nova Esquerra de l'Eixample;349706;Comte d'Urgell;0143 0143;Dimecres;Dc;Laboral;2020;2;Febrer;26;16;Tarda;Caiguda (dues rodes);429214,31;4582238,11;2.152.241.135;41.386.710.799
2020S001466    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;89004;Consell de Cent;0265 0267;Dimecres;Dc;Laboral;2020;2;Febrer;26;22;Nit;Col.lisió lateral;429892,93;4582286,78;2.160.351.316;41.387.208.616
2020S001467    ;4;Les Corts;20;la Maternitat i Sant Ramon;144601;Diagonal;0649 0651;Dimecres;Dc;Laboral;2020;2;Febrer;26;21;Tarda;Col.lisió fronto-lateral;425960,02;4582013,56;2.113.349.923;41.384.395.273
2020S001468    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;144601;Diagonal;0455 0459;Dimecres;Dc;Laboral;2020;2;Febrer;26;23;Nit;Caiguda (dues rodes);428859,39;4582978,78;2.147.909.514;41.393.350.422
2020S001469    ;9;Sant Andreu;61;la Sagrera;209900;Meridiana;0298 0298;Dijous;Dj;Laboral;2020;2;Febrer;27;0;Nit;Abast multiple;432177,73;4586200,64;2.187.237.452;41.422.655.614
2020S001470    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;180;A Zona Franca;0048X0048X;Dijous;Dj;Laboral;2020;2;Febrer;27;4;Nit;Xoc contra element estàtic;428024,73;4576184,08;2.138.733.311;41.332.078.538
2020S001471    ;2;Eixample;5;el Fort Pienc;100800;Diputació;0481 0481;Dijous;Dj;Laboral;2020;2;Febrer;27;7;Matí;Col.lisió lateral;431700,39;4583863,72;2.181.789.571;41.401.567.248
2020S001472    ;3;Sants-Montjuïc;15;Hostafrancs;362602;Vilardell;0042 0042;Dijous;Dj;Laboral;2020;2;Febrer;27;8;Matí;Caiguda (dues rodes);428507,21;4580887,51;2.143.944.166;41.374.483.852
2020S001473    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;28000;Augusta;0187 0187;Dijous;Dj;Laboral;2020;2;Febrer;27;8;Matí;Abast;428278;4583488,77;2.140.895.383;41.397.892.041
2020S001474    ;2;Eixample;7;la Dreta de l'Eixample;247659;Pau Claris;0105 0105;Dijous;Dj;Laboral;2020;2;Febrer;27;7;Matí;Caiguda (dues rodes);430600,21;4582739,61;2.168.758.059;41.391.348.482
2020S001475    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;245802;París;0167 0167;Dijous;Dj;Laboral;2020;2;Febrer;27;10;Matí;Col.lisió fronto-lateral;429147;4582866,17;2.151.362.652;41.392.361.587
2020S001476    ;2;Eixample;6;la Sagrada Família;76807;Sardenya;0245 0245;Dijous;Dj;Laboral;2020;2;Febrer;27;10;Matí;Abast;431231,9;4583815,84;2.176.190.899;4.140.109.605
2020S001477    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;700654;Litoral;9993 9993;Dijous;Dj;Laboral;2020;2;Febrer;27;9;Matí;Col.lisió lateral;432910,76;4582300,75;2.196.441.419;41.387.591.942
2020S001478    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;28000;Augusta;0291 0291;Dijous;Dj;Laboral;2020;2;Febrer;27;14;Tarda;Atropellament;427250,51;4583470,96;2.128.607.446;41.397.639.282
2020S001478    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;28000;Augusta;0291 0291;Dijous;Dj;Laboral;2020;2;Febrer;27;14;Tarda;Caiguda (dues rodes);427250,51;4583470,96;2.128.607.446;41.397.639.282
2020S001479    ;3;Sants-Montjuïc;15;Hostafrancs;169409;Corts Catalanes;0267 0269;Dijous;Dj;Laboral;2020;2;Febrer;27;12;Matí;Col.lisió lateral;428460,88;4580510,08;214.343.476;41.371.080.349
2020S001480    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Espanya;0005 0005;Dimecres;Dc;Laboral;2020;2;Febrer;26;21;Tarda;Caiguda interior vehicle;428856,77;4580938,01;2.148.117.932;41.374.969.684
2020S001480    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Espanya;0005 0005;Dimecres;Dc;Laboral;2020;2;Febrer;26;21;Tarda;Col.lisió lateral;428856,77;4580938,01;2.148.117.932;41.374.969.684
2020S001481    ;2;Eixample;6;la Sagrada Família;297001;Sant Antoni Maria Claret;0192 0192;Dijous;Dj;Laboral;2020;2;Febrer;27;12;Matí;Abast;430953,36;4584792,16;2.172.747.568;41.409.865.563
2020S001481    ;2;Eixample;6;la Sagrada Família;297001;Sant Antoni Maria Claret;0192 0192;Dijous;Dj;Laboral;2020;2;Febrer;27;12;Matí;Col.lisió lateral;430953,36;4584792,16;2.172.747.568;41.409.865.563
2020S001482    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0058 0058;Dijous;Dj;Laboral;2020;2;Febrer;27;9;Matí;Caiguda (dues rodes);430270,06;4582890,06;2.164.792.078;41.392.674.965
2020S001483    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;350308;València;0185 0185;Dijous;Dj;Laboral;2020;2;Febrer;27;13;Matí;Col.lisió lateral;429746,77;4582517,77;2.158.576.529;41.389.276.308
2020S001484    ;-1;Desconegut;-1;Desconegut;-1;Desconegut;Desconegut;Dijous;Dj;Laboral;2020;2;Febrer;27;13;Matí;Col.lisió lateral;-1;-1;-148.857.643;-0.000009019
2020S001485    ;3;Sants-Montjuïc;15;Hostafrancs;331507;Tarragona;0117 0123;Dijous;Dj;Laboral;2020;2;Febrer;6;15;Tarda;Atropellament;428718,05;4581185,03;2.146.430.177;41.377.182.227
2020S001486    ;3;Sants-Montjuïc;18;Sants;187207;Madrid;0156 0158;Dijous;Dj;Laboral;2020;2;Febrer;27;14;Tarda;Col.lisió frontal;427427,45;4581527,46;213.095.683;41.380.150.942
2020S001487    ;2;Eixample;5;el Fort Pienc;197302;Marina;0178 0178;Dijous;Dj;Laboral;2020;2;Febrer;27;14;Tarda;Col.lisió fronto-lateral;431696,26;4583593,37;2.181.770.687;41.399.131.934
2020S001488    ;2;Eixample;6;la Sagrada Família;197302;Marina;0323 0323;Dijous;Dj;Laboral;2020;2;Febrer;27;14;Tarda;Caiguda interior vehicle;430735,43;4584544,73;2.170.168.682;41.407.618.283
2020S001489    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;320704;Sarrià;0130 0132;Dijous;Dj;Laboral;2020;2;Febrer;27;16;Tarda;Col.lisió lateral;427535,31;4582884,76;2.132.084.185;41.392.385.343
2020S001490    ;7;Horta-Guinardó;40;Montbau;260806;Poesia;0004X0004X;Dijous;Dj;Laboral;2020;2;Febrer;27;13;Matí;Caiguda interior vehicle;428587,26;4587282,06;2.144.146.506;41.432.084.211
2020S001491    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana;0119B0119B;Dijous;Dj;Laboral;2020;2;Febrer;27;16;Tarda;Col.lisió lateral;432107,6;4584655,45;2.186.571.797;41.408.732.638
2020S001492    ;10;Sant Martí;71;Provençals del Poblenou;30409;Bac de Roda;0149 0151;Dimecres;Dc;Laboral;2020;2;Febrer;26;14;Tarda;Abast;433202,97;4584853,35;2.199.654.339;41.410.606.896
2020S001493    ;10;Sant Martí;72;Sant Martí de Provençals;30409;Bac de Roda;0161 0161;Dijous;Dj;Laboral;2020;2;Febrer;27;16;Tarda;Col.lisió lateral;433020,02;4585041,72;2.197.444.698;41.412.288.259
2020S001494    ;6;Gràcia;31;la Vila de Gràcia;306306;Sant Lluís;0055 0055;Dijous;Dj;Laboral;2020;2;Febrer;27;17;Tarda;Col.lisió fronto-lateral;429932,33;4584340,25;2.160.584.768;41.405.706.962
2020S001495    ;2;Eixample;7;la Dreta de l'Eixample;349207;Universitat;0012 0012;Dijous;Dj;Laboral;2020;2;Febrer;27;16;Tarda;Caiguda (dues rodes);430249,5;4582175,17;2.164.628.538;41.386.234.394
2020S001496    ;3;Sants-Montjuïc;14;la Font de la Guatlla;301608;Sant Fructuós;0042 0044;Dimecres;Dc;Laboral;2020;2;Febrer;26;17;Tarda;Atropellament;428664,22;4580510,68;2.145.865.902;41.371.103.811
2020S001497    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0604 0604;Dijous;Dj;Laboral;2020;2;Febrer;27;19;Tarda;Col.lisió lateral;430307,64;4582245,3;2.165.315.775;41.386.871.075
2020S001498    ;2;Eixample;5;el Fort Pienc;71600;Casp;0149 0149;Dijous;Dj;Laboral;2020;2;Febrer;27;19;Tarda;Col.lisió lateral;431713,18;4583464,78;2.181.987.589;413.979.752
2020S001499    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;30409;Bac de Roda;0010X0010X;Dijous;Dj;Laboral;2020;2;Febrer;27;18;Tarda;Atropellament;434078,42;4583990,17;2.210.222.144;41.402.904.766
2020S001500    ;2;Eixample;7;la Dreta de l'Eixample;350308;València;0219 0223;Dijous;Dj;Laboral;2020;2;Febrer;27;20;Tarda;Caiguda (dues rodes);429942,26;4582708,49;2.160.892.473;41.391.011.121
2020S001501    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;89004;Consell de Cent;0291A0291A;Dijous;Dj;Laboral;2020;2;Febrer;27;20;Tarda;Atropellament;430033,17;4582423,87;216.201.266;41.388.455.558
2020S001502    ;10;Sant Martí;72;Sant Martí de Provençals;30409;Bac de Roda;0176 0176;Dijous;Dj;Laboral;2020;2;Febrer;27;16;Tarda;Col.lisió lateral;433025,87;4585079,88;2.197.510.461;41.412.632.443
2020S001503    ;6;Gràcia;31;la Vila de Gràcia;152202;Guilleries;0015 0015;Dijous;Dj;Laboral;2020;2;Febrer;27;22;Nit;Caiguda (dues rodes);429605,18;4584067,9;2.156.702.838;41.403.225.407
2020S001504    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;223606;Muntaner;0293 0295;Divendres;Dv;Laboral;2020;2;Febrer;28;0;Nit;Col.lisió fronto-lateral;428722,57;4583325,08;2.146.232.299;41.396.457.298
2020S001505    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;144601;Diagonal;0600 0600;Divendres;Dv;Laboral;2020;2;Febrer;28;5;Nit;Col.lisió lateral;428626,71;4582957,56;2.145.129.053;41.393.138.674
2020S001506    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana;0151B0151B;Divendres;Dv;Laboral;2020;2;Febrer;28;8;Matí;Col.lisió lateral;432102,62;4585012,01;2.186.472.187;41.411.943.646
2020S001507    ;2;Eixample;6;la Sagrada Família;289105;Rosselló;0354 0354;Divendres;Dv;Laboral;2020;2;Febrer;28;7;Matí;Abast;430774,33;4584055,91;217.068.999;41.403.218.995
2020S001507    ;2;Eixample;6;la Sagrada Família;289105;Rosselló;0354 0354;Divendres;Dv;Laboral;2020;2;Febrer;28;7;Matí;Xoc contra element estàtic;430774,33;4584055,91;217.068.999;41.403.218.995
2020S001508    ;7;Horta-Guinardó;35;el Guinardó;194406;Maragall;0185 0197;Divendres;Dv;Laboral;2020;2;Febrer;28;6;Matí;Atropellament;431394,9;4586283,41;2.177.860.748;41.423.334.591
2020S001509    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701267;Dalt (Besòs);800000;Divendres;Dv;Laboral;2020;2;Febrer;28;7;Matí;Abast;426771,17;4584613,55;2.122.735.672;41.407.886.559
2020S001509    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701267;Dalt (Besòs);800000;Divendres;Dv;Laboral;2020;2;Febrer;28;7;Matí;Col.lisió lateral;426771,17;4584613,55;2.122.735.672;41.407.886.559
2020S001510    ;6;Gràcia;31;la Vila de Gràcia;112004;Escorial;0017 0017;Divendres;Dv;Laboral;2020;2;Febrer;28;9;Matí;Atropellament;430034,75;4584441,25;2.161.798.314;4.140.662.556
2020S001511    ;7;Horta-Guinardó;40;Montbau;352507;Vall d'Hebron;0119 0129;Divendres;Dv;Laboral;2020;2;Febrer;28;9;Matí;Caiguda interior vehicle;428523,77;4586830,8;2.143.440.071;41.428.014.255
2020S001512    ;1;Ciutat Vella;2;el Barri Gòtic;169307;Josep Anselm Clavé;0001 0001;Dijous;Dj;Laboral;2020;2;Febrer;27;21;Tarda;Col.lisió fronto-lateral;431318,34;4581116,15;2.177.531.166;41.376.788.111
2020S001513    ;2;Eixample;6;la Sagrada Família;90502;Còrsega;0631 0631;Divendres;Dv;Laboral;2020;2;Febrer;28;11;Matí;Col.lisió lateral;431277,42;4584770,49;2.176.626.952;41.409.698.177
2020S001514    ;7;Horta-Guinardó;43;Horta;352507;Vall d'Hebron;0185X0185X;Divendres;Dv;Laboral;2020;2;Febrer;28;11;Matí;Abast;429051,57;4587849,97;214.963.647;4.143.724.031
2020S001515    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;223606;Muntaner;0223 0225;Divendres;Dv;Laboral;2020;2;Febrer;28;10;Matí;Abast;429016,55;4583022,79;2.149.784.063;41.393.760.699
2020S001515    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;223606;Muntaner;0223 0225;Divendres;Dv;Laboral;2020;2;Febrer;28;10;Matí;Col.lisió lateral;429016,55;4583022,79;2.149.784.063;41.393.760.699
2020S001516    ;2;Eixample;9;la Nova Esquerra de l'Eixample;349706;Comte d'Urgell;0149 0151;Divendres;Dv;Laboral;2020;2;Febrer;28;12;Matí;Caiguda (dues rodes);429178,12;4582275;2.151.804.014;41.387.039.867
2020S001517    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701266;Litoral (Llobregat);1590000;Divendres;Dv;Laboral;2020;2;Febrer;28;11;Matí;Col.lisió lateral;428200,54;4577819,11;2.140.640.686;41.346.820.463
2020S001518    ;9;Sant Andreu;62;el Congrés i els Indians;115002;Espiga;0002 0002;Divendres;Dv;Laboral;2020;2;Febrer;28;13;Matí;Col.lisió fronto-lateral;431544,95;4586598,54;217.962.056;41.426.185.667
