"N£mero d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripci¢ dia setmana","Dia setmana","Descripci¢ tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripci¢ torn","Descripci¢ causa mediata","Coordenada UTM (Y)","Coordenada UTM (X)"
2011S008328,7,Horta-Guinard¢,37,"el Carmel",320307,Santuari,0096X0096X,Diumenge,Dg,Laboral,2011,12,Desembre,11,18,Tarda,Alcoholämia,"4585834,4","429634,54"
2011S007644,7,Horta-Guinard¢,37,"el Carmel",101201,"Doctor BovÇ",0114B0114B,Dissabte,Ds,Laboral,2011,11,Novembre,12,16,Tarda,"No hi ha causa mediata","4586026,73","429950,51"
2011S005794,7,Horta-Guinard¢,35,"el Guinard¢",365702,"Mare de DÇu de Montserrat","0164 0166",Divendres,Dv,Laboral,2011,9,Setembre,2,18,Tarda,"No hi ha causa mediata","4585808,64","430939,76"
2011S001632,7,Horta-Guinard¢,35,"el Guinard¢",185507,"Llobet i Vall-llosera","0039 0041",Dijous,Dj,Laboral,2011,3,Mará,10,14,Tarda,"No hi ha causa mediata","4586193,16","430812,25"
2011S007563,7,Horta-Guinard¢,35,"el Guinard¢",194406,Maragall,"0081 0081",Dijous,Dj,Laboral,2011,11,Novembre,10,14,Tarda,"No hi ha causa mediata","4585658,91","431586,36"
2011S001091,7,Horta-Guinard¢,35,"el Guinard¢",364506,Vinyals,"0067 0069",Dijous,Dj,Laboral,2011,2,Febrer,17,8,Mat°,"No hi ha causa mediata","4586029,66","431075,65"
2011S005236,7,Horta-Guinard¢,35,"el Guinard¢",297001,"Sant Antoni Maria Claret","0239 0241",Dimarts,Dm,Laboral,2011,8,Agost,2,9,Mat°,"No hi ha causa mediata",4585441,"431585,65"
2011S006783,7,Horta-Guinard¢,35,"el Guinard¢",297001,"Sant Antoni Maria Claret","0239 0241",Dissabte,Ds,Laboral,2011,10,Octubre,8,14,Tarda,"No hi ha causa mediata",4585441,"431585,65"
2011S002716,7,Horta-Guinard¢,35,"el Guinard¢",152905,Guinard¢,"0156 0156",Dimecres,Dc,Laboral,2011,4,Abril,20,10,Mat°,"No hi ha causa mediata","4585783,04","431283,45"
2011S002886,7,Horta-Guinard¢,35,"el Guinard¢",365702,"Mare de DÇu de Montserrat","0173 0173",Divendres,Dv,Laboral,2011,4,Abril,29,10,Mat°,"No hi ha causa mediata","4585824,77","430923,88"
2011S003937,7,Horta-Guinard¢,33,"el Baix Guinard¢",76807,Sardenya,"0532 0534",Dijous,Dj,Laboral,2011,6,Juny,9,9,Mat°,"No hi ha causa mediata","4585034,51","430119,39"
2011S002146,7,Horta-Guinard¢,33,"el Baix Guinard¢",144306,"Pi i Margall","0114 0114",Dimarts,Dm,Laboral,2011,3,Mará,29,13,Mat°,"No hi ha causa mediata","4584952,57","430286,63"
2011S001518,7,Horta-Guinard¢,33,"el Baix Guinard¢",76807,Sardenya,"0400 0400",Divendres,Dv,Laboral,2011,3,Mará,4,21,Tarda,"No hi ha causa mediata","4584494,9","430603,83"
2011S008626,7,Horta-Guinard¢,33,"el Baix Guinard¢",68900,Cartagena,"0393 0393",Dijous,Dj,Laboral,2011,12,Desembre,22,9,Mat°,"No hi ha causa mediata","4585335,94","430683,42"
2011S002114,7,Horta-Guinard¢,33,"el Baix Guinard¢",169704,"Josep Ciurana","0026 0026",Dilluns,Dl,Laboral,2011,3,Mará,28,16,Tarda,"No hi ha causa mediata","4585275,19","430563,43"
2011S005916,7,Horta-Guinard¢,33,"el Baix Guinard¢",238400,Padilla,0345B0345B,Dijous,Dj,Laboral,2011,9,Setembre,8,10,Mat°,"No hi ha causa mediata",4584810,"430829,26"
2011S005270,7,Horta-Guinard¢,33,"el Baix Guinard¢",238400,Padilla,"0385 0385",Dimecres,Dc,Laboral,2011,8,Agost,3,17,Tarda,"No hi ha causa mediata","4584999,63","430651,66"
2011S000031,7,Horta-Guinard¢,33,"el Baix Guinard¢",152905,Guinard¢,"0033 0033",Dilluns,Dl,Laboral,2011,1,Gener,3,11,Mat°,"No hi ha causa mediata","4585072,31","430398,23"
2011S005886,7,Horta-Guinard¢,33,"el Baix Guinard¢",344101,GrÖcia,"0397 0397",Dimarts,Dm,Laboral,2011,9,Setembre,6,19,Tarda,"No hi ha causa mediata","4584758,25","430783,83"
2011S004907,7,Horta-Guinard¢,33,"el Baix Guinard¢",192604,"Mas Casanovas","0025 0029",Dilluns,Dl,Laboral,2011,7,Juliol,18,3,Nit,Alcoholämia,"4585042,65","430663,04"
2011S007250,7,Horta-Guinard¢,35,"el Guinard¢",332805,Telägraf,"0030 0030",Dijous,Dj,Laboral,2011,10,Octubre,27,9,Mat°,"No hi ha causa mediata","4585570,44","431104,19"
2011S007780,7,Horta-Guinard¢,35,"el Guinard¢",68900,Cartagena,"0334 0350",Divendres,Dv,Laboral,2011,11,Novembre,18,3,Nit,Alcoholämia,"4585080,49","430962,13"
2011S003512,7,Horta-Guinard¢,35,"el Guinard¢",42500,Bisbal,"0036 0036",Dimarts,Dm,Laboral,2011,5,Maig,24,11,Mat°,"No hi ha causa mediata","4585724,5","430932,96"
2011S005586,7,Horta-Guinard¢,35,"el Guinard¢",297001,"Sant Antoni Maria Claret","0181 0181",Diumenge,Dg,Laboral,2011,8,Agost,21,20,Tarda,Alcoholämia,"4585269,61","431410,35"
2011S005754,7,Horta-Guinard¢,35,"el Guinard¢",347201,Trobador,"0031 0031",Dimecres,Dc,Laboral,2011,8,Agost,31,23,Nit,Alcoholämia,"4585391,13","431394,13"
2011S002370,7,Horta-Guinard¢,35,"el Guinard¢",152905,Guinard¢,0201B0201B,Dijous,Dj,Laboral,2011,4,Abril,7,7,Mat°,"No hi ha causa mediata","4585988,04","431301,1"
2011S007334,7,Horta-Guinard¢,35,"el Guinard¢",310008,"Sant Quint°","0106 0106",Dilluns,Dl,Laboral,2011,10,Octubre,31,12,Mat°,"No hi ha causa mediata","4585421,25","431192,03"
2011S000622,7,Horta-Guinard¢,35,"el Guinard¢",194508,Maragall,"0010 0011",Dissabte,Ds,Laboral,2011,1,Gener,29,15,Tarda,"No hi ha causa mediata","4585947,46","431608,06"
2011S004394,7,Horta-Guinard¢,35,"el Guinard¢",13705,Amärica,"0048 0048",Dilluns,Dl,Laboral,2011,6,Juny,27,20,Tarda,"No hi ha causa mediata","4585549,28","431276,02"
2011S001267,7,Horta-Guinard¢,35,"el Guinard¢",334403,"Teodor Llorente","0007 0007",Dimecres,Dc,Laboral,2011,2,Febrer,23,14,Tarda,"No hi ha causa mediata","4585804,58","431557,63"
2011S000115,7,Horta-Guinard¢,35,"el Guinard¢",354502,Varsïvia,"0032 0032",Dissabte,Ds,Laboral,2011,1,Gener,8,9,Mat°,"No hi ha causa mediata","4586272,69","431237,11"
2011S007108,7,Horta-Guinard¢,35,"el Guinard¢",367402,Volart,"0044 0044",Divendres,Dv,Laboral,2011,10,Octubre,21,11,Mat°,"ExcÇs de velocitat o inadequada","4585526,68","431379,9"
2011S003497,8,"Nou Barris",49,Canyelles,701267,"Dalt (Besïs)",1320000,Dilluns,Dl,Laboral,2011,5,Maig,23,14,Tarda,"No hi ha causa mediata","4588159,76","430073,98"
2011S001955,8,"Nou Barris",49,Canyelles,701267,"Dalt (Besïs)",1350000,Dimarts,Dm,Laboral,2011,3,Mará,22,20,Tarda,"No hi ha causa mediata","4588274,79","430346,23"
2011S004794,8,"Nou Barris",49,Canyelles,120807,Faväncia,0186A0186A,Dimecres,Dc,Laboral,2011,7,Juliol,13,16,Tarda,"ExcÇs de velocitat o inadequada","4588484,48","430845,52"
2011S007718,8,"Nou Barris",49,Canyelles,701268,"Dalt (Llobregat)",1360000,Dimarts,Dm,Laboral,2011,11,Novembre,15,20,Tarda,"No hi ha causa mediata","4588287,22","430450,92"
2011S008718,8,"Nou Barris",54,"Torre Bar¢",701432,"C-17 (Barcelona)",60000,Diumenge,Dg,Laboral,2011,12,Desembre,25,13,Mat°,"No hi ha causa mediata","4590145,92","432016,84"
2011S007175,8,"Nou Barris",54,"Torre Bar¢",701432,"C-17 (Barcelona)",130000,Diumenge,Dg,Laboral,2011,10,Octubre,23,14,Tarda,"No hi ha causa mediata","4590671,45","431601,73"
2011S006421,8,"Nou Barris",48,"la Guineueta",103003,"Doctor Pi i Molist",0117C0117C,Dilluns,Dl,Laboral,2011,9,Setembre,26,19,Tarda,"No hi ha causa mediata","4587634,73","430903,11"
2011S007492,8,"Nou Barris",53,"la Trinitat Nova",120807,Faväncia,0377B0377B,Dilluns,Dl,Laboral,2011,11,Novembre,7,18,Tarda,"No hi ha causa mediata","4588911,96","432142,8"
2011S000506,8,"Nou Barris",48,"la Guineueta",351901,Valldaura,"0208 0208",Dimarts,Dm,Laboral,2011,1,Gener,25,11,Mat°,"No hi ha causa mediata","4587965,86","430936,46"
2011S000322,8,"Nou Barris",48,"la Guineueta",356905,Verdum,"0055 0055",Dilluns,Dl,Laboral,2011,1,Gener,17,20,Tarda,"No hi ha causa mediata","4587892,79","431088,85"
2011S006247,8,"Nou Barris",48,"la Guineueta",363503,"Vilalba dels Arcs",0110X0110X,Dimarts,Dm,Laboral,2011,9,Setembre,20,10,Mat°,"No hi ha causa mediata","4587933,75","430336,84"
2011S004986,8,"Nou Barris",48,"la Guineueta",351901,Valldaura,"0150 0152",Dimecres,Dc,Laboral,2011,7,Juliol,20,16,Tarda,"No hi ha causa mediata","4588033,25","430455,65"
2011S007261,8,"Nou Barris",53,"la Trinitat Nova",4409,Aiguablava,"0002 0002",Dijous,Dj,Laboral,2011,10,Octubre,27,16,Tarda,"No hi ha causa mediata","4588855,78","431617,8"
2011S004326,8,"Nou Barris",53,"la Trinitat Nova",4409,Aiguablava,0010X0010X,Dijous,Dj,Laboral,2011,6,Juny,23,20,Tarda,"No hi ha causa mediata","4588922,96","431652,36"
2011S002901,8,"Nou Barris",50,"les Roquetes",26605,Artesania,"0065 0069",Divendres,Dv,Laboral,2011,4,Abril,29,15,Tarda,"No hi ha causa mediata","4588754,56","430842,9"
2011S003448,8,"Nou Barris",50,"les Roquetes",26605,Artesania,"0118 0120",Dissabte,Ds,Laboral,2011,5,Maig,21,16,Tarda,"No hi ha causa mediata","4588693,25","430854,73"
2011S006139,8,"Nou Barris",50,"les Roquetes",701425,Antaviana,"0002 0002",Divendres,Dv,Laboral,2011,9,Setembre,16,9,Mat°,"No hi ha causa mediata","4589199,09","431513,49"
2011S006636,8,"Nou Barris",50,"les Roquetes",359700,"Vidal i Guasch","0059 0059",Dilluns,Dl,Laboral,2011,10,Octubre,3,18,Tarda,"No hi ha causa mediata","4588928,41","431145,78"
2011S008661,8,"Nou Barris",50,"les Roquetes",120807,Faväncia,"0167 0167",Divendres,Dv,Laboral,2011,12,Desembre,23,7,Mat°,"No hi ha causa mediata","4588675,44","431126,51"
2011S002622,8,"Nou Barris",50,"les Roquetes",701268,"Dalt (Llobregat)",0002S0000,Divendres,Dv,Laboral,2011,4,Abril,15,13,Mat°,"No hi ha causa mediata","4588649,25","431181,64"
2011S007069,8,"Nou Barris",49,Canyelles,701267,"Dalt (Besïs)",1410000,Dijous,Dj,Laboral,2011,10,Octubre,20,5,Nit,"No hi ha causa mediata","4588539,74","430881,65"
2011S004281,8,"Nou Barris",52,"la Prosperitat",364700,Vinyar,"0014 0014",Dimecres,Dc,Laboral,2011,6,Juny,22,16,Tarda,"No hi ha causa mediata","4588245,09","431776,18"
2011S004446,8,"Nou Barris",52,"la Prosperitat",282650,"Rio de Janeiro","0131 0135",Dimecres,Dc,Laboral,2011,6,Juny,29,13,Mat°,"No hi ha causa mediata","4588441,15","432055,45"
2011S000359,8,"Nou Barris",51,Verdun,9901,Almansa,0057X0057X,Dimecres,Dc,Laboral,2011,1,Gener,19,11,Mat°,"No hi ha causa mediata","4588566,35","431122,16"
2011S006222,8,"Nou Barris",48,"la Guineueta",700013,"Karl Marx","0005 0005",Dilluns,Dl,Laboral,2011,9,Setembre,19,13,Mat°,"No hi ha causa mediata","4588135,21","430220,44"
2011S000196,8,"Nou Barris",51,Verdun,120807,Faväncia,"0296 0296",Dimecres,Dc,Laboral,2011,1,Gener,12,10,Mat°,"No hi ha causa mediata","4588734,76","431423,83"
2011S008578,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",35005,"Bar¢ d'EsponellÖ",0037U0037U,Dimarts,Dm,Laboral,2011,12,Desembre,20,19,Tarda,"No hi ha causa mediata","4586787,4","431041,16"
2011S002430,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",45701,Borb¢,"0033 0033",Divendres,Dv,Laboral,2011,4,Abril,8,18,Tarda,Alcoholämia,"4586860,65","431110,81"
2011S004396,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",111704,Escïcia,"0038 0038",Dimarts,Dm,Laboral,2011,6,Juny,28,2,Nit,"No hi ha causa mediata","4586881,54","431774,05"
2011S003768,8,"Nou Barris",45,Porta,24304,"Arnau d'Oms","0066 0068",Dijous,Dj,Laboral,2011,6,Juny,2,16,Tarda,"No hi ha causa mediata","4587174,85","431375,76"
2011S006334,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",209900,Meridiana,0365B0365B,Divendres,Dv,Laboral,2011,9,Setembre,23,13,Mat°,"No hi ha causa mediata","4586856,55","431904,73"
2011S003775,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",45701,Borb¢,"0056 0056",Dijous,Dj,Laboral,2011,6,Juny,2,15,Tarda,"No hi ha causa mediata","4586823,28","431151,85"
2011S007047,8,"Nou Barris",46,"el Tur¢ de la Peira",332703,Teide,"0012 0014",Dimecres,Dc,Laboral,2011,10,Octubre,19,11,Mat°,"Caláada en mal estat","4587110,14","430650,59"
2011S003624,8,"Nou Barris",45,Porta,100209,DeiÖ,"0044 0044",Divendres,Dv,Laboral,2011,5,Maig,27,20,Tarda,"No hi ha causa mediata","4587552,94","431022,1"
2011S005704,8,"Nou Barris",45,Porta,103003,"Doctor Pi i Molist","0066 0066",Dilluns,Dl,Laboral,2011,8,Agost,29,13,Mat°,"No hi ha causa mediata","4587364,28","431038,98"
2011S000230,8,"Nou Barris",45,Porta,103003,"Doctor Pi i Molist","0124 0124",Dijous,Dj,Laboral,2011,1,Gener,13,13,Mat°,"No hi ha causa mediata","4587640,45","430952,99"
2011S005813,8,"Nou Barris",45,Porta,7600,Alc£dia,"0061 0061",Dissabte,Ds,Laboral,2011,9,Setembre,3,19,Tarda,"No hi ha causa mediata","4587793,63","431169,22"
2011S000087,8,"Nou Barris",45,Porta,356905,Verdum,0016B0016B,Dijous,Dj,Laboral,2011,1,Gener,6,15,Tarda,"No hi ha causa mediata","4587773,41","431041,94"
2011S000187,8,"Nou Barris",45,Porta,356905,Verdum,"0022 0024",Dimarts,Dm,Laboral,2011,1,Gener,11,21,Tarda,"No hi ha causa mediata","4587841,52","431087,92"
2011S003203,8,"Nou Barris",45,Porta,351901,Valldaura,"0294 0294",Dijous,Dj,Laboral,2011,5,Maig,12,8,Mat°,"ExcÇs de velocitat o inadequada","4588061,52","431926,49"
2011S005654,9,"Sant Andreu",61,"la Sagrera",292507,"Gran de la Sagrera","0162 0162",Dijous,Dj,Laboral,2011,8,Agost,25,14,Tarda,"No hi ha causa mediata","4586513,46","432505,29"
2011S000896,9,"Sant Andreu",61,"la Sagrera",209900,Meridiana,0274B0274B,Dimecres,Dc,Laboral,2011,2,Febrer,9,18,Tarda,"No hi ha causa mediata","4585976,09","432180,25"
2011S005567,9,"Sant Andreu",62,"el CongrÇs i els Indians",121402,"Felip II","0234 0234",Dissabte,Ds,Laboral,2011,8,Agost,20,9,Mat°,"No hi ha causa mediata","4586775,85","431370,96"
2011S004130,9,"Sant Andreu",62,"el CongrÇs i els Indians",115002,Espiga,0015B0015B,Dijous,Dj,Laboral,2011,6,Juny,16,20,Tarda,"No hi ha causa mediata","4586647,15","431626,94"
2011S002973,9,"Sant Andreu",61,"la Sagrera",209900,Meridiana,"0313 0313",Dimarts,Dm,Laboral,2011,5,Maig,3,13,Mat°,"No hi ha causa mediata","4586467,03","432066,91"
2011S000546,9,"Sant Andreu",61,"la Sagrera",209900,Meridiana,"0325 0325",Dimecres,Dc,Laboral,2011,1,Gener,26,17,Tarda,"No hi ha causa mediata","4586547,75","432054,25"
2011S004301,9,"Sant Andreu",61,"la Sagrera",297001,"Sant Antoni Maria Claret","0393 0399",Dijous,Dj,Laboral,2011,6,Juny,23,8,Mat°,"Caláada en mal estat","4586130,27","432304,45"
2011S006501,9,"Sant Andreu",62,"el CongrÇs i els Indians",24304,"Arnau d'Oms","0002 0002",Dimecres,Dc,Laboral,2011,9,Setembre,28,23,Nit,"No hi ha causa mediata","4586798,89","431364,51"
2011S002914,9,"Sant Andreu",62,"el CongrÇs i els Indians",115002,Espiga,"0002 0002",Dissabte,Ds,Laboral,2011,4,Abril,30,18,Tarda,"No hi ha causa mediata","4586598,92","431545,13"
2011S001863,9,"Sant Andreu",62,"el CongrÇs i els Indians",115002,Espiga,0012B0012B,Dissabte,Ds,Laboral,2011,3,Mará,19,10,Mat°,"No hi ha causa mediata","4586661,22","431577,29"
2011S006635,9,"Sant Andreu",62,"el CongrÇs i els Indians",121402,"Felip II","0144 0148",Dilluns,Dl,Laboral,2011,10,Octubre,3,21,Tarda,"No hi ha causa mediata","4586313,17","431818,14"
2011S002186,9,"Sant Andreu",61,"la Sagrera",292507,"Gran de la Sagrera",0202X0202X,Dijous,Dj,Laboral,2011,3,Mará,31,13,Mat°,"No hi ha causa mediata","4586735,71","432496,17"
2011S005937,9,"Sant Andreu",61,"la Sagrera",263906,Portugal,"0017 0017",Divendres,Dv,Laboral,2011,9,Setembre,9,9,Mat°,"No hi ha causa mediata","4586578,92","432434,75"
2011S004037,9,"Sant Andreu",61,"la Sagrera",326052,"Torroella de Montgr°","0011 0011",Dilluns,Dl,Laboral,2011,6,Juny,13,16,Tarda,"No hi ha causa mediata","4586768,6","432116,8"
2011S006038,9,"Sant Andreu",61,"la Sagrera",209900,Meridiana,"0324 0324",Dilluns,Dl,Laboral,2011,9,Setembre,12,15,Tarda,"No hi ha causa mediata","4586459,64","432168,73"
2011S005909,9,"Sant Andreu",61,"la Sagrera",17604,Antilles,"0011 0011",Dimecres,Dc,Laboral,2011,9,Setembre,7,19,Tarda,"No hi ha causa mediata","4586508,62","432284,21"
2011S000239,9,"Sant Andreu",63,Navas,209900,Meridiana,"0250 0250",Dijous,Dj,Laboral,2011,1,Gener,13,12,Mat°,"No hi ha causa mediata","4585754,52","432172,59"
2011S008448,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0002 0002",Divendres,Dv,Laboral,2011,12,Desembre,16,11,Mat°,"No hi ha causa mediata","4586782,42","432488,47"
2011S006965,9,"Sant Andreu",60,"Sant Andreu",170758,"Josep Soldevila",0011U0011U,Dissabte,Ds,Laboral,2011,10,Octubre,15,19,Tarda,"No hi ha causa mediata","4586818,15","432911,03"
2011S004083,9,"Sant Andreu",60,"Sant Andreu",700689,"Abat EscarrÇ","9999 9999",Dimecres,Dc,Laboral,2011,6,Juny,15,10,Mat°,"No hi ha causa mediata","4587037,14","432469,97"
2011S001246,9,"Sant Andreu",62,"el CongrÇs i els Indians",194406,Maragall,"0098 0098",Dimarts,Dm,Laboral,2011,2,Febrer,22,18,Tarda,"No hi ha causa mediata","4585995,05","431622,15"
2011S007077,9,"Sant Andreu",63,Navas,226400,"Las Navas de Tolosa","0300 0300",Dijous,Dj,Laboral,2011,10,Octubre,20,13,Mat°,"No hi ha causa mediata","4585517,31","432024,2"
2011S003626,9,"Sant Andreu",62,"el CongrÇs i els Indians",255704,"Pinar del R°o","0053 0053",Dissabte,Ds,Laboral,2011,5,Maig,28,4,Nit,"No hi ha causa mediata","4586192,55","431580,12"
2011S008008,9,"Sant Andreu",63,Navas,86108,"Concepci¢n Arenal",0042B0042B,Diumenge,Dg,Laboral,2011,11,Novembre,27,12,Mat°,Alcoholämia,"4585893,41","431906,61"
2011S000737,9,"Sant Andreu",62,"el CongrÇs i els Indians",140407,Garcilaso,"0177 0177",Dijous,Dj,Laboral,2011,2,Febrer,3,19,Tarda,"No hi ha causa mediata","4586278,14","431672,93"
2011S000761,9,"Sant Andreu",62,"el CongrÇs i els Indians",140407,Garcilaso,"0193 0197",Divendres,Dv,Laboral,2011,2,Febrer,4,17,Tarda,"No hi ha causa mediata","4586285,61","431620,72"
2011S007508,9,"Sant Andreu",60,"Sant Andreu",209900,Meridiana,"0488 0488",Dimarts,Dm,Laboral,2011,11,Novembre,8,14,Tarda,"No hi ha causa mediata","4587720,41","431986,54"
2011S005439,9,"Sant Andreu",60,"Sant Andreu",209900,Meridiana,"0494 0494",Dijous,Dj,Laboral,2011,8,Agost,11,14,Tarda,"No hi ha causa mediata","4587752,02","431993,54"
2011S001520,9,"Sant Andreu",60,"Sant Andreu",209900,Meridiana,"0494 0494",Divendres,Dv,Laboral,2011,3,Mará,4,21,Tarda,"No hi ha causa mediata","4587752,02","431993,54"
2011S002203,9,"Sant Andreu",60,"Sant Andreu",209900,Meridiana,"0494 0494",Divendres,Dv,Laboral,2011,4,Abril,1,4,Nit,Alcoholämia,"4587752,02","431993,54"
2011S005811,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0277 0279",Dissabte,Ds,Laboral,2011,9,Setembre,3,17,Tarda,"No hi ha causa mediata","4587671,9","432390,15"
2011S007019,9,"Sant Andreu",60,"Sant Andreu",209900,Meridiana,"0460 0466",Dimarts,Dm,Laboral,2011,10,Octubre,18,14,Tarda,"No hi ha causa mediata","4587557,32","431939,81"
2011S006710,9,"Sant Andreu",60,"Sant Andreu",4205,"Agust° i MilÖ",0045U0045U,Dijous,Dj,Laboral,2011,10,Octubre,6,11,Mat°,"No hi ha causa mediata","4587933,37","432210,17"
2011S007855,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0214 0222",Diumenge,Dg,Laboral,2011,11,Novembre,20,23,Nit,"No hi ha causa mediata","4587474,25","432385,2"
2011S004864,9,"Sant Andreu",60,"Sant Andreu",242509,Palomar,"0084 0084",Divendres,Dv,Laboral,2011,7,Juliol,15,18,Tarda,"No hi ha causa mediata","4588370,84","432886,1"
2011S002448,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0470 0472",Dissabte,Ds,Laboral,2011,4,Abril,9,15,Tarda,"No hi ha causa mediata","4588334,37","432293,38"
2011S003916,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0446 0448",Dimarts,Dm,Laboral,2011,6,Juny,7,20,Tarda,"No hi ha causa mediata","4588251,44","432298,59"
2011S001458,9,"Sant Andreu",60,"Sant Andreu",339101,"Torras i Bages","0085 0085",Dimecres,Dc,Laboral,2011,3,Mará,2,19,Tarda,"No hi ha causa mediata","4588207,11","432487,97"
2011S007257,9,"Sant Andreu",60,"Sant Andreu",339101,"Torras i Bages","0125 0125",Dijous,Dj,Laboral,2011,10,Octubre,27,14,Tarda,"No hi ha causa mediata","4588345,2","432481,67"
2011S004922,9,"Sant Andreu",60,"Sant Andreu",35800,Bartrina,"0001 0003",Dilluns,Dl,Laboral,2011,7,Juliol,18,16,Tarda,"No hi ha causa mediata","4588122,89","432114,82"
2011S008608,9,"Sant Andreu",60,"Sant Andreu",209900,Meridiana,"0600 0602",Dimecres,Dc,Laboral,2011,12,Desembre,21,11,Mat°,"No hi ha causa mediata","4588512,71","432185,43"
2011S004988,9,"Sant Andreu",60,"Sant Andreu",209900,Meridiana,"0658 0658",Dimecres,Dc,Laboral,2011,7,Juliol,20,21,Tarda,"No hi ha causa mediata","4588854,1","432252,14"
2011S003389,9,"Sant Andreu",60,"Sant Andreu",339101,"Torras i Bages","0147 0147",Dijous,Dj,Laboral,2011,5,Maig,19,11,Mat°,"No hi ha causa mediata","4588730,63","432464,32"
2011S000877,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0467 0467",Dimecres,Dc,Laboral,2011,2,Febrer,9,7,Mat°,"No hi ha causa mediata","4588394,66",432276
2011S003072,9,"Sant Andreu",60,"Sant Andreu",317608,"Santa Marta","0002 0002",Divendres,Dv,Laboral,2011,5,Maig,6,20,Tarda,"No hi ha causa mediata","4587748,73","432504,68"
2011S003835,9,"Sant Andreu",57,"la Trinitat Vella",251805,Pen°scola,"0004 0004",Diumenge,Dg,Laboral,2011,6,Juny,5,5,Nit,"No hi ha causa mediata","4589537,09","432386,68"
2011S006835,9,"Sant Andreu",57,"la Trinitat Vella",340701,"Torrent de Perera","0004 0004",Dilluns,Dl,Laboral,2011,10,Octubre,10,23,Nit,Alcoholämia,"4589666,57","432420,11"
2011S003051,9,"Sant Andreu",58,"Bar¢ de Viver",314100,"Santa Coloma",0114X0114X,Divendres,Dv,Laboral,2011,5,Maig,6,12,Mat°,"No hi ha causa mediata","4589072,78","433314,11"
2011S000345,9,"Sant Andreu",57,"la Trinitat Vella",34400,BÖrcino,0080I0080I,Dimarts,Dm,Laboral,2011,1,Gener,18,15,Tarda,"No hi ha causa mediata","4589440,45","432784,19"
2011S001727,9,"Sant Andreu",57,"la Trinitat Vella",314100,"Santa Coloma",0079I0079I,Dilluns,Dl,Laboral,2011,3,Mará,14,14,Tarda,"No hi ha causa mediata","4588967,9","432787,54"
2011S006371,9,"Sant Andreu",57,"la Trinitat Vella",314100,"Santa Coloma","0107 0107",Dissabte,Ds,Laboral,2011,9,Setembre,24,16,Tarda,"No hi ha causa mediata","4589020,99","433122,07"
2011S002875,9,"Sant Andreu",57,"la Trinitat Vella",314100,"Santa Coloma","0109 0109",Divendres,Dv,Laboral,2011,4,Abril,29,8,Mat°,"No hi ha causa mediata","4589038,15","433160,25"
2011S006390,9,"Sant Andreu",57,"la Trinitat Vella",700788,Trinitat,"0000 0000",Diumenge,Dg,Laboral,2011,9,Setembre,25,12,Mat°,"No hi ha causa mediata","4589151,61","432733,6"
2011S007337,9,"Sant Andreu",57,"la Trinitat Vella",701267,"Dalt (Besïs)",1570000,Dilluns,Dl,Laboral,2011,10,Octubre,31,13,Mat°,"No hi ha causa mediata","4588904,25","432418,11"
2011S007391,9,"Sant Andreu",57,"la Trinitat Vella",701267,"Dalt (Besïs)",1600000,Dijous,Dj,Laboral,2011,11,Novembre,3,2,Nit,"ExcÇs de velocitat o inadequada","4588934,51","432708,2"
2011S002089,9,"Sant Andreu",57,"la Trinitat Vella",701316,"Josep Andreu i Abell¢","0001 0001",Diumenge,Dg,Laboral,2011,3,Mará,27,17,Tarda,Alcoholämia,"4589071,79","432484,61"
2011S007757,9,"Sant Andreu",57,"la Trinitat Vella",209900,Meridiana,"0682 0682",Dijous,Dj,Laboral,2011,11,Novembre,17,13,Mat°,"No hi ha causa mediata","4589101,24","432314,44"
2011S001271,9,"Sant Andreu",58,"Bar¢ de Viver",57609,Campins,"0001 0001",Dimecres,Dc,Laboral,2011,2,Febrer,23,13,Mat°,"No hi ha causa mediata","4588921,6","433164,09"
2011S000860,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0199 0199",Dimarts,Dm,Laboral,2011,2,Febrer,8,10,Mat°,"No hi ha causa mediata","4587389,34","432358,81"
2011S000100,9,"Sant Andreu",60,"Sant Andreu",701326,"Fabra i Puig","0026 0026",Divendres,Dv,Laboral,2011,1,Gener,7,12,Mat°,"No hi ha causa mediata","4587042,85","432258,14"
2011S000831,9,"Sant Andreu",60,"Sant Andreu",86108,"Concepci¢n Arenal","0202 0202",Dilluns,Dl,Laboral,2011,2,Febrer,7,14,Tarda,"No hi ha causa mediata","4587013,66","431972,01"
