Número d expedient;Codi districte;Nom districte;Codi barri;Nom barri;Codi carrer;Nom carrer;Num postal caption;Descripció dia setmana;Dia setmana;Descripció tipus dia;NK Any;Mes de any;Nom mes;Dia de mes;Hora de dia;Descripció torn;Descripció causa vianant;Número de morts;Número de lesionats lleus;Número de lesionats greus;Número de víctimes;Número de vehicles implicats;Coordenada UTM (Y);Coordenada UTM (X)
2015S001161;5;Sarrià-Sant Gervasi;24;les Tres Torres;345308;Tres Torres;0026 0026;Diumenge;Dg;Laboral;2015;2;Febrer;15;10;Matí;No és causa del  vianant;0;0;0;0;1;4583226,63;427580,37
2015S001375;5;Sarrià-Sant Gervasi;24;les Tres Torres;68605;Carril;0001 0001;Diumenge;Dg;Laboral;2015;2;Febrer;22;14;Tarda;No és causa del  vianant;0;1;0;1;2;4583507,66;427348,97
2015S000922;5;Sarrià-Sant Gervasi;24;les Tres Torres;211505;Milanesat;0019 0019;Divendres;Dv;Laboral;2015;2;Febrer;6;09;Matí;No és causa del  vianant;0;1;0;1;1;4583533,54;427392,99
2015S006748;5;Sarrià-Sant Gervasi;24;les Tres Torres;97308;Dalmases;0050 0052;Dilluns;Dl;Laboral;2015;9;Setembre;7;20;Tarda;No és causa del  vianant;0;1;0;1;2;4583995,08;427196,90
2015S001335;5;Sarrià-Sant Gervasi;24;les Tres Torres;97308;Dalmases;0076S0076S;Divendres;Dv;Laboral;2015;2;Febrer;20;19;Tarda;No és causa del  vianant;0;1;0;1;2;4584102,02;427374,48
2015S003107;5;Sarrià-Sant Gervasi;24;les Tres Torres;97308;Dalmases;0076S0076S;Divendres;Dv;Laboral;2015;4;Abril;24;11;Matí;No és causa del  vianant;0;1;0;1;2;4584102,02;427374,48
2015S008465;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;44709;Bonanova;0040 0040;Dimarts;Dm;Laboral;2015;11;Novembre;10;08;Matí;No és causa del  vianant;0;1;0;1;2;4584205,14;427288,36
2015S008928;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;44709;Bonanova;0066 0068;Dimecres;Dc;Laboral;2015;11;Novembre;25;20;Tarda;No és causa del  vianant;1;0;0;1;2;4584035,98;427055,50
2015S008338;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;162104;Infanta Isabel;0003 0003;Dijous;Dj;Laboral;2015;11;Novembre;5;12;Matí;No és causa del  vianant;0;1;0;1;2;4584923,63;427422,26
2015S005783;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;44709;Bonanova;0080 0080;Dilluns;Dl;Laboral;2015;7;Juliol;27;16;Tarda;No és causa del  vianant;0;2;0;2;2;4583984,32;426984,34
2015S003669;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;113007;Escoles Pies;0102B0102B;Dimecres;Dc;Laboral;2015;5;Maig;13;21;Tarda;No és causa del  vianant;0;2;0;2;2;4584187,64;427164,09
2015S001929;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;33000;Balsareny;0008 0010;Divendres;Dv;Laboral;2015;3;Març;13;14;Tarda;No és causa del  vianant;0;2;0;2;2;4585017,15;427315,95
2015S006073;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701629;Isaac Newton;0022 0022;Divendres;Dv;Laboral;2015;8;Agost;7;23;Nit;No és causa del  vianant;0;1;0;1;2;4585086,16;427333,66
2015S007768;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701629;Isaac Newton;0042 0042;Divendres;Dv;Laboral;2015;10;Octubre;16;09;Matí;No és causa del  vianant;0;1;0;1;2;4585334,02;427762,89
2015S002021;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;32700;Balmes;0427 0427;Dimarts;Dm;Laboral;2015;3;Març;17;11;Matí;No és causa del  vianant;0;0;0;0;3;4584634,03;428025,31
2015S002243;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;101008;Tibidabo;0033 0033;Dimarts;Dm;Laboral;2015;3;Març;24;16;Tarda;No és causa del  vianant;0;1;0;1;2;4585235,96;427750,33
2015S008123;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;101008;Tibidabo;0049 0049;Dijous;Dj;Laboral;2015;10;Octubre;29;10;Matí;No és causa del  vianant;0;2;0;2;1;4585419,76;427506,66
2015S000479;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701352;Gaziel;0017X0017X;Dimarts;Dm;Laboral;2015;1;Gener;20;15;Tarda;No és causa del  vianant;0;2;0;2;2;4584708,93;426798,49
2015S006459;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;52208;Buscarons;0006 0006;Dijous;Dj;Laboral;2015;8;Agost;27;15;Tarda;Creuar per fora pas de vianants;0;1;0;1;1;4584482,81;428040,65
2015S009692;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701103;Alfonso Comín;0015 0015;Diumenge;Dg;Laboral;2015;12;Desembre;20;11;Matí;No és causa del  vianant;0;1;0;1;2;4585304,48;427991,29
2015S000180;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701268;Dalt (Llobregat);000900000;Divendres;Dv;Laboral;2015;1;Gener;9;20;Tarda;No és causa del  vianant;0;1;0;1;2;4585278,82;427517,50
2015S003558;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;32700;Balmes;0383 0385;Dissabte;Ds;Laboral;2015;5;Maig;9;21;Tarda;No és causa del  vianant;0;1;0;1;2;4584278,03;428175,32
2015S003621;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701438;Enginyeria;0010 0010;Dimarts;Dm;Laboral;2015;5;Maig;12;11;Matí;No és causa del  vianant;0;1;0;1;2;4585709,97;427589,10
2015S002466;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;143904;General Mitre;0133 0133;Dimecres;Dc;Laboral;2015;4;Abril;1;19;Tarda;No és causa del  vianant;0;1;0;1;2;4583983,69;427972,42
2015S009206;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;223606;Muntaner;0503 0503;Dijous;Dj;Laboral;2015;12;Desembre;3;21;Tarda;No és causa del  vianant;0;1;0;1;2;4584082,09;427982,34
2015S003061;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;223606;Muntaner;0515 0515;Dijous;Dj;Laboral;2015;4;Abril;23;08;Matí;No és causa del  vianant;0;1;0;1;2;4584128,71;427944,85
2015S003075;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;143904;General Mitre;0103 0103;Dijous;Dj;Laboral;2015;4;Abril;23;16;Tarda;No és causa del  vianant;0;1;0;1;2;4583804,29;427813,40
2015S004735;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;152508;Guillem Tell;0028 0028;Divendres;Dv;Laboral;2015;6;Juny;19;09;Matí;No és causa del  vianant;0;1;0;1;2;4583979,22;428902,37
2015S002058;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;369306;Saragossa;0049 0049;Dimecres;Dc;Laboral;2015;3;Març;18;16;Tarda;No és causa del  vianant;0;1;0;1;2;4583940,44;428970,21
2015S009913;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;156600;Horaci;0005 0007;Dilluns;Dl;Laboral;2015;12;Desembre;28;17;Tarda;No és causa del  vianant;0;1;0;1;2;4584244,75;427456,83
2015S008485;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;187105;Madrazo;0004 0004;Dimarts;Dm;Laboral;2015;11;Novembre;10;17;Tarda;No és causa del  vianant;0;1;0;1;2;4583899,42;429105,52
2015S009754;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;302203;Sant Gervasi de Cassoles;0027 0027;Dimarts;Dm;Laboral;2015;12;Desembre;22;16;Tarda;No és causa del  vianant;0;1;0;1;2;4584224,21;428110,95
2015S008733;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;32700;Balmes;0398 0398;Dijous;Dj;Laboral;2015;11;Novembre;19;11;Matí;No és causa del  vianant;0;1;0;1;2;4584379,12;428149,90
2015S008131;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;32700;Balmes;0454 0454;Dijous;Dj;Laboral;2015;10;Octubre;29;11;Matí;No és causa del  vianant;0;1;0;1;2;4584752,28;428009,80
2015S006124;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;279600;República Argentina;0027 0027;Dilluns;Dl;Laboral;2015;8;Agost;10;11;Matí;No és causa del  vianant;0;1;0;1;2;4584612,54;428839,08
2015S009348;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;143904;General Mitre;0191 0193;Dimecres;Dc;Laboral;2015;12;Desembre;9;17;Tarda;No és causa del  vianant;0;1;0;1;2;4584283,04;428364,09
2015S003575;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;279600;República Argentina;0187 0189;Diumenge;Dg;Laboral;2015;5;Maig;10;20;Tarda;No és causa del  vianant;0;3;0;3;4;4585003,39;428359,41
2015S008230;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;131202;Forasté;0023 0027;Dilluns;Dl;Laboral;2015;11;Novembre;2;09;Matí;No és causa del  vianant;0;0;1;1;2;4584726,41;428066,52
2015S008224;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;700059;Vallvidrera a les Planes;000530000;Diumenge;Dg;Laboral;2015;11;Novembre;1;22;Nit;No és causa del  vianant;0;1;0;1;1;4586016,54;424582,85
2015S003113;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;700059;Vallvidrera a les Planes;0089 0089;Divendres;Dv;Laboral;2015;4;Abril;24;13;Matí;No és causa del  vianant;0;0;1;1;2;4586752,82;424186,66
2015S008816;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;700059;Vallvidrera a les Planes;0065 0065;Diumenge;Dg;Laboral;2015;11;Novembre;22;07;Matí;No és causa del  vianant;0;2;0;2;1;4585799,27;423996,77
2015S000289;6;Gràcia;28;Vallcarca i els Penitents;158107;Vallcarca;0087B0087B;Dimecres;Dc;Laboral;2015;1;Gener;14;13;Matí;No és causa del  vianant;0;1;0;1;2;4584920,25;428729,99
2015S001721;6;Gràcia;28;Vallcarca i els Penitents;158107;Vallcarca;0030 0030;Dijous;Dj;Laboral;2015;3;Març;5;18;Tarda;Altres;0;1;0;1;1;4584712,33;428936,82
2015S008417;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;320908;Sarrià a Vallvidrera;0232B0232B;Diumenge;Dg;Laboral;2015;11;Novembre;8;10;Matí;No és causa del  vianant;0;1;0;1;2;4584883,17;425340,30
2015S003975;6;Gràcia;28;Vallcarca i els Penitents;33509;Ballester;0058 0058;Dissabte;Ds;Laboral;2015;5;Maig;23;10;Matí;No és causa del  vianant;0;1;0;1;2;4584664,55;428867,81
2015S000838;6;Gràcia;28;Vallcarca i els Penitents;158107;Vallcarca;0147 0147;Dimarts;Dm;Laboral;2015;2;Febrer;3;13;Matí;No és causa del  vianant;0;1;0;1;2;4585211,23;428458,32
2015S000793;6;Gràcia;28;Vallcarca i els Penitents;352507;Vall d'Hebron;0048 0048;Diumenge;Dg;Laboral;2015;2;Febrer;1;14;Tarda;No és causa del  vianant;0;3;0;3;3;4585710,50;428162,56
2015S005227;6;Gràcia;28;Vallcarca i els Penitents;279600;República Argentina;0236B0236B;Dimarts;Dm;Laboral;2015;7;Juliol;7;09;Matí;No és causa del  vianant;0;2;0;2;3;4585117,02;428215,93
2015S000592;6;Gràcia;28;Vallcarca i els Penitents;153602;Gustavo Bécquer;0007 0007;Dissabte;Ds;Laboral;2015;1;Gener;24;14;Tarda;No és causa del  vianant;0;1;0;1;2;4585100,27;428659,16
2015S001321;6;Gràcia;28;Vallcarca i els Penitents;153602;Gustavo Bécquer;0007 0007;Divendres;Dv;Laboral;2015;2;Febrer;20;09;Matí;No és causa del  vianant;0;0;0;0;2;4585100,27;428659,16
2015S006848;6;Gràcia;28;Vallcarca i els Penitents;153602;Gustavo Bécquer;0000 0000;Divendres;Dv;Laboral;2015;9;Setembre;11;19;Tarda;No és causa del  vianant;0;1;0;1;2;4585282,04;428559,28
2015S003809;6;Gràcia;28;Vallcarca i els Penitents;347507;Trullols;0018 0020;Diumenge;Dg;Laboral;2015;5;Maig;17;19;Tarda;No és causa del  vianant;0;1;0;1;2;4586009,35;428032,56
2015S003838;6;Gràcia;28;Vallcarca i els Penitents;347507;Trullols;0018 0020;Dilluns;Dl;Laboral;2015;5;Maig;18;18;Tarda;No és causa del  vianant;0;1;0;1;2;4586009,35;428032,56
2015S005569;6;Gràcia;28;Vallcarca i els Penitents;353703;Vallpar;0044 0044;Diumenge;Dg;Laboral;2015;7;Juliol;19;12;Matí;No és causa del  vianant;0;1;0;1;2;4586054,16;427685,32
2015S002729;6;Gràcia;28;Vallcarca i els Penitents;353703;Vallpar;0044 0044;Dilluns;Dl;Laboral;2015;4;Abril;13;07;Matí;No és causa del  vianant;0;1;0;1;4;4586054,16;427685,32
2015S005901;6;Gràcia;28;Vallcarca i els Penitents;353703;Vallpar;0050 0050;Divendres;Dv;Laboral;2015;7;Juliol;31;16;Tarda;No és causa del  vianant;0;1;0;1;3;4586046,62;427657,94
2015S004480;6;Gràcia;29;el Coll;192207;Manlleu;0001 0001;Dimecres;Dc;Laboral;2015;6;Juny;10;14;Tarda;No és causa del  vianant;0;2;0;2;2;4585960,19;428587,61
2015S002655;6;Gràcia;28;Vallcarca i els Penitents;41802;Betània;0003 0003;Divendres;Dv;Laboral;2015;4;Abril;10;09;Matí;No és causa del  vianant;0;1;0;1;2;4585736,47;428247,04
2015S000817;6;Gràcia;28;Vallcarca i els Penitents;41802;Betània;0003 0003;Dilluns;Dl;Laboral;2015;2;Febrer;2;17;Tarda;No és causa del  vianant;0;1;0;1;2;4585736,47;428247,04
2015S002064;6;Gràcia;28;Vallcarca i els Penitents;58907;Canaan;0005 0005;Dimecres;Dc;Laboral;2015;3;Març;18;18;Tarda;No és causa del  vianant;0;1;0;1;3;4585982,92;428180,32
2015S007913;6;Gràcia;28;Vallcarca i els Penitents;229908;Mare de Déu del Coll;0029 0029;Dimecres;Dc;Laboral;2015;10;Octubre;21;16;Tarda;No és causa del  vianant;0;1;0;1;1;4584724,71;429002,07
2015S007970;6;Gràcia;28;Vallcarca i els Penitents;148409;Sant Cugat;0035 0035;Divendres;Dv;Laboral;2015;10;Octubre;23;13;Matí;No és causa del  vianant;0;1;0;1;1;4585872,99;428108,37
2015S005993;6;Gràcia;28;Vallcarca i els Penitents;352507;Vall d'Hebron;0031 0031;Dimarts;Dm;Laboral;2015;8;Agost;4;07;Matí;No és causa del  vianant;0;1;0;1;2;4585665,76;428080,25
2015S001737;6;Gràcia;28;Vallcarca i els Penitents;23607;Ariosto;0021 0021;Divendres;Dv;Laboral;2015;3;Març;6;10;Matí;No és causa del  vianant;0;1;0;1;3;4586053,41;428396,94
2015S007748;6;Gràcia;30;la Salut;299200;Sant Cugat del Vallès;0004 0004;Dijous;Dj;Laboral;2015;10;Octubre;15;15;Tarda;No és causa del  vianant;0;1;0;1;2;4584880,92;429243,35
2015S008785;6;Gràcia;30;la Salut;299200;Sant Cugat del Vallès;0020 0020;Divendres;Dv;Laboral;2015;11;Novembre;20;15;Tarda;No és causa del  vianant;0;1;0;1;2;4584913,41;429325,07
2015S007083;6;Gràcia;30;la Salut;356803;Verdi;0311 0311;Dilluns;Dl;Laboral;2015;9;Setembre;21;10;Matí;No és causa del  vianant;0;0;0;0;1;4584967,62;429027,52
2015S006745;6;Gràcia;30;la Salut;304606;Sant Josep Cottolengo;0010 0010;Dilluns;Dl;Laboral;2015;9;Setembre;7;19;Tarda;No és causa del  vianant;1;0;0;1;1;4585318,59;429544,60
2015S009480;6;Gràcia;29;el Coll;220903;Móra d'Ebre;0008 0008;Diumenge;Dg;Laboral;2015;12;Desembre;13;19;Tarda;No és causa del  vianant;0;1;0;1;1;4585418,06;428866,66
2015S008155;6;Gràcia;30;la Salut;320602;Sargelet;0011 0011;Divendres;Dv;Laboral;2015;10;Octubre;30;11;Matí;No és causa del  vianant;0;0;0;0;1;4584748,81;429090,01
2015S009851;6;Gràcia;31;la Vila de Gràcia;318000;Santa Perpètua;0015 0015;Diumenge;Dg;Laboral;2015;12;Desembre;20;13;Matí;No és causa del  vianant;0;1;0;1;1;4584587,85;429246,84
2015S004156;6;Gràcia;31;la Vila de Gràcia;318000;Santa Perpètua;0020 0020;Divendres;Dv;Laboral;2015;5;Maig;29;14;Tarda;No és causa del  vianant;0;0;1;1;1;4584568,91;429232,55
2015S006236;6;Gràcia;31;la Vila de Gràcia;177407;Legalitat;0005 0005;Dissabte;Ds;Laboral;2015;8;Agost;15;22;Nit;No és causa del  vianant;0;2;0;2;1;4584549,62;429813,84
2015S003100;6;Gràcia;31;la Vila de Gràcia;356803;Verdi;0101 0101;Divendres;Dv;Laboral;2015;4;Abril;24;09;Matí;No és causa del  vianant;0;1;0;1;2;4584345,28;429449,75
2015S009568;6;Gràcia;30;la Salut;66100;Cardener;0047 0047;Dimecres;Dc;Laboral;2015;12;Desembre;16;12;Matí;No és causa del  vianant;0;1;0;1;2;4584838,15;429651,58
2015S007620;6;Gràcia;30;la Salut;66100;Cardener;0047 0047;Dissabte;Ds;Laboral;2015;10;Octubre;10;18;Tarda;No és causa del  vianant;0;1;0;1;2;4584838,15;429651,58
2015S006643;6;Gràcia;31;la Vila de Gràcia;356803;Verdi;0189 0195;Dijous;Dj;Laboral;2015;9;Setembre;3;18;Tarda;No és causa del  vianant;0;0;0;0;2;4584622,35;429262,14
2015S002641;6;Gràcia;30;la Salut;328309;Sors;0058 0058;Dijous;Dj;Laboral;2015;4;Abril;9;15;Tarda;No és causa del  vianant;0;0;0;0;2;4584946,32;429631,80
2015S007112;6;Gràcia;30;la Salut;340406;Torrent de les Flors;0159 0161;Dimarts;Dm;Laboral;2015;9;Setembre;22;00;Nit;No és causa del  vianant;0;1;0;1;2;4584829,46;429577,68
2015S002585;6;Gràcia;30;la Salut;340406;Torrent de les Flors;0170 0170;Dimarts;Dm;Laboral;2015;4;Abril;7;21;Tarda;No és causa del  vianant;0;1;0;1;1;4584808,80;429604,86
2015S006665;6;Gràcia;30;la Salut;344000;Dalt;0066 0070;Divendres;Dv;Laboral;2015;9;Setembre;4;13;Matí;No és causa del  vianant;0;1;0;1;2;4584816,70;429552,92
2015S003318;6;Gràcia;31;la Vila de Gràcia;201104;Martí;0012 0012;Dijous;Dj;Laboral;2015;4;Abril;30;22;Nit;No és causa del  vianant;0;1;0;1;1;4584436,41;429440,51
2015S004572;6;Gràcia;30;la Salut;214809;Molist;0030 0030;Dissabte;Ds;Laboral;2015;6;Juny;13;17;Tarda;No és causa del  vianant;0;1;0;1;2;4585220,02;429540,95
2015S000266;6;Gràcia;30;la Salut;56504;Camèlies;0037 0037;Dimarts;Dm;Laboral;2015;1;Gener;13;15;Tarda;No és causa del  vianant;0;1;0;1;2;4585009,52;429902,23
2015S001696;6;Gràcia;31;la Vila de Gràcia;22900;Argentona;0018 0018;Dimecres;Dc;Laboral;2015;3;Març;4;21;Tarda;No és causa del  vianant;0;1;0;1;2;4584647,95;429809,62
2015S006855;6;Gràcia;31;la Vila de Gràcia;22900;Argentona;0019 0019;Dissabte;Ds;Laboral;2015;9;Setembre;12;12;Matí;No és causa del  vianant;0;1;0;1;1;4584655,07;429806,45
2015S008196;6;Gràcia;31;la Vila de Gràcia;282401;Riera de Sant Miquel;0069 0069;Dissabte;Ds;Laboral;2015;10;Octubre;31;14;Tarda;No és causa del  vianant;0;1;0;1;2;4583551,55;429422,07
2015S007673;6;Gràcia;31;la Vila de Gràcia;282401;Riera de Sant Miquel;0069 0069;Dimarts;Dm;Laboral;2015;10;Octubre;13;15;Tarda;No és causa del  vianant;0;1;0;1;2;4583551,55;429422,07
2015S006088;6;Gràcia;31;la Vila de Gràcia;103400;Doctor Rizal;0009 0011;Dissabte;Ds;Laboral;2015;8;Agost;8;20;Tarda;No és causa del  vianant;0;4;0;4;1;4583438,24;429547,48
2015S008830;6;Gràcia;31;la Vila de Gràcia;103400;Doctor Rizal;0009 0011;Dilluns;Dl;Laboral;2015;11;Novembre;23;08;Matí;No és causa del  vianant;0;1;0;1;2;4583438,24;429547,48
2015S007723;6;Gràcia;31;la Vila de Gràcia;103400;Doctor Rizal;0017 0017;Dimecres;Dc;Laboral;2015;10;Octubre;14;19;Tarda;Creuar per fora pas de vianants;0;3;1;4;5;4583419,45;429524,17
2015S000421;6;Gràcia;31;la Vila de Gràcia;48700;Bretón de los Herreros;0017 0017;Diumenge;Dg;Laboral;2015;1;Gener;18;22;Nit;No és causa del  vianant;0;2;0;2;7;4583962,30;429184,34
2015S005033;6;Gràcia;31;la Vila de Gràcia;48700;Bretón de los Herreros;0018 0018;Dimarts;Dm;Laboral;2015;6;Juny;30;11;Matí;No és causa del  vianant;0;1;0;1;1;4583963,59;429170,66
2015S005533;6;Gràcia;31;la Vila de Gràcia;179107;Llibertat;0025 0025;Divendres;Dv;Laboral;2015;7;Juliol;17;19;Tarda;No és causa del  vianant;0;0;0;0;2;4583674,13;429361,77
2015S006729;6;Gràcia;31;la Vila de Gràcia;179107;Llibertat;0027 0027;Dilluns;Dl;Laboral;2015;9;Setembre;7;08;Matí;No és causa del  vianant;0;1;0;1;2;4583679,67;429352,94
2015S002688;6;Gràcia;31;la Vila de Gràcia;341908;Torrijos;0016 0016;Dissabte;Ds;Laboral;2015;4;Abril;11;10;Matí;Creuar per fora pas de vianants;0;1;0;1;1;4584014,82;429842,31
2015S002879;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;90502;Còrsega;0440 0440;Divendres;Dv;Laboral;2015;4;Abril;17;15;Tarda;No és causa del  vianant;0;1;0;1;2;4583933,01;430456,43
2015S002429;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;31300;Bailèn;0228B0228B;Dimarts;Dm;Laboral;2015;3;Març;31;11;Matí;No és causa del  vianant;0;1;0;1;3;4584039,08;430109,98
2015S001697;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;31300;Bailèn;0232B0232B;Dijous;Dj;Laboral;2015;3;Març;5;00;Nit;Creuar per fora pas de vianants;0;1;0;1;1;4584060,01;430090,04
2015S008285;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;305100;Sant Joan;0165 0167;Dimecres;Dc;Laboral;2015;11;Novembre;4;07;Matí;No és causa del  vianant;0;1;0;1;2;4583984,90;430285,12
2015S000934;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;149605;Grassot;0042 0042;Divendres;Dv;Laboral;2015;2;Febrer;6;10;Matí;Altres;0;1;0;1;1;4584119,93;430491,08
2015S005484;6;Gràcia;31;la Vila de Gràcia;274301;Ramis;0003 0005;Dijous;Dj;Laboral;2015;7;Juliol;16;15;Tarda;No és causa del  vianant;0;0;0;0;1;4583990,74;429988,14
2015S004310;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;149605;Grassot;0081 0081;Dijous;Dj;Laboral;2015;6;Juny;4;16;Tarda;No és causa del  vianant;0;1;0;1;3;4584242,16;430354,84
2015S002182;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;149605;Grassot;0084 0086;Diumenge;Dg;Laboral;2015;3;Març;22;00;Nit;No és causa del  vianant;0;0;0;0;1;4584257,35;430353,12
2015S003768;6;Gràcia;31;la Vila de Gràcia;109203;Encarnació;0016 0016;Divendres;Dv;Laboral;2015;5;Maig;15;21;Tarda;No és causa del  vianant;0;0;0;0;1;4584310,32;429768,04
2015S008191;6;Gràcia;31;la Vila de Gràcia;109203;Encarnació;0016 0016;Dissabte;Ds;Laboral;2015;10;Octubre;31;05;Nit;No és causa del  vianant;0;0;0;0;1;4584310,32;429768,04
2015S005080;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;149605;Grassot;0068 0068;Dijous;Dj;Laboral;2015;7;Juliol;2;12;Matí;Creuar per fora pas de vianants;0;2;0;2;1;4584203,12;430407,37
2015S009577;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;286504;Roger de Flor;0302 0302;Dimecres;Dc;Laboral;2015;12;Desembre;16;15;Tarda;No és causa del  vianant;0;1;0;1;2;4584147,79;430377,51
2015S006224;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;76807;Sardenya;0541 0543;Dissabte;Ds;Laboral;2015;8;Agost;15;14;Tarda;No és causa del  vianant;0;1;0;1;2;4584996,63;430117,54
2015S006800;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;289105;Rosselló;0397 0397;Dimecres;Dc;Laboral;2015;9;Setembre;9;17;Tarda;No és causa del  vianant;0;1;0;1;2;4584113,23;430799,65
2015S004243;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;161407;Indústria;0068 0068;Dimecres;Dc;Laboral;2015;6;Juny;3;09;Matí;No és causa del  vianant;0;1;0;1;1;4584303,10;430645,48
2015S008120;6;Gràcia;31;la Vila de Gràcia;326201;Siracusa;0004 0004;Dijous;Dj;Laboral;2015;10;Octubre;29;09;Matí;No és causa del  vianant;0;1;0;1;2;4583800,13;429840,74
2015S005498;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;356304;Ventalló;0070 0070;Dijous;Dj;Laboral;2015;7;Juliol;16;21;Tarda;No és causa del  vianant;0;1;0;1;2;4584689,66;430289,62
2015S009746;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;344101;Gràcia;0335 0335;Dimarts;Dm;Laboral;2015;12;Desembre;22;11;Matí;No és causa del  vianant;0;1;0;1;2;4584490,08;430454,32
2015S005269;7;Horta-Guinardó;39;Sant Genís dels Agudells;295108;Samaria;0008 0008;Dimecres;Dc;Laboral;2015;7;Juliol;8;12;Matí;No és causa del  vianant;0;1;0;1;2;4586230,57;428129,08
2015S001409;7;Horta-Guinardó;39;Sant Genís dels Agudells;336169;Tiro;0001 0003;Dimarts;Dm;Laboral;2015;2;Febrer;24;08;Matí;No és causa del  vianant;0;1;0;1;3;4586438,97;428326,65
2015S008789;7;Horta-Guinardó;39;Sant Genís dels Agudells;336169;Tiro;0001 0003;Divendres;Dv;Laboral;2015;11;Novembre;20;18;Tarda;No és causa del  vianant;0;1;0;1;4;4586438,97;428326,65
2015S001287;7;Horta-Guinardó;39;Sant Genís dels Agudells;252455;Perea;0001 0003;Dijous;Dj;Laboral;2015;2;Febrer;19;19;Tarda;No és causa del  vianant;0;0;0;0;1;4586401,77;428320,90
2015S009665;7;Horta-Guinardó;39;Sant Genís dels Agudells;287755;Romeu;0002 0002;Dissabte;Ds;Laboral;2015;12;Desembre;19;08;Matí;No és causa del  vianant;0;1;0;1;1;4586181,58;428174,42
2015S003164;7;Horta-Guinardó;39;Sant Genís dels Agudells;287755;Romeu;0002 0002;Diumenge;Dg;Laboral;2015;4;Abril;26;19;Tarda;No és causa del  vianant;0;2;0;2;2;4586181,58;428174,42
2015S006535;7;Horta-Guinardó;39;Sant Genís dels Agudells;108302;Elies Pagès;0014 0014;Dilluns;Dl;Laboral;2015;8;Agost;31;08;Matí;No és causa del  vianant;0;1;0;1;2;4586812,38;427753,12
2015S003803;7;Horta-Guinardó;39;Sant Genís dels Agudells;141400;Garriguella;0017 0017;Diumenge;Dg;Laboral;2015;5;Maig;17;02;Nit;No és causa del  vianant;0;2;0;2;1;4586200,88;427495,23
2015S000765;7;Horta-Guinardó;39;Sant Genís dels Agudells;292008;Sagàs;0058 0058;Dissabte;Ds;Laboral;2015;1;Gener;31;10;Matí;No és causa del  vianant;0;1;0;1;2;4587003,93;427593,83
