,NUMERO EXPEDIENTE,TIPO ACCIDENTE
792,2011S007024,Col.lisió lateral
793,2011S000944,Col.lisió lateral
794,2011S001257,Abast
795,2011S006304,Col.lisió lateral
796,2011S008092,Atropellament
797,2011S006497,Col.lisió fronto-lateral
798,2011S008651,Col.lisió fronto-lateral
799,2011S002425,Col.lisió lateral
800,2011S004119,Atropellament
801,2011S007239,Caiguda (dues rodes)
802,2011S008467,Col.lisió frontal
803,2011S003896,Abast multiple
804,2011S003897,Abast multiple
805,2011S006189,Caiguda (dues rodes)
806,2011S002889,Col.lisió fronto-lateral
807,2011S002334,Col.lisió lateral
808,2011S001595,Col.lisió lateral
809,2011S000718,Abast
810,2011S005164,Col.lisió lateral
811,2011S000170,Col.lisió lateral
812,2011S004823,Caiguda (dues rodes)
813,2011S005145,Caiguda (dues rodes)
814,2011S008373,Atropellament
815,2011S004009,Xoc contra element estàtic
816,2011S008575,Col.lisió lateral
817,2011S004248,Atropellament
818,2011S001929,Col.lisió lateral
819,2011S002271,Xoc contra element estàtic
820,2011S004086,Abast
821,2011S006659,Col.lisió fronto-lateral
822,2011S002248,Xoc contra element estàtic
823,2011S000006,Col.lisió fronto-lateral
824,2011S007779,Xoc contra element estàtic
825,2011S006161,Caiguda (dues rodes)
826,2011S007958,Col.lisió lateral
827,2011S003694,Col.lisió fronto-lateral
828,2011S006261,Col.lisió lateral
829,2011S007330,Abast
830,2011S007959,Abast
831,2011S003479,Xoc contra element estàtic
832,2011S004928,Xoc contra element estàtic
833,2011S008498,Abast
834,2011S000144,Col.lisió lateral
835,2011S001658,Col.lisió fronto-lateral
836,2011S002708,Col.lisió fronto-lateral
837,2011S001105,Col.lisió lateral
838,2011S004104,Col.lisió lateral
839,2011S006380,Caiguda (dues rodes)
840,2011S008288,Atropellament
841,2011S004660,Col.lisió fronto-lateral
842,2011S002644,Col.lisió lateral
843,2011S003802,Col.lisió fronto-lateral
844,2011S001908,Col.lisió lateral
845,2011S003346,Caiguda (dues rodes)
846,2011S004099,Col.lisió fronto-lateral
847,2011S001551,Col.lisió fronto-lateral
848,2011S004795,Abast
849,2011S002818,Abast
850,2011S005047,Col.lisió lateral
851,2011S003399,Col.lisió lateral
852,2011S001622,Abast
853,2011S002443,Abast
854,2011S003772,Col.lisió fronto-lateral
855,2011S007403,Col.lisió lateral
856,2011S003489,Col.lisió lateral
857,2011S008833,Abast
858,2011S004249,Xoc contra element estàtic
859,2011S005407,Col.lisió fronto-lateral
860,2011S003030,Col.lisió fronto-lateral
861,2011S001525,Xoc contra element estàtic
862,2011S008062,Abast
863,2011S004060,Abast
864,2011S003654,Xoc contra element estàtic
865,2011S000199,Col.lisió frontal
866,2011S006312,Col.lisió lateral
867,2011S000213,Col.lisió fronto-lateral
868,2011S000348,Caiguda (dues rodes)
869,2011S008036,Col.lisió fronto-lateral
870,2011S000190,Col.lisió fronto-lateral
871,2011S003236,Col.lisió fronto-lateral
872,2011S003090,Abast
873,2011S006606,Atropellament
874,2011S008192,Abast
875,2011S001886,Abast
876,2011S008411,Caiguda (dues rodes)
877,2011S000591,Caiguda (dues rodes)
878,2011S005545,Col.lisió lateral
879,2011S005602,Abast
880,2011S003193,Abast
881,2011S007782,Col.lisió fronto-lateral
882,2011S003616,Col.lisió fronto-lateral
883,2011S004827,Col.lisió fronto-lateral
884,2011S007708,Caiguda (dues rodes)
885,2011S007198,Xoc contra element estàtic
886,2011S003791,Abast
887,2011S004628,Abast
888,2011S000174,Col.lisió fronto-lateral
889,2011S005382,Altres
890,2011S005971,Xoc contra element estàtic
891,2011S004268,Atropellament
892,2011S007576,Col.lisió lateral
893,2011S003549,Abast multiple
894,2011S004996,Col.lisió lateral
895,2011S002223,Abast
896,2011S000985,Col.lisió lateral
897,2011S007372,Caiguda interior vehicle
898,2011S001096,Col.lisió lateral
899,2011S001514,Col.lisió lateral
900,2011S000565,Caiguda (dues rodes)
901,2011S005256,Atropellament
902,2011S003179,Xoc contra element estàtic
903,2011S000981,Col.lisió lateral
904,2011S007339,Caiguda (dues rodes)
905,2011S000029,Atropellament
906,2011S006558,Abast
907,2011S003906,Col.lisió fronto-lateral
908,2011S007977,Col.lisió lateral
909,2011S004688,Col.lisió fronto-lateral
910,2011S004258,Col.lisió lateral
911,2011S002761,Xoc contra element estàtic
912,2011S007347,Atropellament
913,2011S006612,Col.lisió fronto-lateral
914,2011S001081,Xoc contra element estàtic
915,2011S004471,Xoc contra element estàtic
916,2011S008424,Atropellament
917,2011S001219,Col.lisió fronto-lateral
918,2011S006215,Caiguda interior vehicle
919,2011S000275,Atropellament
920,2011S000366,Col.lisió lateral
921,2011S008671,Col.lisió fronto-lateral
922,2011S007983,Abast
923,2011S004516,Col.lisió lateral
924,2011S000180,Col.lisió lateral
925,2011S004758,Caiguda interior vehicle
926,2011S005302,Col.lisió fronto-lateral
927,2011S008347,Atropellament
928,2011S005563,Xoc contra element estàtic
929,2011S008299,Abast
930,2011S004221,Xoc contra element estàtic
931,2011S004665,Col.lisió lateral
932,2011S003964,Caiguda (dues rodes)
933,2011S005088,Col.lisió fronto-lateral
934,2011S001747,Caiguda (dues rodes)
935,2011S004855,Caiguda interior vehicle
936,2011S004450,Col.lisió lateral
937,2011S004146,Col.lisió fronto-lateral
938,2011S007830,Caiguda (dues rodes)
939,2011S006602,Col.lisió lateral
940,2011S001216,Col.lisió fronto-lateral
941,2011S006299,Col.lisió fronto-lateral
942,2011S006829,Atropellament
943,2011S002705,Caiguda interior vehicle
944,2011S004222,Abast
945,2011S005818,Col.lisió fronto-lateral
946,2011S007598,Col.lisió fronto-lateral
947,2011S005891,Caiguda (dues rodes)
948,2011S006955,Caiguda (dues rodes)
949,2011S006026,Col.lisió lateral
950,2011S007152,Col.lisió frontal
951,2011S008322,Xoc contra element estàtic
952,2011S002532,Abast
953,2011S007301,Col.lisió lateral
954,2011S003629,Col.lisió lateral
955,2011S006461,Col.lisió lateral
956,2011S006297,Caiguda (dues rodes)
957,2011S002323,Xoc contra element estàtic
958,2011S005775,Atropellament
959,2011S007823,Caiguda (dues rodes)
960,2011S005470,Bolcada (més de dues rodes)
961,2011S003520,Atropellament
962,2011S001794,Caiguda (dues rodes)
963,2011S008444,Altres
964,2011S000367,Col.lisió lateral
965,2011S002874,Abast
966,2011S007702,Abast
967,2011S003940,Atropellament
968,2011S008549,Caiguda (dues rodes)
969,2011S005089,Col.lisió lateral
970,2011S005293,Col.lisió fronto-lateral
971,2011S001704,Col.lisió fronto-lateral
972,2011S007471,Xoc contra element estàtic
973,2011S006036,Altres
974,2011S003852,Abast multiple
975,2011S006220,Caiguda interior vehicle
976,2011S003960,Atropellament
977,2011S001928,Abast multiple
978,2011S008323,Col.lisió lateral
979,2011S004197,Xoc contra element estàtic
980,2011S001489,Caiguda (dues rodes)
981,2011S007563,Altres
982,2011S005838,Caiguda (dues rodes)
983,2011S006774,Atropellament
984,2011S002146,Col.lisió fronto-lateral
985,2011S006577,Abast
986,2011S005159,Col.lisió lateral
987,2011S003292,Col.lisió fronto-lateral
988,2011S005342,Col.lisió lateral
989,2011S002340,Atropellament
990,2011S005192,Col.lisió frontal
991,2011S003344,Atropellament
992,2011S000032,Abast
993,2011S000721,Abast
994,2011S006184,Abast
995,2011S007148,Atropellament
996,2011S008176,Xoc contra element estàtic
997,2011S002587,Xoc contra element estàtic
998,2011S006840,Atropellament
999,2011S002041,Col.lisió fronto-lateral
1000,2011S007780,Col.lisió frontal
1001,2011S003512,Col.lisió fronto-lateral
1002,2011S006235,Atropellament
1003,2011S005404,Col.lisió fronto-lateral
1004,2011S001082,Abast
1005,2011S007906,Atropellament
1006,2011S002590,Atropellament
1007,2011S007801,Atropellament
1008,2011S004343,Abast
1009,2011S003497,Caiguda (dues rodes)
1010,2011S000545,Atropellament
1011,2011S000927,Abast
1012,2011S001993,Col.lisió fronto-lateral
1013,2011S002829,Xoc contra element estàtic
1014,2011S004103,Abast
1015,2011S008718,Abast multiple
1016,2011S007175,Caiguda (dues rodes)
1017,2011S000344,Caiguda interior vehicle
1018,2011S001056,Abast
1019,2011S001997,Col.lisió frontal
1020,2011S007443,Atropellament
1021,2011S008776,Caiguda interior vehicle
1022,2011S007840,Abast multiple
1023,2011S005665,Abast
1024,2011S005832,Abast
1025,2011S000455,Col.lisió fronto-lateral
1026,2011S007202,Atropellament
1027,2011S000322,Atropellament
1028,2011S001330,Abast
1029,2011S007715,Atropellament
1030,2011S007675,Caiguda interior vehicle
1031,2011S002506,Caiguda (dues rodes)
1032,2011S002901,Abast
1033,2011S006636,Xoc contra element estàtic
1034,2011S005961,Atropellament
1035,2011S000937,Col.lisió fronto-lateral
1036,2011S007069,Col.lisió lateral
1037,2011S000742,Xoc contra element estàtic
1038,2011S003754,Col.lisió fronto-lateral
1039,2011S007597,Col.lisió lateral
1040,2011S003866,Abast
1041,2011S002048,Col.lisió lateral
1042,2011S005191,Col.lisió fronto-lateral
1043,2011S006448,Xoc contra element estàtic
1044,2011S004027,Caiguda (dues rodes)
1045,2011S001952,Caiguda (dues rodes)
1046,2011S001204,Atropellament
1047,2011S008578,Atropellament
1048,2011S002116,Col.lisió fronto-lateral
1049,2011S004567,Caiguda interior vehicle
1050,2011S006852,Col.lisió fronto-lateral
1051,2011S004686,Xoc contra element estàtic
1052,2011S003882,Col.lisió fronto-lateral
1053,2011S008082,Atropellament
1054,2011S002912,Abast multiple
1055,2011S002654,Abast
1056,2011S000433,Xoc contra element estàtic
1057,2011S006369,Caiguda (dues rodes)
1058,2011S000479,Caiguda interior vehicle
1059,2011S005686,Xoc contra element estàtic
1060,2011S001733,Abast
1061,2011S008660,Xoc contra element estàtic
1062,2011S000513,Abast
1063,2011S007698,Abast
1064,2011S008435,Atropellament
1065,2011S008821,Col.lisió fronto-lateral
1066,2011S006854,Col.lisió lateral
1067,2011S000187,Col.lisió fronto-lateral
1068,2011S003203,Col.lisió fronto-lateral
1069,2011S002038,Caiguda (dues rodes)
1070,2011S003484,Col.lisió lateral
1071,2011S006615,Col.lisió fronto-lateral
1072,2011S004577,Col.lisió lateral
1073,2011S005120,Atropellament
1074,2011S002199,Atropellament
1075,2011S001357,Col.lisió fronto-lateral
1076,2011S006501,Atropellament
1077,2011S000349,Col.lisió frontal
1078,2011S001702,Xoc contra element estàtic
1079,2011S003989,Col.lisió fronto-lateral
1080,2011S001350,Col.lisió fronto-lateral
1081,2011S005909,Abast
1082,2011S006939,Atropellament
1083,2011S004808,Caiguda (dues rodes)
1084,2011S000123,Col.lisió lateral
1085,2011S006175,Atropellament
1086,2011S002213,Xoc contra element estàtic
1087,2011S004252,Abast
1088,2011S003858,Atropellament
1089,2011S006908,Col.lisió lateral
1090,2011S001730,Caiguda (dues rodes)
1091,2011S006348,Col.lisió lateral
1092,2011S002203,Abast multiple
1093,2011S008563,Abast
1094,2011S003920,Atropellament
1095,2011S004864,Abast
1096,2011S006398,Abast multiple
1097,2011S007701,Col.lisió lateral
1098,2011S000216,Xoc contra element estàtic
1099,2011S005531,Col.lisió lateral
1100,2011S002714,Col.lisió lateral
1101,2011S004988,Abast multiple
1102,2011S003864,Col.lisió lateral
1103,2011S001266,Col.lisió lateral
1104,2011S003835,Col.lisió fronto-lateral
1105,2011S006115,Col.lisió lateral
1106,2011S004802,Xoc contra element estàtic
1107,2011S007875,Xoc contra element estàtic
1108,2011S007836,Xoc contra element estàtic
1109,2011S001727,Col.lisió lateral
1110,2011S005484,Xoc contra element estàtic
1111,2011S000421,Xoc contra element estàtic
1112,2011S000789,Abast
1113,2011S007107,Atropellament
1114,2011S006390,Xoc contra element estàtic
1115,2011S006135,Col.lisió lateral
1116,2011S003462,Abast multiple
1117,2011S000553,Col.lisió fronto-lateral
1118,2011S007907,Atropellament
1119,2011S004858,Col.lisió lateral
1120,2011S008188,Col.lisió lateral
1121,2011S001937,Col.lisió lateral
1122,2011S003026,Col.lisió fronto-lateral
1123,2011S008354,Abast multiple
1124,2011S008800,Col.lisió fronto-lateral
1125,2011S005942,Col.lisió lateral
1126,2011S008025,Xoc contra element estàtic
1127,2011S005824,Abast
1128,2011S007195,Abast
1129,2011S003003,Col.lisió fronto-lateral
1130,2011S000539,Caiguda (dues rodes)
1131,2011S002847,Atropellament
1132,2011S001868,Abast
1133,2011S002058,Caiguda interior vehicle
1134,2011S006070,Col.lisió fronto-lateral
1135,2011S004408,Abast
1136,2011S004429,Xoc contra element estàtic
1137,2011S007111,Abast
1138,2011S008047,Col.lisió fronto-lateral
1139,2011S008313,Abast
1140,2011S001907,Col.lisió lateral
1141,2011S005874,Atropellament
1142,2011S006687,Abast multiple
1143,2011S000232,Col.lisió lateral
1144,2011S004558,Abast
1145,2011S007125,Abast
1146,2011S007843,Xoc contra element estàtic
1147,2011S007462,Xoc contra element estàtic
1148,2011S006012,Caiguda (dues rodes)
1149,2011S005624,Atropellament
1150,2011S003373,Caiguda interior vehicle
1151,2011S005692,Atropellament
1152,2011S002536,Atropellament
1153,2011S003461,Caiguda interior vehicle
1154,2011S006483,Abast
1155,2011S008482,Col.lisió fronto-lateral
1156,2011S004754,Col.lisió lateral
1157,2011S002330,Col.lisió fronto-lateral
1158,2011S004869,Caiguda (dues rodes)
1159,2011S008791,Abast
1160,2011S002423,Abast
1161,2011S006960,Atropellament
1162,2011S007033,Caiguda (dues rodes)
1163,2011S004733,Col.lisió lateral
1164,2011S003435,Abast
1165,2011S008231,Col.lisió fronto-lateral
1166,2011S001239,Col.lisió lateral
1167,2011S005667,Col.lisió fronto-lateral
1168,2011S007129,Xoc contra element estàtic
1169,2011S006882,Col.lisió fronto-lateral
1170,2011S004189,Atropellament
1171,2011S001638,Col.lisió fronto-lateral
1172,2011S001431,Col.lisió lateral
1173,2011S002444,Atropellament
1174,2011S004463,Xoc contra element estàtic
1175,2011S000178,Col.lisió lateral
1176,2011S005653,Abast multiple
1177,2011S007579,Abast
1178,2011S000988,Col.lisió lateral
1179,2011S006088,Caiguda (dues rodes)
1180,2011S008552,Abast
1181,2011S006945,Caiguda (dues rodes)
1182,2011S004472,Altres
1183,2011S007655,Col.lisió lateral
1184,2011S007695,Altres
1185,2011S007357,Abast
1186,2011S000706,Col.lisió lateral
1187,2011S001106,Col.lisió fronto-lateral
1188,2011S002838,Col.lisió lateral
1189,2011S000564,Caiguda (dues rodes)
1190,2011S004568,Caiguda (dues rodes)
1191,2011S006019,Xoc contra element estàtic
1192,2011S003992,Abast
1193,2011S007942,Col.lisió fronto-lateral
1194,2011S002907,Col.lisió fronto-lateral
1195,2011S002984,Col.lisió fronto-lateral
1196,2011S007068,Col.lisió fronto-lateral
1197,2011S008312,Caiguda interior vehicle
1198,2011S006254,Caiguda (dues rodes)
1199,2011S003817,Atropellament
1200,2011S006928,Col.lisió fronto-lateral
1201,2011S001935,Col.lisió fronto-lateral
1202,2011S008751,Col.lisió fronto-lateral
1203,2011S008149,Col.lisió fronto-lateral
1204,2011S006107,Col.lisió fronto-lateral
1205,2011S008107,Xoc contra element estàtic
1206,2011S005110,Atropellament
1207,2011S003642,Abast multiple
1208,2011S002480,Col.lisió fronto-lateral
1209,2011S005962,Atropellament
1210,2011S002815,Col.lisió fronto-lateral
1211,2011S007351,Abast
1212,2011S006542,Abast
1213,2011S006481,Col.lisió fronto-lateral
1214,2011S003551,Col.lisió lateral
1215,2011S005058,Col.lisió fronto-lateral
1216,2011S005048,Col.lisió fronto-lateral
1217,2011S005446,Col.lisió lateral
1218,2011S003670,Atropellament
1219,2011S001959,Col.lisió fronto-lateral
1220,2011S004480,Caiguda (dues rodes)
1221,2011S000680,Col.lisió fronto-lateral
1222,2011S004814,Col.lisió fronto-lateral
1223,2011S006127,Col.lisió fronto-lateral
1224,2011S001354,Col.lisió fronto-lateral
1225,2011S006994,Abast
1226,2011S007526,Abast multiple
1227,2011S008667,Abast
1228,2011S006182,Col.lisió lateral
1229,2011S001198,Col.lisió fronto-lateral
1230,2011S007647,Caiguda (dues rodes)
1231,2011S003289,Col.lisió lateral
1232,2011S001847,Col.lisió fronto-lateral
1233,2011S004707,Abast
1234,2011S004874,Col.lisió fronto-lateral
1235,2011S002068,Col.lisió fronto-lateral
1236,2011S002530,Col.lisió lateral
1237,2011S001359,Abast
1238,2011S000829,Atropellament
1239,2011S007564,Caiguda (dues rodes)
1240,2011S003637,Col.lisió fronto-lateral
1241,2011S000380,Caiguda (dues rodes)
1242,2011S007943,Col.lisió lateral
1243,2011S007134,Col.lisió fronto-lateral
1244,2011S006881,Abast
1245,2011S002933,Abast
1246,2011S000254,Atropellament
1247,2011S003988,Caiguda (dues rodes)
1248,2011S002885,Col.lisió fronto-lateral
1249,2011S003362,Caiguda (dues rodes)
1250,2011S007871,Col.lisió fronto-lateral
1251,2011S001258,Col.lisió fronto-lateral
1252,2011S005626,Col.lisió fronto-lateral
1253,2011S001797,Col.lisió lateral
1254,2011S007146,Col.lisió lateral
1255,2011S008600,Abast
1256,2011S000326,Col.lisió fronto-lateral
1257,2011S001190,Xoc contra element estàtic
1258,2011S001417,Col.lisió fronto-lateral
1259,2011S001671,Col.lisió lateral
1260,2011S008147,Abast
1261,2011S005578,Col.lisió lateral
1262,2011S000173,Atropellament
1263,2011S000200,Col.lisió lateral
1264,2011S001168,Abast multiple
1265,2011S003681,Abast
1266,2011S008278,Col.lisió fronto-lateral
1267,2011S006229,Abast
1268,2011S005473,Abast
1269,2011S004564,Caiguda (dues rodes)
1270,2011S002653,Col.lisió lateral
1271,2011S002903,Altres
1272,2011S003903,Abast
1273,2011S003995,Col.lisió lateral
1274,2011S003446,Atropellament
1275,2011S005883,Atropellament
1276,2011S004476,Atropellament
1277,2011S003603,Abast
1278,2011S007131,Atropellament
1279,2011S001393,Col.lisió lateral
1280,2011S000714,Abast
1281,2011S002318,Abast
1282,2011S005245,Xoc contra element estàtic
1283,2011S002312,Col.lisió lateral
1284,2011S008838,Atropellament
1285,2011S000832,Col.lisió fronto-lateral
1286,2011S006391,Col.lisió fronto-lateral
1287,2011S004809,Col.lisió fronto-lateral
1288,2011S000913,Abast
1289,2011S005037,Abast
1290,2011S003379,Col.lisió fronto-lateral
1291,2011S008123,Atropellament
1292,2011S004178,Abast
1293,2011S003066,Abast
1294,2011S001474,Xoc contra element estàtic
1295,2011S008848,Atropellament
1296,2011S005646,Xoc contra element estàtic
1297,2011S001593,Xoc contra element estàtic
1298,2011S005462,Atropellament
1299,2011S004097,Abast multiple
1300,2011S008817,Abast
1301,2011S004360,Xoc contra element estàtic
1302,2011S006713,Col.lisió fronto-lateral
1303,2011S008305,Xoc contra element estàtic
1304,2011S004180,Col.lisió lateral
1305,2011S002871,Abast
