,NUMERO EXPEDIENTE,TIPO ACCIDENTE
60779,2017S010770    ,Atropellament
60780,2017S004707    ,Caiguda (dues rodes)
60781,2017S010458    ,Col.lisió frontal
60782,2017S003281    ,Atropellament
60783,2017S003007    ,Col.lisió fronto-lateral
60784,2017S003809    ,Col.lisió fronto-lateral
60785,2017S006421    ,Xoc contra element estàtic
60786,2017S006297    ,Caiguda (dues rodes)
60787,2017S005356    ,Xoc contra element estàtic
60788,2017S005602    ,Col.lisió fronto-lateral
60789,2017S009820    ,Col.lisió lateral
60790,2017S006259    ,Caiguda (dues rodes)
60791,2017S001944    ,Col.lisió fronto-lateral
60792,2017S001230    ,Atropellament
60793,2017S008550    ,Col.lisió fronto-lateral
60794,2017S003044    ,Altres
60795,2017S007360    ,Atropellament
60796,2017S000299    ,Xoc contra element estàtic
60797,2017S005713    ,Abast
60798,2017S008579    ,Atropellament
60799,2017S003566    ,Abast
60800,2017S007209    ,Xoc contra element estàtic
60801,2017S004959    ,Col.lisió lateral
60802,2017S008441    ,Altres
60803,2017S005295    ,Abast
60804,2017S005258    ,Xoc contra element estàtic
60805,2017S007083    ,Col.lisió lateral
60806,2017S006119    ,Caiguda interior vehicle
60807,2017S009986    ,Col.lisió lateral
60808,2017S005214    ,Col.lisió lateral
60809,2017S005901    ,Col.lisió lateral
60810,2017S010064    ,Col.lisió lateral
60811,2017S000644    ,Col.lisió lateral
60812,2017S003565    ,Atropellament
60813,2017S002118    ,Col.lisió fronto-lateral
60814,2017S001587    ,Atropellament
60815,2017S008778    ,Abast
60816,2017S003999    ,Abast
60817,2017S006080    ,Col.lisió fronto-lateral
60818,2017S004596    ,Col.lisió lateral
60819,2017S000951    ,Atropellament
60820,2017S008792    ,Col.lisió lateral
60821,2017S005090    ,Col.lisió lateral
60822,2017S005380    ,Col.lisió fronto-lateral
60823,2017S002273    ,Caiguda (dues rodes)
60824,2017S007831    ,Col.lisió fronto-lateral
60825,2017S010449    ,Col.lisió lateral
60826,2017S003943    ,Atropellament
60827,2017S006452    ,Abast
60828,2017S009720    ,Abast multiple
60829,2017S005670    ,Col.lisió lateral
60830,2017S006953    ,Col.lisió frontal
60831,2017S007442    ,Col.lisió fronto-lateral
60832,2017S003237    ,Col.lisió lateral
60833,2017S006374    ,Col.lisió fronto-lateral
60834,2017S005492    ,Abast
60835,2017S002223    ,Abast multiple
60836,2017S009322    ,Altres
60837,2017S010783    ,Col.lisió lateral
60838,2017S002360    ,Abast
60839,2017S005109    ,Atropellament
60840,2017S004675    ,Col.lisió lateral
60841,2017S005686    ,Col.lisió lateral
60842,2017S004191    ,Col.lisió fronto-lateral
60843,2017S009102    ,Xoc contra element estàtic
60844,2017S003276    ,Atropellament
60845,2017S001406    ,Col.lisió lateral
60846,2017S001271    ,Col.lisió fronto-lateral
60847,2017S004694    ,Caiguda interior vehicle
60848,2017S009191    ,Col.lisió lateral
60849,2017S002455    ,Atropellament
60850,2017S009135    ,Col.lisió fronto-lateral
60851,2017S001491    ,Col.lisió fronto-lateral
60852,2017S004260    ,Col.lisió fronto-lateral
60853,2017S010017    ,Col.lisió lateral
60854,2017S003395    ,Caiguda (dues rodes)
60855,2017S001286    ,Abast
60856,2017S000681    ,Atropellament
60857,2017S008477    ,Xoc contra element estàtic
60858,2017S010141    ,Atropellament
60859,2017S008142    ,Col.lisió fronto-lateral
60860,2017S007546    ,Col.lisió fronto-lateral
60861,2017S006899    ,Col.lisió fronto-lateral
60862,2017S009071    ,Col.lisió fronto-lateral
60863,2017S000286    ,Atropellament
60864,2017S001499    ,Col.lisió lateral
60865,2017S000114    ,Col.lisió lateral
60866,2017S010542    ,Col.lisió lateral
60867,2017S008190    ,Col.lisió lateral
60868,2017S009650    ,Caiguda (dues rodes)
60869,2017S001379    ,Abast
60870,2017S001735    ,Col.lisió lateral
60871,2017S001226    ,Abast
60872,2017S000454    ,Col.lisió lateral
60873,2017S004436    ,Col.lisió fronto-lateral
60874,2017S003957    ,Atropellament
60875,2017S007273    ,Caiguda (dues rodes)
60876,2017S003058    ,Col.lisió lateral
60877,2017S007350    ,Col.lisió fronto-lateral
60878,2017S009033    ,Col.lisió fronto-lateral
60879,2017S007980    ,Col.lisió fronto-lateral
60880,2017S002302    ,Abast
60881,2017S006025    ,Col.lisió fronto-lateral
60882,2017S009445    ,Col.lisió lateral
60883,2017S010192    ,Abast
60884,2017S003012    ,Col.lisió lateral
60885,2017S001608    ,Col.lisió lateral
60886,2017S003233    ,Abast multiple
60887,2017S005188    ,Col.lisió lateral
60888,2017S001791    ,Abast
60889,2017S002238    ,Abast
60890,2017S005433    ,Col.lisió lateral
60891,2017S000850    ,Col.lisió lateral
60892,2017S003642    ,Atropellament
60893,2017S002034    ,Col.lisió fronto-lateral
60894,2017S006556    ,Caiguda (dues rodes)
60895,2017S006556    ,Abast
60896,2017S000621    ,Caiguda (dues rodes)
60897,2017S001868    ,Col.lisió fronto-lateral
60898,2017S004104    ,Col.lisió lateral
60899,2017S004386    ,Atropellament
60900,2017S004897    ,Abast
60901,2017S010119    ,Col.lisió fronto-lateral
60902,2017S006860    ,Abast
60903,2017S001631    ,Col.lisió fronto-lateral
60904,2017S001976    ,Col.lisió fronto-lateral
60905,2017S009046    ,Col.lisió lateral
60906,2017S006536    ,Col.lisió lateral
60907,2017S010339    ,Col.lisió lateral
60908,2017S008511    ,Abast
60909,2017S007070    ,Atropellament
60910,2017S004896    ,Col.lisió lateral
60911,2017S007760    ,Col.lisió lateral
60912,2017S003658    ,Caiguda (dues rodes)
60913,2017S008788    ,Caiguda (dues rodes)
60914,2017S008717    ,Col.lisió fronto-lateral
60915,2017S003045    ,Atropellament
60916,2017S004291    ,Col.lisió lateral
60917,2017S009284    ,Caiguda (dues rodes)
60918,2017S007690    ,Caiguda interior vehicle
60919,2017S008281    ,Abast
60920,2017S007472    ,Col.lisió lateral
60921,2017S000617    ,Col.lisió lateral
60922,2017S004787    ,Abast
60923,2017S003198    ,Col.lisió frontal
60924,2017S010574    ,Caiguda (dues rodes)
60925,2017S008568    ,Abast
60926,2017S007579    ,Col.lisió lateral
60927,2017S006849    ,Col.lisió lateral
60928,2017S001228    ,Col.lisió fronto-lateral
60929,2017S000066    ,Abast
60930,2017S008612    ,Atropellament
60931,2017S010367    ,Col.lisió lateral
60932,2017S007090    ,Col.lisió lateral
60933,2017S007323    ,Col.lisió lateral
60934,2017S001583    ,Abast
60935,2017S004144    ,Atropellament
60936,2017S005508    ,Col.lisió lateral
60937,2017S009290    ,Abast
60938,2017S001742    ,Col.lisió lateral
60939,2017S002072    ,Col.lisió lateral
60940,2017S004847    ,Caiguda (dues rodes)
60941,2017S001222    ,Col.lisió lateral
60942,2017S001300    ,Xoc contra element estàtic
60943,2017S000447    ,Col.lisió lateral
60944,2017S005155    ,Abast
60945,2017S008712    ,Col.lisió lateral
60946,2017S003327    ,Abast
60947,2017S005652    ,Caiguda (dues rodes)
60948,2017S005767    ,Caiguda interior vehicle
60949,2017S003272    ,Col.lisió lateral
60950,2017S002399    ,Col.lisió lateral
60951,2017S010148    ,Atropellament
60952,2017S004117    ,Col.lisió fronto-lateral
60953,2017S007479    ,Abast
60954,2017S005347    ,Caiguda (dues rodes)
60955,2017S005964    ,Abast
60956,2017S008625    ,Atropellament
60957,2017S005723    ,Abast
60958,2017S010149    ,Col.lisió lateral
60959,2017S000055    ,Col.lisió lateral
60960,2017S006272    ,Abast
60961,2017S001203    ,Atropellament
60962,2017S002144    ,Abast
60963,2017S009589    ,Col.lisió fronto-lateral
60964,2017S004573    ,Col.lisió lateral
60965,2017S003308    ,Atropellament
60966,2017S005866    ,Col.lisió lateral
60967,2017S007550    ,Col.lisió lateral
60968,2017S007818    ,Caiguda (dues rodes)
60969,2017S009097    ,Col.lisió lateral
60970,2017S007136    ,Xoc contra element estàtic
60971,2017S000750    ,Caiguda (dues rodes)
60972,2017S003947    ,Altres
60973,2017S002065    ,Caiguda interior vehicle
60974,2017S004578    ,Col.lisió lateral
60975,2017S010308    ,Col.lisió lateral
60976,2017S007817    ,Abast multiple
60977,2017S010410    ,Caiguda interior vehicle
60978,2017S009494    ,Caiguda (dues rodes)
60979,2017S010510    ,Abast
60980,2017S007947    ,Abast
60981,2017S006128    ,Caiguda (dues rodes)
60982,2017S000826    ,Atropellament
60983,2017S007745    ,Abast
60984,2017S006496    ,Abast
60985,2017S003695    ,Atropellament
60986,2017S007150    ,Col.lisió lateral
60987,2017S010188    ,Col.lisió fronto-lateral
60988,2017S000491    ,Col.lisió fronto-lateral
60989,2017S008754    ,Abast
60990,2017S010084    ,Col.lisió fronto-lateral
60991,2017S008977    ,Atropellament
60992,2017S010303    ,Col.lisió fronto-lateral
60993,2017S009170    ,Col.lisió lateral
60994,2017S007307    ,Col.lisió lateral
60995,2017S003653    ,Col.lisió fronto-lateral
60996,2017S007496    ,Xoc contra element estàtic
60997,2017S009320    ,Col.lisió fronto-lateral
60998,2017S009953    ,Atropellament
60999,2017S006345    ,Col.lisió fronto-lateral
61000,2017S002059    ,Caiguda (dues rodes)
61001,2017S004678    ,Col.lisió fronto-lateral
61002,2017S001819    ,Col.lisió lateral
61003,2017S000193    ,Col.lisió fronto-lateral
61004,2017S007159    ,Col.lisió fronto-lateral
61005,2017S006302    ,Abast multiple
61006,2017S010003    ,Caiguda (dues rodes)
61007,2017S004223    ,Col.lisió fronto-lateral
61008,2017S000884    ,Col.lisió fronto-lateral
61009,2017S003014    ,Col.lisió lateral
61010,2017S001013    ,Caiguda (dues rodes)
61011,2017S009440    ,Abast
61012,2017S002128    ,Abast
61013,2017S005144    ,Caiguda (dues rodes)
61014,2017S008202    ,Col.lisió fronto-lateral
61015,2017S000040    ,Col.lisió lateral
61016,2017S006494    ,Abast
61017,2017S008313    ,Abast
61018,2017S010186    ,Abast
61019,2017S008952    ,Col.lisió lateral
61020,2017S004280    ,Col.lisió lateral
61021,2017S005981    ,Xoc contra element estàtic
61022,2017S007574    ,Col.lisió lateral
61023,2017S002420    ,Col.lisió fronto-lateral
61024,2017S003473    ,Caiguda interior vehicle
61025,2017S005874    ,Abast multiple
61026,2017S001206    ,Atropellament
61027,2017S010489    ,Bolcada (més de dues rodes)
61028,2017S008641    ,Col.lisió fronto-lateral
61029,2017S003906    ,Col.lisió lateral
61030,2017S009559    ,Col.lisió fronto-lateral
61031,2017S000177    ,Col.lisió lateral
61032,2017S001549    ,Abast
61033,2017S008858    ,Abast
61034,2017S005310    ,Col.lisió lateral
61035,2017S006599    ,Col.lisió lateral
61036,2017S001966    ,Col.lisió lateral
61037,2017S010595    ,Col.lisió lateral
61038,2017S007213    ,Atropellament
61039,2017S006451    ,Caiguda (dues rodes)
61040,2017S005926    ,Caiguda (dues rodes)
61041,2017S010620    ,Col.lisió lateral
61042,2017S005419    ,Col.lisió fronto-lateral
61043,2017S007545    ,Col.lisió fronto-lateral
61044,2017S006035    ,Abast
61045,2017S006680    ,Col.lisió lateral
61046,2017S006857    ,Col.lisió lateral
61047,2017S003767    ,Atropellament
61048,2017S009485    ,Abast
61049,2017S007194    ,Abast
61050,2017S004942    ,Col.lisió fronto-lateral
61051,2017S006615    ,Abast
61052,2017S001761    ,Abast
61053,2017S005418    ,Abast multiple
61054,2017S005857    ,Col.lisió lateral
61055,2017S004064    ,Abast
61056,2017S010429    ,Xoc contra element estàtic
61057,2017S009677    ,Caiguda interior vehicle
61058,2017S004309    ,Col.lisió lateral
61059,2017S007180    ,Abast
61060,2017S004666    ,Caiguda interior vehicle
61061,2017S009330    ,Xoc contra element estàtic
61062,2017S001177    ,Col.lisió fronto-lateral
61063,2017S005324    ,Altres
61064,2017S006433    ,Caiguda (dues rodes)
61065,2017S009887    ,Abast
61066,2017S002590    ,Abast
61067,2017S000261    ,Atropellament
61068,2017S010470    ,Col.lisió lateral
61069,2017S006288    ,Col.lisió fronto-lateral
61070,2017S004236    ,Col.lisió lateral
61071,2017S001730    ,Abast
61072,2017S007231    ,Caiguda (dues rodes)
61073,2017S007040    ,Abast
61074,2017S005015    ,Xoc contra element estàtic
61075,2017S000564    ,Abast
61076,2017S001553    ,Col.lisió lateral
61077,2017S001886    ,Altres
61078,2017S005179    ,Col.lisió lateral
61079,2017S010306    ,Col.lisió lateral
61080,2017S003073    ,Col.lisió lateral
61081,2017S007920    ,Xoc contra element estàtic
61082,2017S000716    ,Col.lisió lateral
61083,2017S000450    ,Col.lisió lateral
61084,2017S003725    ,Col.lisió lateral
61085,2017S002263    ,Abast
61086,2017S003770    ,Col.lisió lateral
61087,2017S006254    ,Atropellament
61088,2017S005221    ,Atropellament
61089,2017S010170    ,Col.lisió lateral
61090,2017S006751    ,Col.lisió lateral
61091,2017S004970    ,Col.lisió lateral
61092,2017S001853    ,Caiguda interior vehicle
61093,2017S009598    ,Col.lisió fronto-lateral
61094,2017S010392    ,Col.lisió fronto-lateral
61095,2017S003848    ,Col.lisió fronto-lateral
61096,2017S002440    ,Xoc contra element estàtic
61097,2017S010709    ,Col.lisió lateral
61098,2017S008614    ,Abast
61099,2017S008920    ,Atropellament
61100,2017S000209    ,Xoc contra element estàtic
61101,2017S004498    ,Abast
61102,2017S002114    ,Col.lisió fronto-lateral
61103,2017S002409    ,Col.lisió fronto-lateral
61104,2017S007457    ,Col.lisió lateral
61105,2017S005280    ,Atropellament
61106,2017S005405    ,Atropellament
61107,2017S009907    ,Abast
61108,2017S009718    ,Col.lisió fronto-lateral
61109,2017S000737    ,Col.lisió lateral
61110,2017S001084    ,Xoc contra element estàtic
61111,2017S006750    ,Abast
61112,2017S007035    ,Caiguda interior vehicle
61113,2017S008063    ,Caiguda (dues rodes)
61114,2017S005118    ,Col.lisió lateral
61115,2017S008326    ,Col.lisió fronto-lateral
61116,2017S001492    ,Col.lisió fronto-lateral
61117,2017S002315    ,Abast
61118,2017S002258    ,Col.lisió lateral
61119,2017S008590    ,Col.lisió lateral
61120,2017S004096    ,Abast
61121,2017S006419    ,Abast
61122,2017S008747    ,Col.lisió lateral
61123,2017S008913    ,Col.lisió fronto-lateral
61124,2017S008443    ,Atropellament
61125,2017S005327    ,Abast
61126,2017S005477    ,Col.lisió lateral
61127,2017S008643    ,Caiguda (dues rodes)
61128,2017S008175    ,Abast
61129,2017S005507    ,Caiguda (dues rodes)
61130,2017S009411    ,Abast
61131,2017S008791    ,Abast
61132,2017S007829    ,Caiguda (dues rodes)
61133,2017S007292    ,Caiguda (dues rodes)
61134,2017S006038    ,Xoc contra element estàtic
61135,2017S001947    ,Col.lisió fronto-lateral
61136,2017S004777    ,Col.lisió fronto-lateral
61137,2017S001821    ,Col.lisió lateral
61138,2017S009438    ,Atropellament
61139,2017S002306    ,Col.lisió fronto-lateral
61140,2017S001275    ,Col.lisió lateral
61141,2017S007516    ,Col.lisió frontal
61142,2017S006111    ,Atropellament
61143,2017S000521    ,Col.lisió fronto-lateral
61144,2017S001775    ,Xoc contra element estàtic
61145,2017S004014    ,Abast multiple
61146,2017S007536    ,Col.lisió frontal
61147,2017S007957    ,Col.lisió fronto-lateral
61148,2017S007280    ,Atropellament
61149,2017S001427    ,Col.lisió lateral
61150,2017S008616    ,Abast
61151,2017S005233    ,Abast
61152,2017S001234    ,Abast
61153,2017S004668    ,Atropellament
61154,2017S009801    ,Col.lisió lateral
61155,2017S007611    ,Col.lisió frontal
61156,2017S009041    ,Caiguda (dues rodes)
61157,2017S000333    ,Col.lisió fronto-lateral
61158,2017S002149    ,Abast
61159,2017S002355    ,Col.lisió lateral
61160,2017S004885    ,Col.lisió frontal
61161,2017S009187    ,Col.lisió fronto-lateral
61162,2017S001010    ,Xoc contra element estàtic
61163,2017S010752    ,Desconegut
61164,2017S001545    ,Col.lisió fronto-lateral
61165,2017S006763    ,Col.lisió lateral
61166,2017S009209    ,Col.lisió lateral
61167,2017S009287    ,Atropellament
61168,2017S000898    ,Col.lisió lateral
61169,2017S009944    ,Col.lisió lateral
61170,2017S001643    ,Caiguda (dues rodes)
61171,2017S001118    ,Col.lisió fronto-lateral
61172,2017S006652    ,Xoc contra element estàtic
61173,2017S006593    ,Altres
61174,2017S006488    ,Atropellament
61175,2017S004232    ,Col.lisió lateral
61176,2017S004122    ,Col.lisió fronto-lateral
61177,2017S004753    ,Abast
61178,2017S001465    ,Altres
61179,2017S000303    ,Abast
61180,2017S008338    ,Col.lisió fronto-lateral
61181,2017S008738    ,Col.lisió fronto-lateral
61182,2017S002207    ,Col.lisió fronto-lateral
61183,2017S005315    ,Xoc contra element estàtic
61184,2017S004496    ,Atropellament
61185,2017S000596    ,Abast multiple
61186,2017S002000    ,Col.lisió fronto-lateral
61187,2017S010573    ,Caiguda (dues rodes)
61188,2017S009667    ,Xoc contra element estàtic
61189,2017S004298    ,Abast
61190,2017S010316    ,Abast
61191,2017S009068    ,Abast multiple
61192,2017S009497    ,Altres
61193,2017S007681    ,Abast
61194,2017S001965    ,Col.lisió fronto-lateral
61195,2017S008452    ,Atropellament
61196,2017S008997    ,Abast
61197,2017S000266    ,Abast multiple
61198,2017S008079    ,Abast
61199,2017S005899    ,Atropellament
61200,2017S001433    ,Atropellament
61201,2017S008372    ,Abast
61202,2017S001642    ,Caiguda (dues rodes)
61203,2017S004097    ,Xoc contra element estàtic
61204,2017S007255    ,Abast
61205,2017S005786    ,Col.lisió fronto-lateral
61206,2017S004851    ,Abast
61207,2017S010390    ,Col.lisió lateral
61208,2017S003267    ,Abast
61209,2017S010178    ,Bolcada (més de dues rodes)
61210,2017S008493    ,Col.lisió fronto-lateral
61211,2017S000770    ,Col.lisió fronto-lateral
61212,2017S004382    ,Atropellament
61213,2017S008722    ,Atropellament
61214,2017S005142    ,Col.lisió lateral
61215,2017S002530    ,Atropellament
61216,2017S006293    ,Col.lisió fronto-lateral
61217,2017S008012    ,Abast
61218,2017S009783    ,Abast multiple
61219,2017S005882    ,Col.lisió lateral
61220,2017S008254    ,Abast
61221,2017S005476    ,Col.lisió lateral
61222,2017S003231    ,Caiguda (dues rodes)
61223,2017S009668    ,Abast
61224,2017S006392    ,Abast
61225,2017S006470    ,Abast
61226,2017S004325    ,Caiguda (dues rodes)
61227,2017S006711    ,Abast
61228,2017S004066    ,Abast multiple
61229,2017S002104    ,Abast
61230,2017S001869    ,Altres
61231,2017S001057    ,Abast
61232,2017S001878    ,Abast
61233,2017S008239    ,Caiguda (dues rodes)
61234,2017S008650    ,Atropellament
61235,2017S004636    ,Col.lisió fronto-lateral
61236,2017S008902    ,Col.lisió lateral
61237,2017S008253    ,Atropellament
61238,2017S008288    ,Col.lisió fronto-lateral
61239,2017S009095    ,Abast
61240,2017S005353    ,Abast
61241,2017S009066    ,Xoc contra element estàtic
61242,2017S008207    ,Caiguda (dues rodes)
61243,2017S008207    ,Xoc contra element estàtic
61244,2017S010516    ,Abast multiple
61245,2017S010727    ,Caiguda interior vehicle
61246,2017S003314    ,Caiguda (dues rodes)
61247,2017S004109    ,Abast
61248,2017S004887    ,Abast multiple
61249,2017S008637    ,Col.lisió fronto-lateral
61250,2017S004431    ,Abast
61251,2017S008064    ,Xoc contra element estàtic
61252,2017S008144    ,Col.lisió fronto-lateral
61253,2017S003624    ,Xoc contra element estàtic
61254,2017S004347    ,Col.lisió fronto-lateral
61255,2017S003404    ,Col.lisió fronto-lateral
61256,2017S006948    ,Xoc contra element estàtic
61257,2017S006726    ,Col.lisió lateral
61258,2017S005305    ,Xoc contra element estàtic
61259,2017S000201    ,Atropellament
61260,2017S009984    ,Col.lisió fronto-lateral
61261,2017S010757    ,Col.lisió lateral
61262,2017S003724    ,Atropellament
61263,2017S001080    ,Col.lisió fronto-lateral
61264,2017S008111    ,Caiguda interior vehicle
61265,2017S006908    ,Abast
61266,2017S003514    ,Abast
61267,2017S005529    ,Abast
61268,2017S006798    ,Abast
61269,2017S004537    ,Col.lisió lateral
61270,2017S008725    ,Col.lisió fronto-lateral
61271,2017S003766    ,Col.lisió fronto-lateral
61272,2017S001324    ,Col.lisió fronto-lateral
61273,2017S003108    ,Abast
61274,2017S002441    ,Col.lisió lateral
61275,2017S006777    ,Caiguda (dues rodes)
61276,2017S000257    ,Col.lisió fronto-lateral
61277,2017S004909    ,Caiguda (dues rodes)
61278,2017S005530    ,Col.lisió lateral
61279,2017S009406    ,Caiguda (dues rodes)
61280,2017S008341    ,Col.lisió fronto-lateral
61281,2017S000290    ,Col.lisió lateral
61282,2017S007588    ,Caiguda (dues rodes)
61283,2017S003570    ,Caiguda (dues rodes)
61284,2017S009748    ,Atropellament
61285,2017S007533    ,Col.lisió fronto-lateral
61286,2017S004008    ,Col.lisió fronto-lateral
61287,2017S005978    ,Abast
61288,2017S009495    ,Abast
61289,2017S001699    ,Col.lisió lateral
61290,2017S007005    ,Caiguda interior vehicle
61291,2017S008547    ,Col.lisió lateral
61292,2017S005099    ,Abast
61293,2017S001268    ,Col.lisió lateral
61294,2017S004890    ,Abast multiple
61295,2017S001434    ,Col.lisió fronto-lateral
61296,2017S006712    ,Col.lisió fronto-lateral
61297,2017S008002    ,Caiguda interior vehicle
61298,2017S003479    ,Col.lisió lateral
61299,2017S003116    ,Caiguda (dues rodes)
61300,2017S008307    ,Col.lisió fronto-lateral
61301,2017S001993    ,Col.lisió lateral
61302,2017S008726    ,Col.lisió fronto-lateral
61303,2017S003320    ,Abast
61304,2017S005555    ,Atropellament
61305,2017S001414    ,Caiguda (dues rodes)
61306,2017S000792    ,Abast
61307,2017S006582    ,Atropellament
61308,2017S002413    ,Col.lisió fronto-lateral
61309,2017S007322    ,Abast
61310,2017S009795    ,Col.lisió lateral
61311,2017S009904    ,Altres
61312,2017S001781    ,Atropellament
61313,2017S005570    ,Atropellament
61314,2017S010631    ,Atropellament
61315,2017S005016    ,Atropellament
61316,2017S008334    ,Atropellament
61317,2017S008108    ,Abast
61318,2017S004185    ,Caiguda (dues rodes)
61319,2017S001142    ,Abast
61320,2017S002261    ,Col.lisió lateral
61321,2017S009518    ,Desconegut
61322,2017S005326    ,Col.lisió lateral
61323,2017S009129    ,Col.lisió lateral
61324,2017S010771    ,Abast multiple
61325,2017S009177    ,Xoc contra element estàtic
61326,2017S007791    ,Caiguda interior vehicle
61327,2017S000387    ,Abast
61328,2017S008223    ,Abast
61329,2017S009410    ,Col.lisió fronto-lateral
61330,2017S010175    ,Col.lisió fronto-lateral
61331,2017S004080    ,Abast
61332,2017S001707    ,Abast
61333,2017S007703    ,Atropellament
61334,2017S007252    ,Col.lisió lateral
61335,2017S003876    ,Atropellament
61336,2017S004304    ,Caiguda (dues rodes)
61337,2017S010562    ,Atropellament
61338,2017S000472    ,Col.lisió lateral
61339,2017S000911    ,Col.lisió lateral
61340,2017S006660    ,Abast
61341,2017S006105    ,Abast
61342,2017S002111    ,Col.lisió fronto-lateral
61343,2017S000270    ,Abast
61344,2017S003173    ,Col.lisió fronto-lateral
61345,2017S007821    ,Xoc contra element estàtic
61346,2017S003534    ,Col.lisió fronto-lateral
61347,2017S004090    ,Col.lisió fronto-lateral
61348,2017S002025    ,Col.lisió fronto-lateral
61349,2017S001724    ,Abast
61350,2017S008075    ,Caiguda (dues rodes)
61351,2017S005885    ,Altres
61352,2017S001904    ,Atropellament
61353,2017S001647    ,Atropellament
61354,2017S003537    ,Col.lisió lateral
61355,2017S002234    ,Col.lisió fronto-lateral
61356,2017S001653    ,Caiguda (dues rodes)
61357,2017S000668    ,Caiguda (dues rodes)
61358,2017S004452    ,Col.lisió fronto-lateral
61359,2017S007816    ,Col.lisió lateral
61360,2017S003509    ,Caiguda (dues rodes)
61361,2017S009731    ,Col.lisió lateral
61362,2017S007438    ,Abast
61363,2017S010252    ,Caiguda (dues rodes)
61364,2017S005493    ,Col.lisió lateral
61365,2017S006555    ,Col.lisió lateral
61366,2017S008419    ,Col.lisió lateral
61367,2017S006360    ,Col.lisió fronto-lateral
61368,2017S009224    ,Col.lisió lateral
61369,2017S005876    ,Col.lisió fronto-lateral
61370,2017S010564    ,Abast
61371,2017S000148    ,Abast
61372,2017S000308    ,Col.lisió lateral
61373,2017S008400    ,Col.lisió lateral
61374,2017S009883    ,Col.lisió fronto-lateral
61375,2017S004581    ,Atropellament
61376,2017S010673    ,Abast
61377,2017S008333    ,Caiguda (dues rodes)
61378,2017S009055    ,Atropellament
61379,2017S009752    ,Col.lisió lateral
61380,2017S000827    ,Col.lisió lateral
61381,2017S001064    ,Abast multiple
61382,2017S000640    ,Altres
61383,2017S000476    ,Caiguda (dues rodes)
61384,2017S001721    ,Abast
61385,2017S000566    ,Xoc contra element estàtic
61386,2017S001917    ,Abast
61387,2017S000986    ,Abast
61388,2017S007447    ,Col.lisió fronto-lateral
61389,2017S001768    ,Col.lisió fronto-lateral
61390,2017S008982    ,Col.lisió fronto-lateral
61391,2017S004622    ,Col.lisió fronto-lateral
61392,2017S003880    ,Caiguda (dues rodes)
61393,2017S010498    ,Abast multiple
61394,2017S009158    ,Atropellament
61395,2017S000337    ,Abast
61396,2017S010466    ,Col.lisió frontal
61397,2017S003599    ,Abast
61398,2017S010363    ,Col.lisió lateral
61399,2017S005449    ,Abast
61400,2017S003776    ,Col.lisió fronto-lateral
61401,2017S006848    ,Col.lisió lateral
61402,2017S007411    ,Xoc contra element estàtic
61403,2017S007157    ,Col.lisió lateral
61404,2017S001260    ,Abast
61405,2017S006830    ,Abast
61406,2017S008298    ,Col.lisió lateral
61407,2017S008476    ,Caiguda (dues rodes)
61408,2017S007112    ,Caiguda (dues rodes)
61409,2017S007746    ,Col.lisió lateral
61410,2017S009695    ,Col.lisió fronto-lateral
61411,2017S003093    ,Col.lisió lateral
61412,2017S004933    ,Abast
61413,2017S007146    ,Abast
61414,2017S006621    ,Abast
61415,2017S003324    ,Abast
61416,2017S005125    ,Caiguda interior vehicle
61417,2017S000905    ,Atropellament
61418,2017S001141    ,Col.lisió fronto-lateral
61419,2017S008315    ,Atropellament
61420,2017S009200    ,Col.lisió fronto-lateral
61421,2017S000732    ,Abast
61422,2017S000732    ,Col.lisió lateral
61423,2017S010428    ,Caiguda interior vehicle
61424,2017S005689    ,Abast
61425,2017S005565    ,Col.lisió fronto-lateral
61426,2017S009422    ,Col.lisió lateral
61427,2017S003592    ,Caiguda (dues rodes)
61428,2017S004322    ,Abast
61429,2017S000806    ,Caiguda (dues rodes)
61430,2017S001531    ,Abast
61431,2017S005744    ,Atropellament
61432,2017S003494    ,Col.lisió lateral
61433,2017S005633    ,Abast
61434,2017S006735    ,Caiguda (dues rodes)
61435,2017S008564    ,Abast
61436,2017S001506    ,Xoc contra element estàtic
61437,2017S004500    ,Caiguda (dues rodes)
61438,2017S007844    ,Col.lisió lateral
61439,2017S008447    ,Col.lisió fronto-lateral
61440,2017S003171    ,Altres
61441,2017S009699    ,Caiguda (dues rodes)
61442,2017S009699    ,Abast
61443,2017S002299    ,Col.lisió lateral
61444,2017S010523    ,Abast
61445,2017S002592    ,Atropellament
61446,2017S010063    ,Col.lisió fronto-lateral
61447,2017S004996    ,Xoc contra element estàtic
61448,2017S000828    ,Abast
61449,2017S003143    ,Atropellament
61450,2017S001816    ,Atropellament
61451,2017S000001    ,Xoc contra element estàtic
61452,2017S003191    ,Col.lisió lateral
61453,2017S009743    ,Caiguda interior vehicle
61454,2017S009461    ,Atropellament
61455,2017S000293    ,Atropellament
61456,2017S006209    ,Xoc contra element estàtic
61457,2017S006158    ,Col.lisió fronto-lateral
61458,2017S002003    ,Xoc contra element estàtic
61459,2017S000519    ,Abast multiple
61460,2017S009206    ,Caiguda (dues rodes)
61461,2017S006343    ,Abast
61462,2017S000961    ,Col.lisió lateral
61463,2017S005776    ,Col.lisió lateral
61464,2017S010384    ,Caiguda (dues rodes)
61465,2017S001176    ,Col.lisió lateral
61466,2017S007555    ,Caiguda (dues rodes)
