"Número d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripció dia setmana","Dia setmana","Descripció tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripció causa vianant","Desc. Tipus vehicle implicat","Descripció sexe","Descripció tipus persona",Edat,"Descripció victimització","Coordenada UTM (Y)","Coordenada UTM (X)"
2015S004886,4,"Les Corts",21,Pedralbes,701268,"Dalt (Llobregat)",000570000,Dijous,Dj,Laboral,2015,6,Juny,25,06,"No és causa del  vianant",Furgoneta,Home,Conductor,32,"Ferit lleu","4582724,52","425559,87"
2015S008008,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",278404,"Reina Victòria","0026 0026",Dissabte,Ds,Laboral,2015,10,Octubre,24,09,"No és causa del  vianant",Taxi,Home,Conductor,54,"Ferit lleu","4583401,04","427938,45"
2015S002467,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",315806,"Santa Fe de Nou Mèxic","0011 0011",Dimecres,Dc,Laboral,2015,4,Abril,1,08,"No és causa del  vianant",Motocicleta,Home,Conductor,23,"Ferit lleu","4583098,45","427935,05"
2015S003533,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",196900,"Marià Cubí","0190 0190",Divendres,Dv,Laboral,2015,5,Maig,8,07,"No és causa del  vianant",Turismo,Dona,Passatger,38,"Ferit lleu","4583152,15","428518,96"
2015S003533,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",196900,"Marià Cubí","0190 0190",Divendres,Dv,Laboral,2015,5,Maig,8,07,"No és causa del  vianant",Ciclomotor,Home,Conductor,16,"Ferit lleu","4583152,15","428518,96"
2015S002367,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",214106,Modolell,"0001 0003",Dissabte,Ds,Laboral,2015,3,Març,28,09,"No és causa del  vianant",Motocicleta,Dona,Conductor,46,"Ferit lleu","4583254,05","427979,23"
2015S001127,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",196900,"Marià Cubí","0180 0180",Divendres,Dv,Laboral,2015,2,Febrer,13,02,"No és causa del  vianant",Turismo,Home,Vianant,73,"Ferit lleu","4583183,56","428560,66"
2015S003147,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,Muntaner,"0387 0391",Dissabte,Ds,Laboral,2015,4,Abril,25,08,"No és causa del  vianant",Motocicleta,Dona,Passatger,39,"Ferit lleu","4583668,83","428383,87"
2015S007007,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",139805,Ganduxer,"0003 0003",Divendres,Dv,Laboral,2015,9,Setembre,18,04,"No és causa del  vianant",Bicicleta,Home,Conductor,29,"Ferit lleu","4582840,88","428106,07"
2015S001717,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,Muntaner,"0439 0439",Dijous,Dj,Laboral,2015,3,Març,5,04,"No és causa del  vianant",Autobús,Dona,Passatger,84,"Ferit lleu","4583839,92","428214,85"
2015S008892,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",367752,Wagner,"0001 0003",Dimarts,Dm,Laboral,2015,11,Novembre,24,08,"No és causa del  vianant",Motocicleta,Home,Conductor,30,"Ferit lleu","4582911,12","428149,81"
2015S006613,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",123000,"Ferran Agulló",0000X0000X,Dimecres,Dc,Laboral,2015,9,Setembre,2,12,"No és causa del  vianant",Ciclomotor,Home,Conductor,47,"Ferit lleu","4583201,28","428296,65"
2015S003051,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,Augusta,"0232 0232",Dimecres,Dc,Laboral,2015,4,Abril,22,08,"No és causa del  vianant",Turismo,Dona,Passatger,42,"Ferit lleu","4583498,58","428029,75"
2015S004600,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",90105,Copèrnic,"0033 0033",Diumenge,Dg,Laboral,2015,6,Juny,14,10,"No és causa del  vianant",Motocicleta,Home,Conductor,29,"Ferit lleu","4583766,86","428140,21"
2015S006962,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",248403,"Prats de Molló","0001 0005",Dimecres,Dc,Laboral,2015,9,Setembre,16,02,"No és causa del  vianant",Motocicleta,Dona,Conductor,41,"Ferit lleu","4583880,93","427953,60"
2015S008576,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",248403,"Prats de Molló","0004 0004",Divendres,Dv,Laboral,2015,11,Novembre,13,02,"No és causa del  vianant",Motocicleta,Home,Conductor,38,"Ferit lleu","4583869,46","427943,49"
2015S006582,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",248403,"Prats de Molló","0010 0012",Dimarts,Dm,Laboral,2015,9,Setembre,1,12,"No és causa del  vianant",Ciclomotor,Home,Conductor,17,"Ferit lleu","4583869,51","428011,36"
2015S001394,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",55807,"Francesc Macià","0004 0004",Dilluns,Dl,Laboral,2015,2,Febrer,23,03,"No és causa del  vianant",Ciclomotor,Home,Conductor,43,"Ferit lleu","4582973,84","428568,26"
2015S008598,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,Muntaner,"0234 0234",Dissabte,Ds,Laboral,2015,11,Novembre,14,02,"No és causa del  vianant",Motocicleta,Home,Conductor,21,"Ferit lleu","4583086,08","428993,23"
2015S002081,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,Muntaner,"0359 0359",Dijous,Dj,Laboral,2015,3,Març,19,12,"Desobeir el senyal del semàfor",Autobús,Home,Vianant,49,"Ferit lleu","4583554,72","428496,64"
2015S000167,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,Aribau,"0212 0216",Divendres,Dv,Laboral,2015,1,Gener,9,10,"No és causa del  vianant",Motocicleta,Home,Conductor,21,"Ferit lleu","4583157,04","429102,09"
2015S001835,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,Diagonal,"0506 0506",Dimarts,Dm,Laboral,2015,3,Març,10,10,"No és causa del  vianant",Motocicleta,Dona,Conductor,52,"Ferit lleu","4583198,41","429366,93"
2015S006297,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,Aribau,"0306 0306",Dimecres,Dc,Laboral,2015,8,Agost,19,12,"No és causa del  vianant",Motocicleta,Home,Conductor,59,"Ferit lleu","4583597,32","428725,97"
2015S008941,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",175900,Laforja,"0106 0106",Dijous,Dj,Laboral,2015,11,Novembre,26,11,"Creuar per fora pas de vianants",Turismo,Dona,Vianant,56,"Ferit lleu","4583298,27","428601,32"
2015S003812,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",187105,Madrazo,"0068 0070",Dilluns,Dl,Laboral,2015,5,Maig,18,08,"No és causa del  vianant",Bicicleta,Dona,Conductor,26,"Ferit lleu","4583587,16","428790,12"
2015S008289,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,Aribau,"0263 0263",Dimecres,Dc,Laboral,2015,11,Novembre,4,09,"No és causa del  vianant",Autobús,Dona,Passatger,45,"Ferit lleu","4583615,67","428679,12"
2015S003475,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,Muntaner,"0281 0281",Dijous,Dj,Laboral,2015,5,Maig,7,03,"No és causa del  vianant",Autobús,Home,Passatger,5,"Ferit lleu","4583286,23","428759,52"
2015S000168,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,Augusta,"0029 0029",Divendres,Dv,Laboral,2015,1,Gener,9,09,"No és causa del  vianant",Motocicleta,Dona,Conductor,36,"Ferit lleu","4583427,51","429377,50"
2015S008953,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,Balmes,"0214 0214",Dijous,Dj,Laboral,2015,11,Novembre,26,12,"No és causa del  vianant",Turismo,Dona,Passatger,86,"Ferit lleu","4583477,56","429186,27"
2015S001373,4,"Les Corts",21,Pedralbes,248108,Pearson,"0014 0016",Diumenge,Dg,Laboral,2015,2,Febrer,22,01,"No és causa del  vianant",Turismo,Home,Conductor,19,"Ferit lleu","4583085,55","425604,68"
2015S001373,4,"Les Corts",21,Pedralbes,248108,Pearson,"0014 0016",Diumenge,Dg,Laboral,2015,2,Febrer,22,01,"No és causa del  vianant",Turismo,Home,Conductor,48,"Ferit lleu","4583085,55","425604,68"
2015S001746,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,Balmes,"0275 0275",Divendres,Dv,Laboral,2015,3,Març,6,03,"No és causa del  vianant",Motocicleta,Home,Conductor,57,"Ferit lleu","4583782,91","428893,85"
2015S001839,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",70607,Casanova,"0260 0260",Dimarts,Dm,Laboral,2015,3,Març,10,12,"No és causa del  vianant",Motocicleta,Home,Conductor,43,"Ferit lleu","4583048,12","428833,85"
2015S004873,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,Diagonal,"0580 0580",Dimarts,Dm,Laboral,2015,6,Juny,23,08,"No és causa del  vianant",Turismo,Home,Conductor,29,"Ferit lleu","4583035,46","428868,32"
2015S002363,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,Diagonal,"0580 0580",Divendres,Dv,Laboral,2015,3,Març,27,07,"No és causa del  vianant",Autobús,Dona,Passatger,48,"Ferit lleu","4583035,46","428868,32"
2015S000639,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",148806,"Granada del Penedès","0004 0004",Dilluns,Dl,Laboral,2015,1,Gener,26,07,"No és causa del  vianant",Autobús,Dona,Passatger,58,"Ferit lleu","4583425,09","429329,46"
2015S006944,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",175900,Laforja,"0001 0001",Dimarts,Dm,Laboral,2015,9,Setembre,15,07,"Transitar a peu per la calçada",Autobús,Home,Vianant,37,"Ferit lleu","4583725,11","429129,08"
2015S000387,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,Muntaner,"0269 0269",Divendres,Dv,Laboral,2015,1,Gener,16,11,"No és causa del  vianant",Motocicleta,Home,Conductor,31,"Ferit lleu","4583234,61","428809,83"
2015S009401,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",187105,Madrazo,"0033 0037",Divendres,Dv,Laboral,2015,12,Desembre,11,09,"No és causa del  vianant",Motocicleta,Home,Conductor,68,"Ferit lleu","4583758,79","428984,18"
2015S004636,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",278404,"Reina Victòria","0007 0007",Dimarts,Dm,Laboral,2015,6,Juny,16,01,"No és causa del  vianant",Turismo,Dona,Conductor,42,"Ferit lleu","4583428,69","428285,93"
2015S006392,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",50600,"Bon Pastor","0000 0000",Dilluns,Dl,Laboral,2015,8,Agost,24,05,"No és causa del  vianant",Turismo,Dona,Passatger,20,"Ferit lleu","4583114,00","429032,92"
2015S006392,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",50600,"Bon Pastor","0000 0000",Dilluns,Dl,Laboral,2015,8,Agost,24,05,"No és causa del  vianant",Turismo,Dona,Conductor,60,"Ferit lleu","4583114,00","429032,92"
2015S008885,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,Aribau,"0258 0258",Dimarts,Dm,Laboral,2015,11,Novembre,24,06,"No és causa del  vianant",Taxi,Dona,Vianant,75,"Ferit lleu","4583347,01","428931,46"
2015S000989,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,Augusta,"0177 0183",Dilluns,Dl,Laboral,2015,2,Febrer,9,09,"No és causa del  vianant",Motocicleta,Home,Conductor,45,"Ferit lleu","4583511,05","428345,19"
2015S001475,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",54600,Calaf,"0020 0020",Dimecres,Dc,Laboral,2015,2,Febrer,25,07,"No és causa del  vianant",Motocicleta,Home,Conductor,36,"Ferit lleu","4583398,05","428500,90"
2015S007434,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,Balmes,"0217 0219",Diumenge,Dg,Laboral,2015,10,Octubre,4,01,"No és causa del  vianant",Turismo,Dona,Passatger,23,"Ferit lleu","4583560,81","429112,87"
2015S006792,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,Balmes,"0221 0223",Dimecres,Dc,Laboral,2015,9,Setembre,9,01,"No és causa del  vianant",Autobús,Dona,Passatger,83,"Ferit lleu","4583576,22","429104,19"
2015S000895,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,Muntaner,"0370 0372",Dijous,Dj,Laboral,2015,2,Febrer,5,10,"No és causa del  vianant",Motocicleta,Home,Conductor,52,"Ferit lleu","4583646,31","428436,64"
2015S006056,5,"Sarrià-Sant Gervasi",23,Sarrià,62450,"Capella de Can Caralleu",0002B0002B,Divendres,Dv,Laboral,2015,8,Agost,7,11,"No és causa del  vianant",Turismo,Home,Conductor,49,"Ferit lleu","4583983,73","425675,43"
2015S004199,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0000 0000",Diumenge,Dg,Laboral,2015,5,Maig,31,06,"No és causa del  vianant",Turismo,Home,Conductor,20,"Ferit lleu","4584042,33","428061,19"
2015S004094,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0134 0134",Dimecres,Dc,Laboral,2015,5,Maig,27,02,"No és causa del  vianant",Motocicleta,Home,Conductor,32,"Ferit lleu","4584058,75","428078,63"
2015S000137,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0140 0140",Dijous,Dj,Laboral,2015,1,Gener,8,12,"No és causa del  vianant",Ciclomotor,Home,Conductor,37,"Ferit lleu","4584085,76","428109,25"
2015S002283,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",246805,"Rector Ubach","0006 0006",Dimecres,Dc,Laboral,2015,3,Març,25,04,"Desobeir el senyal del semàfor",Bicicleta,Home,Vianant,68,"Ferit lleu","4583637,08","428626,76"
2015S001968,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",151301,Gualbes,"0001 0001",Dissabte,Ds,Laboral,2015,3,Març,14,06,"No és causa del  vianant",Ciclomotor,Dona,Vianant,17,"Ferit lleu","4583927,72","428187,42"
2015S000695,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,Augusta,"0162 0162",Dimecres,Dc,Laboral,2015,1,Gener,28,06,"Creuar per fora pas de vianants",Motocicleta,Home,Conductor,35,"Ferit lleu","4583665,31","428534,60"
2015S001198,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,Balmes,"0293 0293",Dimarts,Dm,Laboral,2015,2,Febrer,17,09,"No és causa del  vianant",Motocicleta,Home,Conductor,38,"Ferit lleu","4583907,41","428746,37"
2015S002836,5,"Sarrià-Sant Gervasi",23,Sarrià,149004,Granados,"0001 0001",Dijous,Dj,Laboral,2015,4,Abril,16,05,"No és causa del  vianant",Turismo,Home,Conductor,32,"Ferit lleu","4584314,45","426371,78"
2015S004003,5,"Sarrià-Sant Gervasi",23,Sarrià,195602,Margenat,0013U0013U,Diumenge,Dg,Laboral,2015,5,Maig,24,11,"No és causa del  vianant",Turismo,Home,Conductor,79,"Ferit lleu","4583946,95","426573,46"
2015S004003,5,"Sarrià-Sant Gervasi",23,Sarrià,195602,Margenat,0013U0013U,Diumenge,Dg,Laboral,2015,5,Maig,24,11,"No és causa del  vianant",Turismo,Dona,Passatger,3,"Ferit lleu","4583946,95","426573,46"
2015S003948,5,"Sarrià-Sant Gervasi",23,Sarrià,218402,Montevideo,"0023 0023",Divendres,Dv,Laboral,2015,5,Maig,22,10,"No és causa del  vianant",Turismo,Home,Passatger,26,"Ferit lleu","4583332,54","425833,51"
2015S003969,5,"Sarrià-Sant Gervasi",23,Sarrià,107300,"Eduardo Conde","0027 0027",Divendres,Dv,Laboral,2015,5,Maig,22,10,"No és causa del  vianant",Turismo,Dona,Passatger,18,"Ferit lleu","4583163,33","426602,02"
2015S007628,5,"Sarrià-Sant Gervasi",23,Sarrià,215302,Monestir,"0014 0014",Dissabte,Ds,Laboral,2015,10,Octubre,10,11,"No és causa del  vianant",Motocicleta,Home,Conductor,16,"Ferit lleu","4583506,88","426142,39"
2015S000542,5,"Sarrià-Sant Gervasi",23,Sarrià,701267,"Dalt (Besòs)",000690000,Dijous,Dj,Laboral,2015,1,Gener,22,08,"No és causa del  vianant",Turismo,Dona,Passatger,23,"Ferit lleu","4583831,66","426007,10"
2015S002107,5,"Sarrià-Sant Gervasi",23,Sarrià,701268,"Dalt (Llobregat)",000670000,Divendres,Dv,Laboral,2015,3,Març,20,05,"No és causa del  vianant",Turismo,Dona,Passatger,42,"Ferit lleu","4583630,98","425990,82"
2015S005093,5,"Sarrià-Sant Gervasi",23,Sarrià,195602,Margenat,"0031 0033",Dijous,Dj,Laboral,2015,7,Juliol,2,07,"No és causa del  vianant",Ciclomotor,Home,Conductor,26,"Ferit lleu","4584040,48","426700,44"
2015S004833,5,"Sarrià-Sant Gervasi",23,Sarrià,28000,Augusta,"0321 0321",Dilluns,Dl,Laboral,2015,6,Juny,22,07,"No és causa del  vianant",Motocicleta,Home,Conductor,24,"Ferit lleu","4583664,33","426860,79"
2015S004833,5,"Sarrià-Sant Gervasi",23,Sarrià,28000,Augusta,"0321 0321",Dilluns,Dl,Laboral,2015,6,Juny,22,07,"No és causa del  vianant",Motocicleta,Home,Conductor,36,"Ferit lleu","4583664,33","426860,79"
2015S000805,5,"Sarrià-Sant Gervasi",23,Sarrià,16907,Anglí,"0062 0062",Dilluns,Dl,Laboral,2015,2,Febrer,2,09,"No és causa del  vianant",Ciclomotor,Home,Conductor,28,"Ferit lleu","4584123,82","426766,92"
2015S003720,5,"Sarrià-Sant Gervasi",23,Sarrià,701254,"Pere Figuera i Serra","0001 0001",Divendres,Dv,Laboral,2015,5,Maig,15,08,"No és causa del  vianant",Motocicleta,Home,Conductor,46,"Ferit lleu","4583669,98","426783,38"
2015S005520,5,"Sarrià-Sant Gervasi",23,Sarrià,44709,Bonanova,"0092 0092",Divendres,Dv,Laboral,2015,7,Juliol,17,02,"No és causa del  vianant",Motocicleta,Home,Conductor,16,"Ferit lleu","4583896,53","426863,44"
2015S009600,5,"Sarrià-Sant Gervasi",23,Sarrià,278007,"Reina Elisenda de Montcada","0008 0008",Dijous,Dj,Laboral,2015,12,Desembre,17,08,"No és causa del  vianant",Motocicleta,Dona,Passatger,14,"Ferit lleu","4583718,07","426592,37"
2015S006884,5,"Sarrià-Sant Gervasi",23,Sarrià,278007,"Reina Elisenda de Montcada","0009 0011",Diumenge,Dg,Laboral,2015,9,Setembre,13,09,"No és causa del  vianant",Taxi,Home,Passatger,45,"Ferit lleu","4583647,97","426520,42"
2015S003445,5,"Sarrià-Sant Gervasi",23,Sarrià,278007,"Reina Elisenda de Montcada","0012 0012",Dimecres,Dc,Laboral,2015,5,Maig,6,05,"No és causa del  vianant",Motocicleta,Home,Conductor,33,"Ferit lleu","4583692,14","426548,13"
2015S002586,5,"Sarrià-Sant Gervasi",23,Sarrià,278007,"Reina Elisenda de Montcada","0014 0014",Dimarts,Dm,Laboral,2015,4,Abril,7,10,"No és causa del  vianant",Turismo,Dona,Vianant,65,"Ferit lleu","4583683,17","426534,53"
2015S002070,5,"Sarrià-Sant Gervasi",23,Sarrià,278007,"Reina Elisenda de Montcada",0018B0018B,Dimecres,Dc,Laboral,2015,3,Març,18,10,"Creuar per fora pas de vianants",Motocicleta,Home,Vianant,47,"Ferit lleu","4583616,03","426445,27"
2015S002145,5,"Sarrià-Sant Gervasi",23,Sarrià,100901,"Carrasco i Formiguera","0015 0015",Dissabte,Ds,Laboral,2015,3,Març,21,10,"No és causa del  vianant",Turismo,Home,Passatger,Desconegut,"Ferit lleu","4583981,10","426714,64"
2015S002145,5,"Sarrià-Sant Gervasi",23,Sarrià,100901,"Carrasco i Formiguera","0015 0015",Dissabte,Ds,Laboral,2015,3,Març,21,10,"No és causa del  vianant",Turismo,Home,Conductor,Desconegut,"Ferit lleu","4583981,10","426714,64"
2015S007258,5,"Sarrià-Sant Gervasi",23,Sarrià,357103,Vergós,"0048 0048",Dilluns,Dl,Laboral,2015,9,Setembre,28,04,"No és causa del  vianant",Autobús,Dona,Passatger,68,"Ferit lleu","4583366,98","427061,39"
2015S007024,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",139805,Ganduxer,"0119 0119",Divendres,Dv,Laboral,2015,9,Setembre,18,05,"No és causa del  vianant",Motocicleta,Home,Vianant,74,"Ferit lleu","4583942,71","427541,78"
2015S000837,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",357103,Vergós,"0047 0049",Dimarts,Dm,Laboral,2015,2,Febrer,3,01,"No és causa del  vianant",Motocicleta,Dona,Passatger,31,"Ferit lleu","4583413,85","427140,43"
2015S009448,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",357103,Vergós,0055B0055B,Dissabte,Ds,Laboral,2015,12,Desembre,12,02,"No és causa del  vianant",Turismo,Home,Conductor,49,"Ferit lleu","4583358,77","427107,01"
2015S000498,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",16907,Anglí,"0014 0016",Dimecres,Dc,Laboral,2015,1,Gener,21,08,"No és causa del  vianant",Motocicleta,Dona,Passatger,28,"Ferit lleu","4583649,20","427109,97"
2015S007901,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",54906,Calatrava,"0042 0042",Dimecres,Dc,Laboral,2015,10,Octubre,21,10,"No és causa del  vianant",Motocicleta,Home,Conductor,30,"Ferit lleu","4583788,95","427318,40"
2015S001843,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28000,Augusta,"0261 0263",Dimarts,Dm,Laboral,2015,3,Març,10,12,"No és causa del  vianant",Motocicleta,Dona,Conductor,46,"Ferit lleu","4583469,23","427539,42"
2015S000255,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28000,Augusta,"0261 0263",Dimarts,Dm,Laboral,2015,1,Gener,13,07,"No és causa del  vianant",Turismo,Home,Vianant,51,"Ferit lleu","4583469,23","427539,42"
2015S002482,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28000,Augusta,"0289 0289",Dijous,Dj,Laboral,2015,4,Abril,2,11,"No és causa del  vianant",Motocicleta,Home,Conductor,31,"Ferit lleu","4583470,64","427268,78"
2015S006858,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28000,Augusta,"0338 0340",Dissabte,Ds,Laboral,2015,9,Setembre,12,02,"No és causa del  vianant",Motocicleta,Dona,Conductor,21,"Ferit lleu","4583742,29","426868,77"
2015S002690,5,"Sarrià-Sant Gervasi",23,Sarrià,120308,"Francesc Carbonell","0021 0023",Dissabte,Ds,Laboral,2015,4,Abril,11,11,"No és causa del  vianant",Turismo,Home,Vianant,4,"Ferit lleu","4582961,27","427008,22"
2015S007262,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",143904,"General Mitre","0057 0057",Dilluns,Dl,Laboral,2015,9,Setembre,28,05,"No és causa del  vianant",Ciclomotor,Home,Conductor,23,"Ferit lleu","4583301,64","427654,26"
2015S002296,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",143904,"General Mitre","0057 0057",Dimecres,Dc,Laboral,2015,3,Març,25,10,"No és causa del  vianant",Motocicleta,Home,Conductor,34,"Ferit lleu","4583301,64","427654,26"
2015S001326,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",103502,"Doctor Roux","0052 0052",Divendres,Dv,Laboral,2015,2,Febrer,20,06,"No és causa del  vianant",Ciclomotor,Home,Conductor,52,"Ferit lleu","4583429,50","427425,97"
2015S006565,5,"Sarrià-Sant Gervasi",23,Sarrià,120308,"Francesc Carbonell","0030 0030",Dimarts,Dm,Laboral,2015,9,Setembre,1,09,"No és causa del  vianant",Turismo,Home,Vianant,23,"Ferit lleu","4582936,81","427010,50"
2015S009162,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",196106,"Maria Auxiliadora","0001 0001",Dimecres,Dc,Laboral,2015,12,Desembre,2,03,"No és causa del  vianant",Ciclomotor,Home,Conductor,24,"Ferit lleu","4583228,50","427330,46"
2015S008251,5,"Sarrià-Sant Gervasi",23,Sarrià,701268,"Dalt (Llobregat)",000710000,Dilluns,Dl,Laboral,2015,11,Novembre,2,08,"No és causa del  vianant",Motocicleta,Home,Conductor,22,"Ferit lleu","4583980,19","426145,19"
2015S003315,5,"Sarrià-Sant Gervasi",23,Sarrià,701268,"Dalt (Llobregat)",000720000,Dijous,Dj,Laboral,2015,4,Abril,30,03,"No és causa del  vianant",Motocicleta,Home,Conductor,42,"Ferit lleu","4584059,90","426205,42"
2015S002352,5,"Sarrià-Sant Gervasi",23,Sarrià,193108,"Manuel Girona","0059 0059",Divendres,Dv,Laboral,2015,3,Març,27,05,"No és causa del  vianant",Turismo,Home,Vianant,2,"Ferit lleu","4582905,68","427133,38"
2015S008097,5,"Sarrià-Sant Gervasi",23,Sarrià,305201,"Sant Joan Bosco","0000 0000",Dimecres,Dc,Laboral,2015,10,Octubre,28,01,"No és causa del  vianant",Autobús,Dona,Passatger,29,"Ferit lleu","4583095,59","427161,93"
2015S000931,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",143904,"General Mitre","0040 0040",Divendres,Dv,Laboral,2015,2,Febrer,6,12,"No és causa del  vianant",Motocicleta,Dona,Conductor,25,"Ferit lleu","4583135,32","427668,44"
2015S004687,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",97308,Dalmases,"0050 0052",Dijous,Dj,Laboral,2015,6,Juny,18,12,"No és causa del  vianant",Motocicleta,Home,Conductor,20,"Ferit lleu","4583995,08","427196,90"
2015S004669,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",97308,Dalmases,"0050 0052",Dimecres,Dc,Laboral,2015,6,Juny,17,01,"No és causa del  vianant",Motocicleta,Dona,Conductor,38,"Ferit lleu","4583995,08","427196,90"
2015S002819,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",97308,Dalmases,0076S0076S,Dijous,Dj,Laboral,2015,4,Abril,16,07,"No és causa del  vianant",Turismo,Dona,Conductor,24,"Ferit lleu","4584102,02","427374,48"
2015S007141,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",95007,"Quatre Camins","0022 0022",Dimarts,Dm,Laboral,2015,9,Setembre,22,04,"No és causa del  vianant",Motocicleta,Home,Conductor,47,"Ferit lleu","4584776,59","427383,22"
2015S006324,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",44709,Bonanova,0024U0024U,Dijous,Dj,Laboral,2015,8,Agost,20,10,"No és causa del  vianant",Motocicleta,Dona,Conductor,35,"Ferit lleu","4584306,69","427427,30"
2015S007322,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",44709,Bonanova,"0042 0042",Dimecres,Dc,Laboral,2015,9,Setembre,30,02,"No és causa del  vianant",Turismo,Dona,Vianant,84,"Ferit lleu","4584190,44","427268,07"
2015S008126,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",44709,Bonanova,"0064 0064",Dijous,Dj,Laboral,2015,10,Octubre,29,10,"No és causa del  vianant",Turismo,Dona,Passatger,23,"Ferit lleu","4584048,28","427072,51"
