"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal","Descripcio_dia_setmana","Dia_setmana","Descripcio_tipus_dia","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_vianant","Descripcio_tipus_vehicle","Descripcio_model","Descripcio_marca","Descripcio_color","Descripcio_carnet","Antiguitat_carnet","Coordenada_UTM_X","Coordenada_UTM_Y","Latitud","Longitud"
"2020S001698    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris","0157 0157","Divendres","Dv","Laboral",2020,3,"Març",6,11,"Matí","No és causa del  vianant","Bicicleta"," ","BTWIN","Negre","Desconegut","Desconegut","430229.84","4583119.55","41.394738417","2.16428457"
"2020S001699    ",2,"Eixample",6,"la Sagrada Família",289105,"Rosselló","0453 0453","Divendres","Dv","Laboral",2020,3,"Març",6,13,"Matí","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Negre","Desconegut","Desconegut","431060.6","4584368.44","41.406058465","2.17407884"
"2020S001699    ",2,"Eixample",6,"la Sagrada Família",289105,"Rosselló","0453 0453","Divendres","Dv","Laboral",2020,3,"Març",6,13,"Matí","No és causa del  vianant","Motocicleta","TWEET 125","PEUGEOT","Negre","A2",29,"431060.6","4584368.44","41.406058465","2.17407884"
"2020S001700    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",700931,"Josep Samitier","0001 0001","Divendres","Dv","Laboral",2020,3,"Març",6,13,"Matí","No és causa del  vianant","Camió rígid <= 3,5 tones","Desconegut","Desconegut","Blanc","D",9,"426422.41","4581657.67","41.381232364","2.11892276"
"2020S001701    ",8,"Nou Barris",48,"la Guineueta",75101,"Caçador","0004X0004X","Divendres","Dv","Laboral",2020,3,"Març",6,14,"Tarda","No és causa del  vianant","Motocicleta","AK 550","KYMCO","Negre","A",9,"430485.77","4588271.35","41.441161021","2.16675329"
"2020S001701    ",8,"Nou Barris",48,"la Guineueta",75101,"Caçador","0004X0004X","Divendres","Dv","Laboral",2020,3,"Març",6,14,"Tarda","No és causa del  vianant","Turisme","206 1.6","PEUGEOT","Negre","B",5,"430485.77","4588271.35","41.441161021","2.16675329"
"2020S001702    ",2,"Eixample",6,"la Sagrada Família",197302,"Marina","0214 0214","Divendres","Dv","Laboral",2020,3,"Març",6,15,"Tarda","No és causa del  vianant","Furgoneta","TALENTO","FIAT","Blanc","B",31,"431368.79","4583937.45","41.402203058","2.17781458"
"2020S001702    ",2,"Eixample",6,"la Sagrada Família",197302,"Marina","0214 0214","Divendres","Dv","Laboral",2020,3,"Març",6,15,"Tarda","No és causa del  vianant","Motocicleta","HIMALAYAN","ROYAL ENFIELD","Blanc","A2",2,"431368.79","4583937.45","41.402203058","2.17781458"
"2020S001703    ",4,"Les Corts",21,"Pedralbes",700086,"Pedro i Pons","0007 0007","Divendres","Dv","Laboral",2020,3,"Març",6,14,"Tarda","No és causa del  vianant","Tot terreny","XC 60","VOLVO","Blanc","B",28,"426743.9","4582539.72","41.389205978","2.12266049"
"2020S001703    ",4,"Les Corts",21,"Pedralbes",700086,"Pedro i Pons","0007 0007","Divendres","Dv","Laboral",2020,3,"Març",6,14,"Tarda","No és causa del  vianant","Bicicleta"," ","BTWIN","Negre","Desconegut","Desconegut","426743.9","4582539.72","41.389205978","2.12266049"
"2020S001704    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",180,"A Zona Franca","9999 9999","Divendres","Dv","Laboral",2020,3,"Març",6,15,"Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Desconegut","A2",5,"428769.13","4577860.73","41.347245828","2.14743156"
"2020S001704    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",180,"A Zona Franca","9999 9999","Divendres","Dv","Laboral",2020,3,"Març",6,15,"Tarda","No és causa del  vianant","Motocicleta","HW 125","YAMAHA","Negre","B",9,"428769.13","4577860.73","41.347245828","2.14743156"
"2020S001705    ",3,"Sants-Montjuïc",16,"la Bordeta",89707,"Constitució","0032 0032","Divendres","Dv","Laboral",2020,3,"Març",6,16,"Tarda","No és causa del  vianant","Furgoneta","KOMBI","VOLKSWAGEN","Gris","B",21,"427905.58","4580385.59","41.369909536","2.13681019"
"2020S001705    ",3,"Sants-Montjuïc",16,"la Bordeta",89707,"Constitució","0032 0032","Divendres","Dv","Laboral",2020,3,"Març",6,16,"Tarda","No és causa del  vianant","Motocicleta","SYMPHONY ST","SYM","Gris","B",7,"427905.58","4580385.59","41.369909536","2.13681019"
"2020S001706    ",4,"Les Corts",19,"les Corts",63703,"Caravel·la La Niña","0021 0021","Divendres","Dv","Laboral",2020,3,"Març",6,15,"Tarda","No és causa del  vianant","Motocicleta","NSC110MPD","HONDA","Blanc","B",11,"427578.22","4582805.61","41.391676338","2.13260686"
"2020S001706    ",4,"Les Corts",19,"les Corts",63703,"Caravel·la La Niña","0021 0021","Divendres","Dv","Laboral",2020,3,"Març",6,15,"Tarda","No és causa del  vianant","Motocicleta","AGILITY CARRY","KYMCO","Negre","B",12,"427578.22","4582805.61","41.391676338","2.13260686"
"2020S001707    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",139805,"Ganduxer","0092 0094","Divendres","Dv","Laboral",2020,3,"Març",6,15,"Tarda","No és causa del  vianant","Autobús","NG 313 F","MAN","Vermell","D",17,"427702.1","4583696.15","41.399708228","2.13398210"
"2020S001708    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)",1140000,"Divendres","Dv","Laboral",2020,3,"Març",6,18,"Tarda","No és causa del  vianant","Turisme","IBIZA","SEAT","Blanc","B",28,"431103.58","4580455.45","41.370818994","2.17503829"
"2020S001708    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)",1140000,"Divendres","Dv","Laboral",2020,3,"Març",6,18,"Tarda","No és causa del  vianant","Motocicleta","MT09TRA (MT-09 TRACER)","YAMAHA","Negre","A",6,"431103.58","4580455.45","41.370818994","2.17503829"
"2020S001709    ",3,"Sants-Montjuïc",18,"Sants",207406,"Melcior de Palau","0031 0031","Divendres","Dv","Laboral",2020,3,"Març",6,17,"Tarda","No és causa del  vianant","Turisme","C1 1.0 SEDUCCTION","CITROEN","Blanc","Sense permís","Desconegut","427497.81","4581370.34","41.378742168","2.13181700"
"2020S001709    ",3,"Sants-Montjuïc",18,"Sants",207406,"Melcior de Palau","0031 0031","Divendres","Dv","Laboral",2020,3,"Març",6,17,"Tarda","No és causa del  vianant","Turisme","LEON","SEAT","Blanc","Desconegut","Desconegut","427497.81","4581370.34","41.378742168","2.13181700"
"2020S001710    ",9,"Sant Andreu",63,"Navas",297001,"Sant Antoni Maria Claret","0428 0434","Divendres","Dv","Laboral",2020,3,"Març",6,14,"Tarda","No és causa del  vianant","Turisme","FOCUS","FORD","Blau","B",11,"431943.96","4585748.48","41.418563374","2.18449107"
"2020S001710    ",9,"Sant Andreu",63,"Navas",297001,"Sant Antoni Maria Claret","0428 0434","Divendres","Dv","Laboral",2020,3,"Març",6,14,"Tarda","No és causa del  vianant","Turisme","TOLEDO","SEAT","Gris","B",22,"431943.96","4585748.48","41.418563374","2.18449107"
"2020S001710    ",9,"Sant Andreu",63,"Navas",297001,"Sant Antoni Maria Claret","0428 0434","Divendres","Dv","Laboral",2020,3,"Març",6,14,"Tarda","No és causa del  vianant","Motocicleta","AGILITY CITY 125","KYMCO","Negre","A",10,"431943.96","4585748.48","41.418563374","2.18449107"
"2020S001711    ",8,"Nou Barris",48,"la Guineueta",351901,"Valldaura","0114X0120X","Divendres","Dv","Laboral",2020,3,"Març",6,18,"Tarda","Creuar per fora pas de vianants","Motocicleta","BULLET CLASSIC EFI","ROYAL ENFIELD","Verd","A",28,"430171.07","4588072.29","41.439340844","2.16300957"
"2020S001712    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)",1100000,"Divendres","Dv","Laboral",2020,3,"Març",6,16,"Tarda","No és causa del  vianant","Furgoneta","TOURNEO CONNECT","FORD","Gris","B",27,"428564.96","4586831.81","41.428027018","2.14393286"
"2020S001712    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)",1100000,"Divendres","Dv","Laboral",2020,3,"Març",6,16,"Tarda","No és causa del  vianant","Motocicleta","GRAND DINK 300","KYMCO","Gris","A2",1,"428564.96","4586831.81","41.428027018","2.14393286"
"2020S001713    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",287201,"Roma","0092 0092","Divendres","Dv","Laboral",2020,3,"Març",6,15,"Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","M-365","XIAOMI","Negre","Desconegut","Desconegut","429033.03","4581850.37","41.383202577","2.1501186"
"2020S001713    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",287201,"Roma","0092 0092","Divendres","Dv","Laboral",2020,3,"Març",6,15,"Tarda","No és causa del  vianant","Taxi","5008 ACTIVE HDI 115","PEUGEOT","Negre/Groc","B",32,"429033.03","4581850.37","41.383202577","2.1501186"
"2020S001714    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,"Augusta","0248 0250","Divendres","Dv","Laboral",2020,3,"Març",6,14,"Tarda","No és causa del  vianant","Motocicleta","SH 100","HONDA","Desconegut","B",26,"427828.24","4583499.61","41.397949409","2.13551438"
"2020S001714    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,"Augusta","0248 0250","Divendres","Dv","Laboral",2020,3,"Març",6,14,"Tarda","No és causa del  vianant","Motocicleta","NSC110MPD","HONDA","Gris","A2",28,"427828.24","4583499.61","41.397949409","2.13551438"
"2020S001715    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",700154,"Gall","0001 0001X","Divendres","Dv","Laboral",2020,3,"Març",6,14,"Tarda","No és causa del  vianant","Motocicleta","S02","SILENCE","Negre","B",5,"429571.02","4582151.42","41.385961337","2.15651721"
"2020S001715    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",700154,"Gall","0001 0001X","Divendres","Dv","Laboral",2020,3,"Març",6,14,"Tarda","No és causa del  vianant","Taxi","ALHAMBRA","SEAT","Negre/Groc","B",30,"429571.02","4582151.42","41.385961337","2.15651721"
"2020S001716    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701487,"Transversal 7","0053 0053","Divendres","Dv","Laboral",2020,3,"Març",6,17,"Tarda","No és causa del  vianant","Motocicleta","SH125AD","HONDA","Blanc","B",15,"426407.05","4575987.44","41.330161301","2.11942717"
"2020S001717    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",289105,"Rosselló","0171 0173","Divendres","Dv","Laboral",2020,3,"Març",6,20,"Tarda","No és causa del  vianant","Ciclomotor","VESPA LX50","PIAGGIO","Blanc","B",7,"429331.41","4582671.38","41.390623415","2.15359099"
"2020S001717    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",289105,"Rosselló","0171 0173","Divendres","Dv","Laboral",2020,3,"Març",6,20,"Tarda","No és causa del  vianant","Turisme","CLIO","RENAULT","Gris","B",29,"429331.41","4582671.38","41.390623415","2.15359099"
"2020S001718    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0745 0747","Divendres","Dv","Laboral",2020,3,"Març",6,23,"Nit","Desobeir el senyal del semàfor","Turisme","TUCSON,IX35","HYUNDAI","Negre","B",11,"431603.56","4583587.97","41.399075414","2.18066245"
"2020S001719    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova","0212 0212","Dissabte","Ds","Laboral",2020,3,"Març",7,2,"Nit","No és causa del  vianant","Turisme","SPARK","CHEVROLET","Blanc","B",4,"429052.24","4582826.56","41.391996476","2.15023393"
"2020S001719    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova","0212 0212","Dissabte","Ds","Laboral",2020,3,"Març",7,2,"Nit","No és causa del  vianant","Turisme","KOLEOS","RENAULT","granate","Desconegut","Desconegut","429052.24","4582826.56","41.391996476","2.15023393"
"2020S001719    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova","0212 0212","Dissabte","Ds","Laboral",2020,3,"Març",7,2,"Nit","No és causa del  vianant","Turisme","FOCUS","FORD","Vermell","Desconegut","Desconegut","429052.24","4582826.56","41.391996476","2.15023393"
"2020S001720    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0521 0521","Divendres","Dv","Laboral",2020,3,"Març",6,21,"Tarda","No és causa del  vianant","Turisme","ZAFIRA","OPEL","Gris","B",4,"431622.79","4584356.24","41.405996627","2.18080564"
"2020S001720    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0521 0521","Divendres","Dv","Laboral",2020,3,"Març",6,21,"Tarda","No és causa del  vianant","Ciclomotor","YN 50","YAMAHA","Negre","B",1,"431622.79","4584356.24","41.405996627","2.18080564"
"2020S001721    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",90502,"Còrsega","0436 0436","Divendres","Dv","Laboral",2020,3,"Març",6,21,"Tarda","No és causa del  vianant","Motocicleta","AGILITY CITY 125","KYMCO","Negre","B",32,"430447.12","4583914.31","41.401915393","2.16679206"
"2020S001721    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",90502,"Còrsega","0436 0436","Divendres","Dv","Laboral",2020,3,"Març",6,21,"Tarda","No és causa del  vianant","Motocicleta","SH 300","HONDA","Negre","A",28,"430447.12","4583914.31","41.401915393","2.16679206"
"2020S001721    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",90502,"Còrsega","0436 0436","Divendres","Dv","Laboral",2020,3,"Març",6,21,"Tarda","No és causa del  vianant","Furgoneta","NISSAN NV200","NISSAN","Vermell","B",10,"430447.12","4583914.31","41.401915393","2.16679206"
"2020S001722    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0071 0071","Dissabte","Ds","Laboral",2020,3,"Març",7,4,"Nit","No és causa del  vianant","Turisme","IBIZA","SEAT","Blanc","B",7,"430838.6","4583430.72","41.397593642","2.17153027"
"2020S001722    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0071 0071","Dissabte","Ds","Laboral",2020,3,"Març",7,4,"Nit","No és causa del  vianant","Taxi","FIAT TIPO","FIAT","Negre/Groc","B",9,"430838.6","4583430.72","41.397593642","2.17153027"
"2020S001723    ",3,"Sants-Montjuïc",13,"la Marina de Port",135203,"Foc","0099 0099","Divendres","Dv","Laboral",2020,3,"Març",6,21,"Tarda","Desobeir el senyal del semàfor","Motocicleta","SH125AD","HONDA","Negre","A",0,"428561.35","4579208.1","41.359362767","2.14478946"
"2020S001724    ",9,"Sant Andreu",61,"la Sagrera",86108,"Concepción Arenal","0126 0126","Divendres","Dv","Laboral",2020,3,"Març",6,22,"Nit","No és causa del  vianant","Turisme","GRAND SCENIC","RENAULT","Blau","B",15,"431937.22","4586478.05","41.425133805","2.18432827"
"2020S001724    ",9,"Sant Andreu",61,"la Sagrera",86108,"Concepción Arenal","0126 0126","Divendres","Dv","Laboral",2020,3,"Març",6,22,"Nit","No és causa del  vianant","Motocicleta","XVS950CU","YAMAHA","Gris","B",5,"431937.22","4586478.05","41.425133805","2.18432827"
"2020S001725    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",701434,"Mig (Descendent)",220000,"Divendres","Dv","Laboral",2020,3,"Març",6,22,"Nit","No és causa del  vianant","Turisme","PICANTO","KIA","Blanc","B",15,"427126.78","4582034.41","41.384689652","2.12730041"
"2020S001725    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",701434,"Mig (Descendent)",220000,"Divendres","Dv","Laboral",2020,3,"Març",6,22,"Nit","No és causa del  vianant","Motocicleta","S01","SILENCE","Negre","B",8,"427126.78","4582034.41","41.384689652","2.12730041"
"2020S001726    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes","0079B0079B","Dissabte","Ds","Laboral",2020,3,"Març",7,6,"Matí","No és causa del  vianant","Motocicleta","BN302","BENELLI","Blanc","A2",4,"429902.58","4582690.31","41.39084392","2.16042000"
"2020S001726    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes","0079B0079B","Dissabte","Ds","Laboral",2020,3,"Març",7,6,"Matí","No és causa del  vianant","Turisme","PASSAT","VOLKSWAGEN","Platejat","B",1,"429902.58","4582690.31","41.39084392","2.16042000"
"2020S001727    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0289 0289","Dissabte","Ds","Laboral",2020,3,"Març",7,9,"Matí","No és causa del  vianant","Turisme","FIAT 500","FIAT","Blanc","B",3,"430192.01","4583338.05","41.39670309","2.16380689"
"2020S001727    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0289 0289","Dissabte","Ds","Laboral",2020,3,"Març",7,9,"Matí","No és causa del  vianant","Motocicleta","NSC110MPD","HONDA","Negre","A1",7,"430192.01","4583338.05","41.39670309","2.16380689"
"2020S001728    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",370305,"Número 4 Zona Franca","0080 0080","Dissabte","Ds","Laboral",2020,3,"Març",7,11,"Matí","No és causa del  vianant","Motocicleta","YP400RA  (X-MAX 400)","YAMAHA","Gris","B",25,"426957.61","4576210.38","41.332219359","2.12597890"
"2020S001728    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",370305,"Número 4 Zona Franca","0080 0080","Dissabte","Ds","Laboral",2020,3,"Març",7,11,"Matí","No és causa del  vianant","Turisme","PASSAT","VOLKSWAGEN","Gris","B",38,"426957.61","4576210.38","41.332219359","2.12597890"
"2020S001729    ",1,"Ciutat Vella",3,"la Barceloneta",701265,"Litoral (Besòs)",980000,"Dissabte","Ds","Laboral",2020,3,"Març",7,8,"Matí","No és causa del  vianant","Autobús articulat","O 530 G","MERCEDES-BENZ","Vermell","D",5,"432031.74","4581682.97","41.381953923","2.18599807"
"2020S001730    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",188607,"Mestre Nicolau","0015 0015","Dissabte","Ds","Laboral",2020,3,"Març",7,12,"Matí","No és causa del  vianant","Motocicleta","UX 125","SUZUKI","Gris","A",35,"428392.3","4582998.35","41.393485206","2.14232058"
"2020S001730    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",188607,"Mestre Nicolau","0015 0015","Dissabte","Ds","Laboral",2020,3,"Març",7,12,"Matí","No és causa del  vianant","Motocicleta","SH 125","HONDA","Negre","B",2,"428392.3","4582998.35","41.393485206","2.14232058"
"2020S001731    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",332204,"Tavern","0042 0046","Dissabte","Ds","Laboral",2020,3,"Març",7,13,"Matí","No és causa del  vianant","Motocicleta","NSC110MPD","HONDA","Desconegut","A1",31,"428523.25","4583664.82","41.399499506","2.14380809"
"2020S001731    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",332204,"Tavern","0042 0046","Dissabte","Ds","Laboral",2020,3,"Març",7,13,"Matí","No és causa del  vianant","Motocicleta","S02","SILENCE","Desconegut","B",33,"428523.25","4583664.82","41.399499506","2.14380809"
"2020S001732    ",1,"Ciutat Vella",1,"el Raval",700025,"Josep Carner","0029B0029B","Dissabte","Ds","Laboral",2020,3,"Març",7,14,"Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Vermell","B","Desconegut","431263.73","4580755.66","41.373536608","2.17691906"
"2020S001733    ",7,"Horta-Guinardó",38,"la Teixonera",230000,"Mare de Déu del Coll","0189 0189","Dissabte","Ds","Laboral",2020,3,"Març",7,14,"Tarda","No és causa del  vianant","Turisme","FOCUS","FORD","Gris","B",19,"429167.94","4586392.65","41.424125109","2.15120011"
"2020S001733    ",7,"Horta-Guinardó",38,"la Teixonera",230000,"Mare de Déu del Coll","0189 0189","Dissabte","Ds","Laboral",2020,3,"Març",7,14,"Tarda","No és causa del  vianant","Motocicleta","MILER 125","KYMCO","Negre","B",10,"429167.94","4586392.65","41.424125109","2.15120011"
"2020S001734    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,"Aribau","0306 0306","Dissabte","Ds","Laboral",2020,3,"Març",7,16,"Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Blanc","A1",13,"428724.98",4583599,"41.398924607","2.14622886"
"2020S001734    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,"Aribau","0306 0306","Dissabte","Ds","Laboral",2020,3,"Març",7,16,"Tarda","No és causa del  vianant","Turisme","COOPER D","MINI","Blau","B",2,"428724.98",4583599,"41.398924607","2.14622886"
"2020S001735    ",8,"Nou Barris",52,"la Prosperitat",282650,"Rio de Janeiro","0094 0094","Dissabte","Ds","Laboral",2020,3,"Març",7,16,"Tarda","No és causa del  vianant","Ciclomotor","SR50 L.C","APRILIA","Desconegut","Llicència",1,"431826.05","4588125.73","41.439964462","2.18281201"
"2020S001735    ",8,"Nou Barris",52,"la Prosperitat",282650,"Rio de Janeiro","0094 0094","Dissabte","Ds","Laboral",2020,3,"Març",7,16,"Tarda","No és causa del  vianant","Turisme","GOLF 1.9 TDI 5V 2P","VOLKSWAGEN","Desconegut","B",20,"431826.05","4588125.73","41.439964462","2.18281201"
"2020S001736    ",8,"Nou Barris",50,"les Roquetes",701268,"Dalt (Llobregat)",1480000,"Dissabte","Ds","Laboral",2020,3,"Març",7,16,"Tarda","No és causa del  vianant","Camió rígid <= 3,5 tones","P 360","SCANIA","Blanc","D",8,"431529.78","4588779.95","41.445831557","2.17919172"
