"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal","Descripcio_dia_setmana","Dia_setmana","Descripcio_tipus_dia","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_vianant","Descripcio_tipus_vehicle","Descripcio_model","Descripcio_marca","Descripcio_color","Descripcio_carnet","Antiguitat_carnet","Coordenada_UTM_X","Coordenada_UTM_Y","Latitud","Longitud"
"2020S001653    ",4,"Les Corts",19,"les Corts",343903,"Corts","0293 0293","Dijous","Dj","Laboral",2020,3,"Març",5,6,"Matí","No és causa del  vianant","Turisme","OCTAVIA","SKODA","Negre","B",28,"427764.89","4582268.28","41.38685361","2.13490357"
"2020S001653    ",4,"Les Corts",19,"les Corts",343903,"Corts","0293 0293","Dijous","Dj","Laboral",2020,3,"Març",5,6,"Matí","No és causa del  vianant","Turisme","GOLF 1.9","VOLKSWAGEN","Vermell","B",6,"427764.89","4582268.28","41.38685361","2.13490357"
"2020S001654    ",7,"Horta-Guinardó",37,"el Carmel",701735,"Mossèn Eduard Piquer","0001 0001","Dimecres","Dc","Laboral",2020,3,"Març",4,17,"Tarda","No és causa del  vianant","Autobús","O 530","MERCEDES-BENZ","Vermell","D",13,"429628.3","4585817.32","41.418983812","2.15677583"
"2020S001655    ",9,"Sant Andreu",59,"el Bon Pastor",701498,"B-10 (Besòs)",90000,"Dijous","Dj","Laboral",2020,3,"Març",5,6,"Matí","No és causa del  vianant","Furgoneta","JUMPER","CITROEN","Blanc","B",16,"433624.59","4588704.98","41.445332369","2.20427539"
"2020S001655    ",9,"Sant Andreu",59,"el Bon Pastor",701498,"B-10 (Besòs)",90000,"Dijous","Dj","Laboral",2020,3,"Març",5,6,"Matí","No és causa del  vianant","Tractor camió","AT440T/P","IVECO BUS","Blanc","E C",11,"433624.59","4588704.98","41.445332369","2.20427539"
"2020S001655    ",9,"Sant Andreu",59,"el Bon Pastor",701498,"B-10 (Besòs)",90000,"Dijous","Dj","Laboral",2020,3,"Març",5,6,"Matí","No és causa del  vianant","Tractor camió","AT440T/P","IVECO BUS","Blanc","E C",8,"433624.59","4588704.98","41.445332369","2.20427539"
"2020S001655    ",9,"Sant Andreu",59,"el Bon Pastor",701498,"B-10 (Besòs)",90000,"Dijous","Dj","Laboral",2020,3,"Març",5,6,"Matí","No és causa del  vianant","Turisme","AURIS 14 D4D 90 5P'E1","TOYOTA","Gris","B",3,"433624.59","4588704.98","41.445332369","2.20427539"
"2020S001655    ",9,"Sant Andreu",59,"el Bon Pastor",701498,"B-10 (Besòs)",90000,"Dijous","Dj","Laboral",2020,3,"Març",5,6,"Matí","No és causa del  vianant","Turisme","CLK270","MERCEDES","Negre","B",44,"433624.59","4588704.98","41.445332369","2.20427539"
"2020S001656    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",350909,"Valeta d'Arquer","0001 0003","Dijous","Dj","Laboral",2020,3,"Març",5,8,"Matí","No és causa del  vianant","Turisme","COOPER D","MINI","Blanc","Desconegut","Desconegut","426928.97","4584655.14","41.408275509","2.12461842"
"2020S001656    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",350909,"Valeta d'Arquer","0001 0003","Dijous","Dj","Laboral",2020,3,"Març",5,8,"Matí","No és causa del  vianant","Turisme","MEGANE SCENIC","RENAULT","Gris","B",31,"426928.97","4584655.14","41.408275509","2.12461842"
"2020S001657    ",1,"Ciutat Vella",3,"la Barceloneta",701266,"Litoral (Llobregat)",970000,"Dijous","Dj","Laboral",2020,3,"Març",5,8,"Matí","No és causa del  vianant","Camió rígid <= 3,5 tones","ATLEON 120","NISSAN","Blanc","B",40,"432103.88","4581754.28","41.382602289","2.18685277"
"2020S001657    ",1,"Ciutat Vella",3,"la Barceloneta",701266,"Litoral (Llobregat)",970000,"Dijous","Dj","Laboral",2020,3,"Març",5,8,"Matí","No és causa del  vianant","Motocicleta","UH125G","SUZUKI","Blanc","B",28,"432103.88","4581754.28","41.382602289","2.18685277"
"2020S001657    ",1,"Ciutat Vella",3,"la Barceloneta",701266,"Litoral (Llobregat)",970000,"Dijous","Dj","Laboral",2020,3,"Març",5,8,"Matí","No és causa del  vianant","Motocicleta","RKS","KEEWAY","Negre","B",7,"432103.88","4581754.28","41.382602289","2.18685277"
"2020S001657    ",1,"Ciutat Vella",3,"la Barceloneta",701266,"Litoral (Llobregat)",970000,"Dijous","Dj","Laboral",2020,3,"Març",5,8,"Matí","No és causa del  vianant","Turisme","RANGE ROVER EVOQUE","LAND ROVER","Vermell","B",4,"432103.88","4581754.28","41.382602289","2.18685277"
"2020S001658    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell","0055 0055","Dijous","Dj","Laboral",2020,3,"Març",5,10,"Matí","No és causa del  vianant","Motocicleta","ANC 125","HONDA","granate","B",33,"429765.7","4581674.79","41.381685514","2.15890070"
"2020S001658    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell","0055 0055","Dijous","Dj","Laboral",2020,3,"Març",5,10,"Matí","No és causa del  vianant","Veh. mobilitat personal amb motor","M-365","XIAOMI","Negre","Desconegut","Desconegut","429765.7","4581674.79","41.381685514","2.15890070"
"2020S001659    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0770 0772","Dijous","Dj","Laboral",2020,3,"Març",5,8,"Matí","No és causa del  vianant","Bicicleta"," ","BICING","Vermell","Desconegut","Desconegut","431609.91","4583519.06","41.398455302","2.18074619"
"2020S001660    ",4,"Les Corts",21,"Pedralbes",115400,"Esplugues","0078 0078","Dijous","Dj","Laboral",2020,3,"Març",5,9,"Matí","No és causa del  vianant","Turisme","CLUBMAN JOHN COOPER WO","MINI","Negre","B",26,"425696.93","4582690.55","41.390468353","2.11012062"
"2020S001660    ",4,"Les Corts",21,"Pedralbes",115400,"Esplugues","0078 0078","Dijous","Dj","Laboral",2020,3,"Març",5,9,"Matí","No és causa del  vianant","Turisme","MAZDA 3","MAZDA","Negre","B",21,"425696.93","4582690.55","41.390468353","2.11012062"
"2020S001661    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",143904,"General Mitre","0175 0175","Dijous","Dj","Laboral",2020,3,"Març",5,9,"Matí","No és causa del  vianant","Autobús","E 200 DART","ALEXANDER DENNIS","Blau","D",28,"428273.21","4584231.67","41.404582623","2.14075002"
"2020S001661    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",143904,"General Mitre","0175 0175","Dijous","Dj","Laboral",2020,3,"Març",5,9,"Matí","No és causa del  vianant","Motocicleta","VESPA PRIMAVERA 125 AB","PIAGGIO","Marró","B",10,"428273.21","4584231.67","41.404582623","2.14075002"
"2020S001662    ",10,"Sant Martí",70,"el Besòs i el Maresme",701266,"Litoral (Llobregat)",550000,"Dijous","Dj","Laboral",2020,3,"Març",5,10,"Matí","No és causa del  vianant","Camió rígid <= 3,5 tones","MASTER","RENAULT","Blanc","B",7,"435017.2","4584731.2","41.409655535","2.22137263"
"2020S001662    ",10,"Sant Martí",70,"el Besòs i el Maresme",701266,"Litoral (Llobregat)",550000,"Dijous","Dj","Laboral",2020,3,"Març",5,10,"Matí","No és causa del  vianant","Motocicleta","K-XCT 125","KYMCO","Blanc","B",31,"435017.2","4584731.2","41.409655535","2.22137263"
"2020S001663    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral","9993 9993","Dijous","Dj","Laboral",2020,3,"Març",5,12,"Matí","No és causa del  vianant","Furgoneta","515 CDI","MERCEDES-BENZ","Groc","B",4,"432910.76","4582300.75","41.387591942","2.19644141"
"2020S001663    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral","9993 9993","Dijous","Dj","Laboral",2020,3,"Març",5,12,"Matí","No és causa del  vianant","Motocicleta","AQQUILA 650","HYOSUNG","Negre","A",32,"432910.76","4582300.75","41.387591942","2.19644141"
"2020S001664    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell","0057 0057","Dijous","Dj","Laboral",2020,3,"Març",5,13,"Matí","Desobeir el senyal del semàfor","Bicicleta","Desconegut","BICING","Vermell","Desconegut","Desconegut","429756.73","4581684.05","41.381768133","2.15879236"
"2020S001665    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"Entença","0142 0142","Dijous","Dj","Laboral",2020,3,"Març",5,12,"Matí","No és causa del  vianant","Motocicleta","SES 125","HONDA","Gris","A",11,"428776.48","4581768.81","41.38244531","2.14706020"
"2020S001665    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"Entença","0142 0142","Dijous","Dj","Laboral",2020,3,"Març",5,12,"Matí","No és causa del  vianant","Turisme","CIVIC 5DR","HONDA","Vermell","B",3,"428776.48","4581768.81","41.38244531","2.14706020"
"2020S001666    ",10,"Sant Martí",68,"el Poblenou",270901,"Pujades","0209 0209","Dijous","Dj","Laboral",2020,3,"Març",5,13,"Matí","No és causa del  vianant","Autobús","CITYCLASS-12.29CITTOUR","IRISBUS","Desconegut","D",26,"433434.7","4584035.7","41.403261772","2.20251669"
"2020S001667    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)",1120000,"Dijous","Dj","Laboral",2020,3,"Març",5,15,"Tarda","No és causa del  vianant","Turisme","PRRIUS","TOYOTA","Gris","B",27,"431209.99","4580625.8","41.372362399","2.17629124"
"2020S001667    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)",1120000,"Dijous","Dj","Laboral",2020,3,"Març",5,15,"Tarda","No és causa del  vianant","Turisme","5008 ALLURE PURETECH 1","PEUGEOT","Negre","B",19,"431209.99","4580625.8","41.372362399","2.17629124"
"2020S001667    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)",1120000,"Dijous","Dj","Laboral",2020,3,"Març",5,15,"Tarda","No és causa del  vianant","Turisme","118 D","BMW","Vermell","B",19,"431209.99","4580625.8","41.372362399","2.17629124"
"2020S001668    ",7,"Horta-Guinardó",33,"el Baix Guinardó",152905,"Guinardó","0044 0044","Dijous","Dj","Laboral",2020,3,"Març",5,15,"Tarda","No és causa del  vianant","Furgoneta","TRANSIT COURIER","FORD","Gris","B",39,"430432.72","4585016.26","41.411839035","2.16649307"
"2020S001668    ",7,"Horta-Guinardó",33,"el Baix Guinardó",152905,"Guinardó","0044 0044","Dijous","Dj","Laboral",2020,3,"Març",5,15,"Tarda","No és causa del  vianant","Motocicleta","NC700SA","HONDA","Negre","B",2,"430432.72","4585016.26","41.411839035","2.16649307"
"2020S001669    ",4,"Les Corts",21,"Pedralbes",102500,"Doctor Joaquín Albarrán","0002 0002","Dijous","Dj","Laboral",2020,3,"Març",5,15,"Tarda","No és causa del  vianant","Turisme","320D TOURING","BMW","Negre","B",13,"425532.19","4582604.11","41.389674583","2.10816099"
"2020S001670    ",9,"Sant Andreu",59,"el Bon Pastor",295709,"Sant Adrià","0143 0143","Dimecres","Dc","Laboral",2020,1,"Gener",15,15,"Tarda","No és causa del  vianant","Autobús articulat",7900,"VOLVO","Desconegut","D",25,"433793.37","4587718.38","41.436460308","2.20640390"
"2020S001670    ",9,"Sant Andreu",59,"el Bon Pastor",295709,"Sant Adrià","0143 0143","Dimecres","Dc","Laboral",2020,1,"Gener",15,15,"Tarda","No és causa del  vianant","Turisme","X4 XDRIVE30D","BMW","Desconegut","B",5,"433793.37","4587718.38","41.436460308","2.20640390"
"2020S001671    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","0009 0009","Dijous","Dj","Laboral",2020,3,"Març",5,16,"Tarda","No és causa del  vianant","Motocicleta","NSC110MPD","HONDA","Negre","B",28,"430042.07","4582165.03","41.386125044","2.16214900"
"2020S001671    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","0009 0009","Dijous","Dj","Laboral",2020,3,"Març",5,16,"Tarda","No és causa del  vianant","Turisme","JAGUAR F-TYPE","JAGUAR","Negre","B",30,"430042.07","4582165.03","41.386125044","2.16214900"
"2020S001672    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",104301,"Dolors Monserdà","0016 0020","Dijous","Dj","Laboral",2020,3,"Març",5,17,"Tarda","No és causa del  vianant","Ciclomotor","ES2","ASKOLL","Blanc","B",4,"426643.04","4583892.75","41.401382943","2.12129024"
"2020S001673    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701498,"B-10 (Besòs)",1450000,"Dijous","Dj","Laboral",2020,3,"Març",5,16,"Tarda","No és causa del  vianant","Tot terreny","XC 60","VOLVO","Blau","B",17,"429180.71","4578306.44","41.351296522","2.15229875"
"2020S001673    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701498,"B-10 (Besòs)",1450000,"Dijous","Dj","Laboral",2020,3,"Març",5,16,"Tarda","No és causa del  vianant","Turisme","406 SR PK HDI 11","PEUGEOT","Blau","B",32,"429180.71","4578306.44","41.351296522","2.15229875"
"2020S001673    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701498,"B-10 (Besòs)",1450000,"Dijous","Dj","Laboral",2020,3,"Març",5,16,"Tarda","No és causa del  vianant","Turisme","KALOS","CHEVROLET","Gris","B",27,"429180.71","4578306.44","41.351296522","2.15229875"
"2020S001673    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701498,"B-10 (Besòs)",1450000,"Dijous","Dj","Laboral",2020,3,"Març",5,16,"Tarda","No és causa del  vianant","Taxi","5008 ACTIVE HDI 115","PEUGEOT","Negre/Groc","B",17,"429180.71","4578306.44","41.351296522","2.15229875"
"2020S001674    ",4,"Les Corts",21,"Pedralbes",601,"Abadessa Olzet","0027 0027","Dijous","Dj","Laboral",2020,3,"Març",5,16,"Tarda","No és causa del  vianant","Motocicleta","NSC110WH","HONDA","Blanc","B",37,"425599.87","4583151.54","41.394611304","2.10890314"
"2020S001674    ",4,"Les Corts",21,"Pedralbes",601,"Abadessa Olzet","0027 0027","Dijous","Dj","Laboral",2020,3,"Març",5,16,"Tarda","No és causa del  vianant","Turisme","POLO","VOLKSWAGEN","Blanc","B",9,"425599.87","4583151.54","41.394611304","2.10890314"
"2020S001675    ",2,"Eixample",7,"la Dreta de l'Eixample",89004,"Consell de Cent","0311 0311","Dijous","Dj","Laboral",2020,3,"Març",5,15,"Tarda","No és causa del  vianant","Furgoneta","TRANSIT COURIER","FORD","Blanc","B",0,"430113.64","4582513.89","41.389273339","2.16296465"
"2020S001675    ",2,"Eixample",7,"la Dreta de l'Eixample",89004,"Consell de Cent","0311 0311","Dijous","Dj","Laboral",2020,3,"Març",5,15,"Tarda","No és causa del  vianant","Ciclomotor","ES2","ASKOLL","Verd","B",1,"430113.64","4582513.89","41.389273339","2.16296465"
"2020S001676    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",352507,"Vall d'Hebron","0202 0202","Dijous","Dj","Laboral",2020,3,"Març",5,21,"Tarda","No és causa del  vianant","Turisme","A3 1.9","AUDI","Gris","B",4,"428713.27","4587166.68","41.431056233","2.14566815"
"2020S001676    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",352507,"Vall d'Hebron","0202 0202","Dijous","Dj","Laboral",2020,3,"Març",5,21,"Tarda","No és causa del  vianant","Motocicleta","X-MAX 125","YAMAHA","Negre","B",12,"428713.27","4587166.68","41.431056233","2.14566815"
"2020S001676    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",352507,"Vall d'Hebron","0202 0202","Dijous","Dj","Laboral",2020,3,"Març",5,21,"Tarda","No és causa del  vianant","Turisme","C4","CITROEN","Negre","B",19,"428713.27","4587166.68","41.431056233","2.14566815"
"2020S001677    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim","0129X0129X","Dijous","Dj","Laboral",2020,3,"Març",5,21,"Tarda","No és causa del  vianant","Motocicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","433838.79","4585896.16","41.420051833","2.20714705"
"2020S001677    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim","0129X0129X","Dijous","Dj","Laboral",2020,3,"Març",5,21,"Tarda","No és causa del  vianant","Turisme","NISSAN NOTE","NISSAN","Negre","Desconegut","Desconegut","433838.79","4585896.16","41.420051833","2.20714705"
"2020S001678    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",359109,"Lluís Companys","0024 0024","Dijous","Dj","Laboral",2020,3,"Març",5,21,"Tarda","No és causa del  vianant","Motocicleta","SH125AD","HONDA","Blanc","A",29,"431721.95","4582619.88","41.390366171","2.18218780"
"2020S001678    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",359109,"Lluís Companys","0024 0024","Dijous","Dj","Laboral",2020,3,"Març",5,21,"Tarda","No és causa del  vianant","Turisme","C3PIC HDI115","CITROEN","Blanc","B",32,"431721.95","4582619.88","41.390366171","2.18218780"
"2020S001679    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria","0270 0270","Dijous","Dj","Laboral",2020,3,"Març",5,20,"Tarda","No és causa del  vianant","Ciclomotor","ES2","ASKOLL","Blanc","B",1,"428589.4","4582341.39","41.387585742","2.14475549"
"2020S001679    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria","0270 0270","Dijous","Dj","Laboral",2020,3,"Març",5,20,"Tarda","No és causa del  vianant","Turisme","208 5P ALLURE EH","PEUGEOT","Gris","Desconegut","Desconegut","428589.4","4582341.39","41.387585742","2.14475549"
"2020S001680    ",4,"Les Corts",21,"Pedralbes",701267,"Dalt (Besòs)",520000,"Dijous","Dj","Laboral",2020,3,"Març",5,16,"Tarda","No és causa del  vianant","Furgoneta","KANGOO","RENAULT","Gris","B",11,"425327.79","4582270.67","41.386652481","2.10575756"
"2020S001680    ",4,"Les Corts",21,"Pedralbes",701267,"Dalt (Besòs)",520000,"Dijous","Dj","Laboral",2020,3,"Març",5,16,"Tarda","No és causa del  vianant","Taxi","TRANSIT CONNECT","FORD","Negre/Groc","B",24,"425327.79","4582270.67","41.386652481","2.10575756"
"2020S001681    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell","0012 0012","Divendres","Dv","Laboral",2020,3,"Març",6,1,"Nit","No és causa del  vianant","Turisme",307,"PEUGEOT","Blau","B",5,"430061.44","4581418.15","41.379399813","2.16246691"
"2020S001681    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell","0012 0012","Divendres","Dv","Laboral",2020,3,"Març",6,1,"Nit","No és causa del  vianant","Ciclomotor","PEOPLE S50","KYMCO","Desconegut","B",4,"430061.44","4581418.15","41.379399813","2.16246691"
"2020S001682    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París","0131 0131","Divendres","Dv","Laboral",2020,3,"Març",6,0,"Nit","No és causa del  vianant","Turisme","LEON","SEAT","Gris","B",13,"428948.79","4582672.05","41.390595722","2.14901478"
"2020S001682    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París","0131 0131","Divendres","Dv","Laboral",2020,3,"Març",6,0,"Nit","No és causa del  vianant","Motocicleta","ER 6 N","KAWASAKI","Negre","B",2,"428948.79","4582672.05","41.390595722","2.14901478"
"2020S001682    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París","0131 0131","Divendres","Dv","Laboral",2020,3,"Març",6,0,"Nit","No és causa del  vianant","Motocicleta","SJ 100","HONDA","Negre","B",13,"428948.79","4582672.05","41.390595722","2.14901478"
"2020S001683    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701267,"Dalt (Besòs)",910000,"Divendres","Dv","Laboral",2020,3,"Març",6,6,"Matí","No és causa del  vianant","Turisme","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","427603.24","4585335.3","41.414462464","2.13260339"
"2020S001683    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701267,"Dalt (Besòs)",910000,"Divendres","Dv","Laboral",2020,3,"Març",6,6,"Matí","No és causa del  vianant","Motocicleta","SH 125","HONDA","Gris","B",17,"427603.24","4585335.3","41.414462464","2.13260339"
"2020S001683    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701267,"Dalt (Besòs)",910000,"Divendres","Dv","Laboral",2020,3,"Març",6,6,"Matí","No és causa del  vianant","Turisme","Santa Fe","HYUNDAI","Vermell","B",40,"427603.24","4585335.3","41.414462464","2.13260339"
"2020S001684    ",1,"Ciutat Vella",2,"el Barri Gòtic",34308,"Rambla","0040 0040","Divendres","Dv","Laboral",2020,3,"Març",6,7,"Matí","No és causa del  vianant","Camió rígid <= 3,5 tones","RVI MASTER","RENAULT","Blanc","B",9,"431122.36","4581391.77","41.379253784","2.17515638"
"2020S001685    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,"Maragall","0033 0035","Divendres","Dv","Laboral",2020,3,"Març",6,8,"Matí","No és causa del  vianant","Turisme","3008 STY","PEUGEOT","Blanc","Desconegut","Desconegut","431607.86","4585359.6","41.415032305","2.18051356"
"2020S001685    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,"Maragall","0033 0035","Divendres","Dv","Laboral",2020,3,"Març",6,8,"Matí","No és causa del  vianant","Turisme","PASSAT","VOLKSWAGEN","Gris","B",46,"431607.86","4585359.6","41.415032305","2.18051356"
"2020S001685    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,"Maragall","0033 0035","Divendres","Dv","Laboral",2020,3,"Març",6,8,"Matí","No és causa del  vianant","Motocicleta","Z900","KAWASAKI","Negre","A2",1,"431607.86","4585359.6","41.415032305","2.18051356"
"2020S001686    ",7,"Horta-Guinardó",43,"Horta",701309,"Botticelli","0001X0001X","Divendres","Dv","Laboral",2020,3,"Març",6,7,"Matí","No és causa del  vianant","Turisme",207,"PEUGEOT","Blanc","B",33,"429294.11","4587413.65","41.433331962","2.15259039"
"2020S001686    ",7,"Horta-Guinardó",43,"Horta",701309,"Botticelli","0001X0001X","Divendres","Dv","Laboral",2020,3,"Març",6,7,"Matí","No és causa del  vianant","Motocicleta","GSR 600","SUZUKI","Gris","B",15,"429294.11","4587413.65","41.433331962","2.15259039"
"2020S001687    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",302000,"Sant Gervasi","0006 0006","Divendres","Dv","Laboral",2020,3,"Març",6,9,"Matí","Creuar per fora pas de vianants","Taxi","TOYOTA PRIUS PLUS","TOYOTA","Negre/Groc","B",16,"427748.13",4584573,"41.407609796","2.13442797"
"2020S001688    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat","0195 0195","Divendres","Dv","Laboral",2020,3,"Març",6,8,"Matí","No és causa del  vianant","Motocicleta","SES 125","HONDA","Negre","B",15,"429185.61","4581892.99","41.383599893","2.15193826"
"2020S001688    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat","0195 0195","Divendres","Dv","Laboral",2020,3,"Març",6,8,"Matí","No és causa del  vianant","Taxi","LEON ST","SEAT","Negre/Groc","B",21,"429185.61","4581892.99","41.383599893","2.15193826"
"2020S001689    ",9,"Sant Andreu",59,"el Bon Pastor",701266,"Litoral (Llobregat)",30,"Divendres","Dv","Laboral",2020,3,"Març",6,11,"Matí","No és causa del  vianant","Furgoneta","CADDY 1.9","VOLKSWAGEN","Blanc","B",23,"433753.46","4588457.97","41.443118278","2.20584509"
"2020S001690    ",3,"Sants-Montjuïc",13,"la Marina de Port",369408,"Zona Franca","0145 0149","Divendres","Dv","Laboral",2020,3,"Març",6,8,"Matí","No és causa del  vianant","Motocicleta","NC750XA","HONDA","Blanc","A",1,"428142.49","4579139.65","41.358708969","2.13979042"
"2020S001690    ",3,"Sants-Montjuïc",13,"la Marina de Port",369408,"Zona Franca","0145 0149","Divendres","Dv","Laboral",2020,3,"Març",6,8,"Matí","No és causa del  vianant","Motocicleta","AGILITY CITY 125","KYMCO","Blau","B",15,"428142.49","4579139.65","41.358708969","2.13979042"
"2020S001690    ",3,"Sants-Montjuïc",13,"la Marina de Port",369408,"Zona Franca","0145 0149","Divendres","Dv","Laboral",2020,3,"Març",6,8,"Matí","No és causa del  vianant","Turisme","ALHAMBRA","SEAT","Gris","B",17,"428142.49","4579139.65","41.358708969","2.13979042"
"2020S001691    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria","0087 0087","Divendres","Dv","Laboral",2020,3,"Març",6,10,"Matí","No és causa del  vianant","Furgoneta","TRANSIT COURIER","FORD","Blanc","B",13,"430377.59","4583159.64","41.395112307","2.16604717"
"2020S001691    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria","0087 0087","Divendres","Dv","Laboral",2020,3,"Març",6,10,"Matí","No és causa del  vianant","Motocicleta","SCV100","HONDA","Vermell","B",2,"430377.59","4583159.64","41.395112307","2.16604717"
"2020S001692    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0470 0470","Divendres","Dv","Laboral",2020,3,"Març",6,10,"Matí","No és causa del  vianant","Turisme","CLIO","RENAULT","Blanc","B",1,"431362.09","4584065.75","41.403358044","2.17771987"
"2020S001692    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0470 0470","Divendres","Dv","Laboral",2020,3,"Març",6,10,"Matí","No és causa del  vianant","Motocicleta","K-XCT 300","KYMCO","Blau","A2",9,"431362.09","4584065.75","41.403358044","2.17771987"
"2020S001693    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",175004,"Jonquera","0001X0003X","Divendres","Dv","Laboral",2020,3,"Març",6,10,"Matí","No és causa del  vianant","Motocicleta","NHX110WH","HONDA","Negre","B",46,"433807.27","4583713.97","41.400394807","2.20700875"
"2020S001693    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",175004,"Jonquera","0001X0003X","Divendres","Dv","Laboral",2020,3,"Març",6,10,"Matí","No és causa del  vianant","Turisme","PRIUS","TOYOTA","Negre/Groc","B",23,"433807.27","4583713.97","41.400394807","2.20700875"
"2020S001694    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",56504,"Camèlies","0042B0042B","Divendres","Dv","Laboral",2020,3,"Març",6,8,"Matí","No és causa del  vianant","Furgoneta","TRANSIT CONNECT","FORD","Blanc","B",29,"429992.76","4585047.54","41.41208254","2.16122580"
"2020S001696    ",8,"Nou Barris",51,"Verdun",120807,"Favència","0318 0318","Divendres","Dv","Laboral",2020,3,"Març",6,12,"Matí","Desobeir el senyal del semàfor","Camió rígid > 3,5 tones","FA CF 75.310","DAF-HERMANNS","Blanc","C",12,"431502.47","4588761.42","41.445662333","2.17886692"
"2020S001697    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria","0119 0121","Divendres","Dv","Laboral",2020,3,"Març",6,9,"Matí","No és causa del  vianant","Bicicleta","Desconegut","BH","Gris","Desconegut","Desconegut","429321.67","4581562.19","41.380632458","2.15360397"
"2020S001697    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria","0119 0121","Divendres","Dv","Laboral",2020,3,"Març",6,9,"Matí","No és causa del  vianant","Bicicleta","Desconegut","BICING","Vermell","Desconegut","Desconegut","429321.67","4581562.19","41.380632458","2.15360397"
"2020S001698    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris","0157 0157","Divendres","Dv","Laboral",2020,3,"Març",6,11,"Matí","No és causa del  vianant","Turisme","DUSTER","DACIA","Blanc","B",31,"430229.84","4583119.55","41.394738417","2.16428457"
