"Codi d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripci¢ dia setmana","Dia setmana","Descripci¢ tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripci¢ causa vianant","Descripci¢ tipus de vehicle","Descripci¢ model","Descripci¢ marca","Descripci¢ color","Descripci¢ carnet","Antiguitat carnet","Coordenada UTM (Y)","Coordenada UTM (X)"
2012S004677,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",320704,SarriÖ,"0018 0018",Dijous,Dj,Laboral,2012,6,Juny,28,9,"No Çs causa del  vianant",Motocicleta,"FES 125",HONDA,Negre,Desconegut,Desconegut,"4582671,86","428532,71"
2012S004805,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,Aribau,"0279 0281",Dilluns,Dl,Laboral,2012,7,Juliol,2,18,"No Çs causa del  vianant",Furgoneta,VITO,MERCEDES,Negre,B,23,"4583684,5","428615,89"
2012S005233,2,Eixample,7,"la Dreta de l'Eixample",148307,GrÖcia,"0045 0045",Dimecres,Dc,Laboral,2012,7,Juliol,18,14,"No Çs causa del  vianant",Motocicleta,"Sport City",APRILIA,Negre,B,6,"4582787,3","430276,67"
2012S005370,1,"Ciutat Vella",1,"el Raval",68503,Carretes,0033B0033B,Dilluns,Dl,Laboral,2012,7,Juliol,23,18,"No Çs causa del  vianant",Motocicleta,"GRAND DINK",KYMCO,Gris,A,18,"4581210,85","430461,71"
2012S005141,4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,Diagonal,"0687 0687",Divendres,Dv,Laboral,2012,7,Juliol,13,18,"No Çs causa del  vianant",Turismo,XJ12,JAGUAR,Negre,B,36,"4581830,33","425387,61"
2012S005273,8,"Nou Barris",53,"la Trinitat Nova",351402,Vallbona,"0131 0131",Dijous,Dj,Laboral,2012,7,Juliol,19,14,"No Çs causa del  vianant",Furgoneta,MASTER,RENAULT,Vermell,B,7,"4589653,66","432172,41"
2012S005276,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",4908,∑laba,0160X0160X,Dijous,Dj,Laboral,2012,7,Juliol,19,17,"No Çs causa del  vianant",Motocicleta,"LIBERTY 125",PIAGGIO,Blanc,B,10,"4583864,7","432153,74"
2012S005412,3,Sants-Montjuãc,15,Hostafrancs,308200,"Sant Nicolau","0014 0014",Dimecres,Dc,Laboral,2012,7,Juliol,25,12,"No Çs causa del  vianant",Motocicleta,"SH 150",HONDA,Negre,A1,19,"4581230,07","428608,95"
2012S005413,2,Eixample,7,"la Dreta de l'Eixample",349207,Universitat,"0012 0012",Dimecres,Dc,Laboral,2012,7,Juliol,25,12,"No Çs causa del  vianant",Turismo,S60,VOLVO,Negre,B,19,"4582174,58","430249,34"
2012S002427,10,"Sant Mart°",71,"Provenáals del Poblenou",249304,"Pere IV","0416 0416",Dimarts,Dm,Laboral,2012,4,Abril,3,10,"No Çs causa del  vianant",Motocicleta,PK125,VESPA,Blau,A,18,"4585020,79","433646,61"
2012S002562,6,GrÖcia,32,"el Camp d'en Grassot i GrÖcia Nova",144306,"Pi i Margall","0064 0070",Dimarts,Dm,Laboral,2012,4,Abril,10,16,"No Çs causa del  vianant",Turismo,CARENS,KIA,Blau,Desconegut,Desconegut,"4584670,9","430225,17"
2012S002563,8,"Nou Barris",49,Canyelles,701267,"Dalt (Besïs)",1410000,Dimarts,Dm,Laboral,2012,4,Abril,10,14,"No Çs causa del  vianant",Turismo,CLIO,RENAULT,Blanc,B,5,"4588539,74","430881,65"
2012S002564,7,Horta-Guinard¢,40,Montbau,701267,"Dalt (Besïs)",1100000,Dimarts,Dm,Laboral,2012,4,Abril,10,15,"No Çs causa del  vianant",Turismo,406,PEUGEOT,Blau,B,16,"4586839,61","428543,18"
2012S002564,7,Horta-Guinard¢,40,Montbau,701267,"Dalt (Besïs)",1100000,Dimarts,Dm,Laboral,2012,4,Abril,10,15,"No Çs causa del  vianant",Motocicleta,"FORESIGHT 250 FES",HONDA,Altres,BTP,3,"4586839,61","428543,18"
2012S002565,2,Eixample,7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0667 0667",Dimarts,Dm,Laboral,2012,4,Abril,10,17,"No Çs causa del  vianant",Turismo,ALHAMBRA,SEAT,Gris,B,24,"4583034,99","431040,32"
2012S002687,4,"Les Corts",19,"les Corts",110803,Entenáa,"0250 0250",Dilluns,Dl,Laboral,2012,4,Abril,16,18,"No Çs causa del  vianant",Turismo,A3,AUDI,Negre,Desconegut,Desconegut,"4582302,85","428268,68"
2012S004474,2,Eixample,6,"la Sagrada Fam°lia",144601,Diagonal,"0310 0310",Dimecres,Dc,Laboral,2012,6,Juny,20,19,"No Çs causa del  vianant",Turismo,MERIVA,OPEL,Negre,B,13,"4583797,6","431224,71"
2012S003641,2,Eixample,7,"la Dreta de l'Eixample",349309,Universitat,"0031 0031",Dilluns,Dl,Laboral,2012,5,Maig,21,9,"No Çs causa del  vianant",Motocicleta,"CBF 600",HONDA,Negre,Desconegut,Desconegut,"4582263,74","430468,6"
2012S005807,1,"Ciutat Vella",3,"la Barceloneta",325107,Trelawny,"0006 0006",Divendres,Dv,Laboral,2012,8,Agost,10,19,"No Çs causa del  vianant",Turismo,CORDOBA,SEAT,Vermell,B,9,"4582084,15","432767,37"
2012S005936,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",37408,Beethoven,"0004 0004",Diumenge,Dg,Laboral,2012,8,Agost,19,18,"No Çs causa del  vianant",Motocicleta,LEAD,HONDA,Vermell,B,10,"4582923,4","428321,54"
2012S005941,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",350308,Valäncia,"0143 0143",Dilluns,Dl,Laboral,2012,8,Agost,20,7,"No Çs causa del  vianant",Taxi,Altea,SEAT,Altres,BTP,4,"4582298,1","429520,93"
2012S008631,2,Eixample,7,"la Dreta de l'Eixample",247659,"Pau Claris","0159 0159",Divendres,Dv,Laboral,2012,12,Desembre,7,13,"No Çs causa del  vianant",Turismo,CLIO,RENAULT,Gris,B,47,"4583168,04","430181,6"
2012S008632,1,"Ciutat Vella",1,"el Raval",701349,Drassanes,"0001 0001",Divendres,Dv,Laboral,2012,12,Desembre,7,14,"No Çs causa del  vianant",Turismo,FOCUS,FORD,Negre,B,5,"4580892,36","431214,13"
2012S008632,1,"Ciutat Vella",1,"el Raval",701349,Drassanes,"0001 0001",Divendres,Dv,Laboral,2012,12,Desembre,7,14,"No Çs causa del  vianant",Turismo,LAGUNA,RENAULT,Gris,B,38,"4580892,36","431214,13"
2012S008768,2,Eixample,5,"el Fort Pienc",9209,"Al° Bei",0108B0108B,Dimecres,Dc,Laboral,2012,12,Desembre,12,16,"No Çs causa del  vianant",Ciclomotor,"SCOOPY 50",HONDA,Gris,BTP,5,"4583269,41","431929,67"
2012S008899,2,Eixample,6,"la Sagrada Fam°lia",191204,Mallorca,"0364 0364",Dilluns,Dl,Laboral,2012,12,Desembre,17,8,"Desobeir el senyal del semÖfor",Turismo,ZAFIRA,OPEL,Gris,B,43,"4583819,64","430915,58"
2012S009027,2,Eixample,5,"el Fort Pienc",18505,Arag¢,"0424 0424",Dijous,Dj,Laboral,2012,12,Desembre,20,22,"No Çs causa del  vianant",Taxi,Altea,SEAT,Negre,BTP,8,"4583673,57","431156,7"
2012S009030,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0479 0479",Divendres,Dv,Laboral,2012,12,Desembre,21,7,"No Çs causa del  vianant",Turismo,PUMA,FORD,Platejat,B,26,"4581510,88","429483,92"
2012S005514,2,Eixample,7,"la Dreta de l'Eixample",18505,Arag¢,"0258 0258",Dissabte,Ds,Laboral,2012,7,Juliol,28,9,"No Çs causa del  vianant",Turismo,CHEROKEE,JEEP,Vermell,B,9,"4582676,88","430139,72"
2012S005515,8,"Nou Barris",52,"la Prosperitat",89900,Conveni,"0012 0016",Dissabte,Ds,Laboral,2012,7,Juliol,28,10,"No Çs causa del  vianant",Turismo,ASTRA,OPEL,Blanc,B,4,"4588493,13","432013,2"
2012S004113,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",101904,"Doctor Fleming","0016 0016",Divendres,Dv,Laboral,2012,6,Juny,8,16,"No Çs causa del  vianant",Turismo,CARINA,TOYOTA,Vermell,B,49,"4583067,49","427796,99"
2012S004243,2,Eixample,7,"la Dreta de l'Eixample",247659,"Pau Claris","0116 0116",Dimarts,Dm,Laboral,2012,6,Juny,12,18,"No Çs causa del  vianant",Motocicleta,"SH 150",HONDA,Blau,A,23,"4582829,9","430542,14"
2012S004945,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",119003,"Fabra i Puig","0305 0307",Divendres,Dv,Laboral,2012,7,Juliol,6,20,"No Çs causa del  vianant",Turismo,IBIZA,SEAT,Blanc,B,18,"4587062,43","430614,7"
2012S005441,3,Sants-Montjuãc,13,"la Marina de Port",12600,"Alts Forns","0029 0029",Dimecres,Dc,Laboral,2012,7,Juliol,25,21,"No Çs causa del  vianant",Turismo,LEON,SEAT,Blanc,B,5,"4578935,74","427831,29"
2012S005442,8,"Nou Barris",45,Porta,8206,Alella,"0045 0045",Dimecres,Dc,Laboral,2012,7,Juliol,25,22,"No Çs causa del  vianant",Turismo,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4587182,75","431339,82"
2012S005444,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",223606,Muntaner,"0134 0134",Dijous,Dj,Laboral,2012,7,Juliol,26,10,"No Çs causa del  vianant",Taxi,VECTRA,OPEL,Groc,BTP,8,"4582614,42","429448,61"
2012S005446,10,"Sant Mart°",68,"el Poblenou",30500,Badajoz,"0006 0006",Dijous,Dj,Laboral,2012,7,Juliol,26,10,"No Çs causa del  vianant",Motocicleta,"SR 250 SP",YAMAHA,Negre,Desconegut,Desconegut,"4583104,53","433261,88"
2012S005576,2,Eixample,6,"la Sagrada Fam°lia",178308,Lepant,"0295 0295",Dimarts,Dm,Laboral,2012,7,Juliol,31,3,"No Çs causa del  vianant",Turismo,A3,AUDI,Groc,B,9,"4584321,32","431129,28"
2012S005582,2,Eixample,5,"el Fort Pienc",325005,Sic°lia,"0099 0099",Dimarts,Dm,Laboral,2012,7,Juliol,31,12,"No Çs causa del  vianant",Turismo,GOLF,VOLKSWAGEN,Blanc,B,12,"4583215,78","431630,08"
2012S004443,8,"Nou Barris",50,"les Roquetes",26605,Artesania,"0112 0112",Dimarts,Dm,Laboral,2012,6,Juny,19,21,"No Çs causa del  vianant",Motocicleta,"NSR 125 R",HONDA,Gris,A,2,"4588634,47","430876,88"
2012S004580,4,"Les Corts",21,Pedralbes,144601,Diagonal,0680X0680X,Diumenge,Dg,Laboral,2012,6,Juny,24,8,"No Çs causa del  vianant",Turismo,IBIZA,SEAT,Groc,B,5,"4582391,4","426813,82"
2012S004583,7,Horta-Guinard¢,33,"el Baix Guinard¢",68900,Cartagena,"0385 0385",Diumenge,Dg,Laboral,2012,6,Juny,24,9,"No Çs causa del  vianant",Turismo,BERLINGO,CITROEN,Gris,Desconegut,Desconegut,"4585303,3","430715,09"
2012S004713,2,Eixample,6,"la Sagrada Fam°lia",144601,Diagonal,"0282 0282",Divendres,Dv,Laboral,2012,6,Juny,29,11,"No Çs causa del  vianant",Furgoneta,KANGOO,RENAULT,Blanc,B,5,"4584040,14","431984,8"
2012S004713,2,Eixample,6,"la Sagrada Fam°lia",144601,Diagonal,"0282 0282",Divendres,Dv,Laboral,2012,6,Juny,29,11,"No Çs causa del  vianant",Motocicleta,BESBI,DAELIM,Blanc,Desconegut,Desconegut,"4584040,14","431984,8"
2012S004718,7,Horta-Guinard¢,35,"el Guinard¢",200101,"Marquesa Caldes de Montbui","0002 0002",Divendres,Dv,Laboral,2012,6,Juny,29,13,"No Çs causa del  vianant",Autob£s,"O 530",MERCEDES-BENZ,Vermell,D,18,"4586529,66","431185,13"
2012S005417,5,"SarriÖ-Sant Gervasi",27,"el Putxet i el Farr¢",143904,"General Mitre","0177 0181",Dimecres,Dc,Laboral,2012,7,Juliol,25,14,"No Çs causa del  vianant",Taxi,Altea,SEAT,Altres,BTP,35,"4584240,98","428291,72"
2012S005417,5,"SarriÖ-Sant Gervasi",27,"el Putxet i el Farr¢",143904,"General Mitre","0177 0181",Dimecres,Dc,Laboral,2012,7,Juliol,25,14,"No Çs causa del  vianant",Motocicleta,"TX 200",VESPA,Negre,A,34,"4584240,98","428291,72"
2012S005418,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",286300,Rogent,"0001 0001",Dimecres,Dc,Laboral,2012,7,Juliol,25,14,"No Çs causa del  vianant",Ciclomotor,VESPA,PIAGGIO,Negre,AM,8,"4584637,51","432097,42"
2012S005688,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",209900,Meridiana,"0203 0205",Dissabte,Ds,Laboral,2012,8,Agost,4,16,"No Çs causa del  vianant",Turismo,TOLEDO,SEAT,Blanc,B,1,"4585382,72","432116,48"
2012S005690,8,"Nou Barris",49,Canyelles,701268,"Dalt (Llobregat)",0003S0000,Dissabte,Ds,Laboral,2012,8,Agost,4,19,"No Çs causa del  vianant",Turismo,156,"ALFA ROMEO",Vermell,B,6,"4588190,83","430251,47"
2012S008769,2,Eixample,9,"la Nova Esquerra de l'Eixample",18505,Arag¢,"0002 0002",Dimecres,Dc,Laboral,2012,12,Desembre,12,17,"No Çs causa del  vianant",Motocicleta,"SJ 100",HONDA,Verd,A,23,"4581364,71","428793,96"
2012S008901,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0046 0046",Dilluns,Dl,Laboral,2012,12,Desembre,17,12,"No Çs causa del  vianant",Turismo,116,BMW,Gris,B,6,"4583239,52","427734,98"
2012S008901,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0046 0046",Dilluns,Dl,Laboral,2012,12,Desembre,17,12,"No Çs causa del  vianant",Ciclomotor,"LIBERTY 50",PIAGGIO,Negre,B,2,"4583239,52","427734,98"
2012S008476,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",342900,Trafalgar,"0082 0082",Dissabte,Ds,Laboral,2012,12,Desembre,1,6,"No Çs causa del  vianant",Turismo,FIESTA,FORD,Gris,B,5,"4582682,72","431523,36"
2012S008607,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20660000,Dijous,Dj,Laboral,2012,12,Desembre,6,4,"No Çs causa del  vianant",Turismo,FOCUS,FORD,Negre,B,6,"4584620,76","432719,59"
2012S005073,2,Eixample,7,"la Dreta de l'Eixample",144601,Diagonal,"0340 0348",Dimecres,Dc,Laboral,2012,7,Juliol,11,16,"No Çs causa del  vianant",Turismo,CLK270,MERCEDES,Blau,B,19,"4583704,88","430938,31"
2012S005077,2,Eixample,5,"el Fort Pienc",100800,Diputaci¢,0392B0392B,Dimecres,Dc,Laboral,2012,7,Juliol,11,17,"No Çs causa del  vianant",Turismo,LACETTI,CHEVROLET,Blau,B,11,"4583488,4","431361,07"
2012S005078,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",197302,Marina,"0097 0097",Dimecres,Dc,Laboral,2012,7,Juliol,11,16,"No Çs causa del  vianant",Motocicleta,"CR 250 R",HONDA,Gris,A,3,"4583003,15","432172,83"
2012S005079,2,Eixample,7,"la Dreta de l'Eixample",309406,"Sant Pere","0001 0001",Dimecres,Dc,Laboral,2012,7,Juliol,11,18,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Gris,A,2,"4582396,64","430741,88"
2012S005080,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",201400,Picasso,"0012 0012",Dimecres,Dc,Laboral,2012,7,Juliol,11,18,"No Çs causa del  vianant",Turismo,207,PEUGEOT,Negre,B,10,"4582330,85","431749,74"
2012S005210,3,Sants-Montjuãc,18,Sants,48404,Brasil,"0006 0008",Dimarts,Dm,Laboral,2012,7,Juliol,17,14,"No Çs causa del  vianant",Turismo,TWINGO,RENAULT,Blanc,B,2,"4581074,75","427399,6"
2012S005215,4,"Les Corts",19,"les Corts",110803,Entenáa,"0241 0241",Dimarts,Dm,Laboral,2012,7,Juliol,17,13,"No Çs causa del  vianant",Turismo,ALMERA,NISSAN,Desconegut,Desconegut,Desconegut,"4582319,74","428227,38"
2012S005646,2,Eixample,5,"el Fort Pienc",169409,"Corts Catalanes","0705 0705",Dijous,Dj,Laboral,2012,8,Agost,2,17,"No Çs causa del  vianant",Turismo,A3,AUDI,Gris,B,36,"4583405,28","431419,04"
2012S005647,2,Eixample,5,"el Fort Pienc",225500,NÖpols,"0143 0143",Dijous,Dj,Laboral,2012,8,Agost,2,16,"No Çs causa del  vianant",Turismo,OCTAVIA,SKODA,Gris,B,5,"4583277,24","431381,8"
2012S005649,2,Eixample,7,"la Dreta de l'Eixample",31300,Bailän,"0113 0113",Dijous,Dj,Laboral,2012,8,Agost,2,17,"No Çs causa del  vianant",Ciclomotor,"ZIP AIRE",PIAGGIO,Negre,B,7,"4583438,25","430665,76"
2012S005651,2,Eixample,5,"el Fort Pienc",169409,"Corts Catalanes","0745 0747",Dijous,Dj,Laboral,2012,8,Agost,2,19,"No Çs causa del  vianant",Ciclomotor,GPR,DERBI,Blanc,AM,5,"4583588,18","431603,29"
2012S005781,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",362500,Vilapicina,"0009 0013",Dijous,Dj,Laboral,2012,8,Agost,9,18,"No Çs causa del  vianant",Ciclomotor,"SF 50",HYOSUNG,Gris,B,1,"4587035,93","430895,31"
2012S005922,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",236903,Ortigosa,"0001 0001",Dissabte,Ds,Laboral,2012,8,Agost,18,8,"No Çs causa del  vianant",Turismo,LEON,SEAT,Blanc,Desconegut,Desconegut,"4582359,36","431076,48"
2012S005829,6,GrÖcia,31,"la Vila de GrÖcia",229001,Nord,"0001 0002",Dissabte,Ds,Laboral,2012,8,Agost,11,22,"No Çs causa del  vianant",Turismo,CIVIC,HONDA,Blau,Desconegut,Desconegut,"4584458,23","429506,86"
2012S002821,2,Eixample,7,"la Dreta de l'Eixample",49509,Bruc,"0101 0101",Divendres,Dv,Laboral,2012,4,Abril,20,14,"No Çs causa del  vianant",Motocicleta,FLSTCI,"HARLEY DAVIDSON",Blau,A,3,"4583248,87","430474,9"
2012S002822,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",139805,Ganduxer,"0047 0047",Divendres,Dv,Laboral,2012,4,Abril,20,14,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Negre,A1,7,"4583285,86","427915,4"
2012S002956,2,Eixample,7,"la Dreta de l'Eixample",144601,Diagonal,"0313 0315",Dimecres,Dc,Laboral,2012,4,Abril,25,19,"No Çs causa del  vianant",Motocicleta,"X Max",YAMAHA,Negre,A,8,"4583621,87","430848,87"
2012S003086,6,GrÖcia,32,"el Camp d'en Grassot i GrÖcia Nova",7906,"Ca l'Alegre de Dalt","0070 0070",Dimarts,Dm,Laboral,2012,5,Maig,1,7,"No Çs causa del  vianant",Turismo,QASHQAI,NISSAN,Gris,Desconegut,Desconegut,"4584831,63","429911,84"
2012S003086,6,GrÖcia,32,"el Camp d'en Grassot i GrÖcia Nova",7906,"Ca l'Alegre de Dalt","0070 0070",Dimarts,Dm,Laboral,2012,5,Maig,1,7,"No Çs causa del  vianant",Turismo,C3,CITROEN,Blau,Desconegut,Desconegut,"4584831,63","429911,84"
2012S005862,9,"Sant Andreu",61,"la Sagrera",209900,Meridiana,"0290 0290",Dimarts,Dm,Laboral,2012,8,Agost,14,16,"No Çs causa del  vianant",Motocicleta,"SUPER DINK 125",KYMCO,Gris,Desconegut,Desconegut,"4586133,84","432176,43"
2012S005862,9,"Sant Andreu",61,"la Sagrera",209900,Meridiana,"0290 0290",Dimarts,Dm,Laboral,2012,8,Agost,14,16,"No Çs causa del  vianant",Furgoneta,KANGOO,RENAULT,Blau,B,10,"4586133,84","432176,43"
2012S004848,2,Eixample,7,"la Dreta de l'Eixample",176801,"Roger de Ll£ria","0093 0093",Dimarts,Dm,Laboral,2012,7,Juliol,3,21,"No Çs causa del  vianant",Motocicleta,"AGILITY 125",KYMCO,Gris,B,5,"4583186,67","430350,39"
2012S008206,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",268003,Provenáa,0164B0164B,Dijous,Dj,Laboral,2012,11,Novembre,22,15,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Blanc,B,13,"4582402,51","429287,29"
2012S008211,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",144601,Diagonal,"0427 0427",Dijous,Dj,Laboral,2012,11,Novembre,22,19,"No Çs causa del  vianant",Motocicleta,"VS 125",SANYANG,Gris,B,5,"4583110,14","429265,04"
2012S009032,5,"SarriÖ-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701267,"Dalt (Besïs)",800000,Divendres,Dv,Laboral,2012,12,Desembre,21,7,"No Çs causa del  vianant",Turismo,"GRAND VITARA",SUZUKI,Blanc,B,15,"4584613,55","426771,17"
2012S009038,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,GrÖcia,"0053 0065",Divendres,Dv,Laboral,2012,12,Desembre,21,8,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Platejat,B,17,"4583323,9","429034,96"
2012S009173,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",143609,"Josep Pla",0020X0020X,Dijous,Dj,Laboral,2012,12,Desembre,27,13,"No Çs causa del  vianant",Taxi,ALMERA,NISSAN,Desconegut,BTP,43,"4584547,03","434667,49"
2012S004376,4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,Diagonal,"0653 0659",Diumenge,Dg,Laboral,2012,6,Juny,17,3,"No Çs causa del  vianant",Motocicleta,"MONSTER 600",DUCATI,Gris,A,19,"4581960,58","425772,51"
2012S004380,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",23403,Aribau,"0049 0049",Diumenge,Dg,Laboral,2012,6,Juny,17,9,"No Çs causa del  vianant",Furgoneta,SPRINTER,MERCEDES,Blanc,B,6,"4582366,29","429845,17"
2012S004517,3,Sants-Montjuãc,12,"la Marina del Prat Vermell",370305,"N£mero 4 Zona Franca","0047 0047",Dijous,Dj,Laboral,2012,6,Juny,21,21,"No Çs causa del  vianant",Turismo,118,BMW,Blanc,B,7,"4575737,28","427806,71"
2012S004519,4,"Les Corts",21,Pedralbes,244300,"Pius XII","9998 9998",Divendres,Dv,Laboral,2012,6,Juny,22,6,"No Çs causa del  vianant",Turismo,A3,AUDI,Blanc,B,13,"4582321,92","426739,43"
2012S005349,3,Sants-Montjuãc,11,"el Poble Sec",198804,Paral˙lel,"0151 0151",Dilluns,Dl,Laboral,2012,7,Juliol,23,9,"No Çs causa del  vianant",Turismo,320,BMW,Platejat,B,16,"4580912,92","429624,81"
2012S005355,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",23403,Aribau,"9999 9999",Dilluns,Dl,Laboral,2012,7,Juliol,23,12,"No Çs causa del  vianant",Turismo,325,BMW,Negre,B,15,"4583078,69","429171,57"
2012S005627,2,Eixample,7,"la Dreta de l'Eixample",176801,"Roger de Ll£ria","0001 0001",Dimecres,Dc,Laboral,2012,8,Agost,1,19,Altres,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582569,78","430953,78"
2012S005628,3,Sants-Montjuãc,18,Sants,296406,"Sant Antoni",0051X0051X,Dimecres,Dc,Laboral,2012,8,Agost,1,19,"No Çs causa del  vianant",Motocicleta,"SH 100",HONDA,Negre,B,24,"4581262,55","428115,25"
2012S003887,6,GrÖcia,31,"la Vila de GrÖcia",90502,Cïrsega,"0409 0409",Dimecres,Dc,Laboral,2012,5,Maig,30,16,"No Çs causa del  vianant",Ciclomotor,"SGX 50 SKY",HONDA,Negre,B,2,"4583732,59","430220,03"
2012S004983,2,Eixample,7,"la Dreta de l'Eixample",100800,Diputaci¢,"0303 0303",Diumenge,Dg,Laboral,2012,7,Juliol,8,18,"No Çs causa del  vianant",Taxi,Altea,SEAT,Altres,BTP,21,"4582888,51","430698,74"
2012S004985,2,Eixample,7,"la Dreta de l'Eixample",89004,"Consell de Cent","0345 0345",Diumenge,Dg,Laboral,2012,7,Juliol,8,22,"No Çs causa del  vianant",Taxi,407,PEUGEOT,Altres,BTP,13,"4582680,05","430294,87"
2012S005119,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",32700,Balmes,"0017 0017",Divendres,Dv,Laboral,2012,7,Juliol,13,11,"No Çs causa del  vianant",Furgoneta,KANGOO,RENAULT,Blanc,B,30,"4582307,82","430275,3"
2012S005831,7,Horta-Guinard¢,38,"la Teixonera",352507,"Vall d'Hebron","0088 0088",Diumenge,Dg,Laboral,2012,8,Agost,12,17,"No Çs causa del  vianant",Furgoneta,Daily,"IVECO FIAT",Blanc,B,9,"4586127,51","428321,46"
2012S005966,2,Eixample,7,"la Dreta de l'Eixample",232902,Urquinaona,"0001 0001",Dimarts,Dm,Laboral,2012,8,Agost,21,16,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Negre,B,5,"4582486,81","430905,65"
2012S003088,6,GrÖcia,31,"la Vila de GrÖcia",109203,Encarnaci¢,"0037 0037",Dimarts,Dm,Laboral,2012,5,Maig,1,13,"No Çs causa del  vianant",Turismo,MEGANE,RENAULT,Gris,B,57,"4584382,89","429837,87"
2012S003092,10,"Sant Mart°",73,"la Verneda i la Pau",318906,Santander,"0026 0026",Dimarts,Dm,Laboral,2012,5,Maig,1,16,"No Çs causa del  vianant",Turismo,IBIZA,SEAT,Negre,B,3,"4586544,65","433319,33"
2012S003216,2,Eixample,7,"la Dreta de l'Eixample",247659,"Pau Claris","0084 0084",Dissabte,Ds,Laboral,2012,5,Maig,5,17,"No Çs causa del  vianant",Turismo,FOCUS,FORD,Vermell,B,1,"4582581,96","430784,69"
2012S003217,7,Horta-Guinard¢,41,"la Vall d'Hebron",701268,"Dalt (Llobregat)",1180000,Dissabte,Ds,Laboral,2012,5,Maig,5,18,"No Çs causa del  vianant",Ciclomotor,"SH 50",HONDA,Gris,B,1,"4587575,83","428854,12"
2012S003220,10,"Sant Mart°",72,"Sant Mart° de Provenáals",60807,CantÖbria,"0029 0029",Dissabte,Ds,Laboral,2012,5,Maig,5,18,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Blanc,B,6,"4585862,62","433330,95"
2012S003354,3,Sants-Montjuãc,15,Hostafrancs,108700,Elisi,0031U0031U,Divendres,Dv,Laboral,2012,5,Maig,11,8,"No Çs causa del  vianant",Ciclomotor,VESPA,PIAGGIO,Vermell,AM,6,"4581357,72","428559,25"
2012S003360,2,Eixample,7,"la Dreta de l'Eixample",191204,Mallorca,"0256 0258",Divendres,Dv,Laboral,2012,5,Maig,11,8,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Negre,B,10,"4583062,15","430142,45"
2012S008347,3,Sants-Montjuãc,12,"la Marina del Prat Vermell",175478,"K Zona Franca","0032 0032",Dimarts,Dm,Laboral,2012,11,Novembre,27,15,"No Çs causa del  vianant",Turismo,TERRACAN,HYUNDAI,Blau,B,25,"4576580,82","425800,17"
2012S008484,3,Sants-Montjuãc,15,Hostafrancs,312400,Sants,"0008 0008",Dissabte,Ds,Laboral,2012,12,Desembre,1,17,"No Çs causa del  vianant",Ciclomotor,"LIBERTY 50",PIAGGIO,Gris,B,5,"4580992,77","428225,45"
