"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2021-04-03,"05:09:00","X2","TN",11.4
2021-04-03,NA,"X2","HRM",65
2021-04-03,"21:58:00","X2","HRX",82
2021-04-03,"11:36:00","X2","HRN",35
2021-04-03,NA,"X4","TM",17.5
2021-04-03,"12:07:00","X4","TX",23.4
2021-04-03,"04:04:00","X4","TN",13.8
2021-04-03,NA,"X4","HRM",57
2021-04-03,"20:06:00","X4","HRX",71
2021-04-03,"12:08:00","X4","HRN",33
2021-04-03,NA,"X4","PM",1007.6
2021-04-03,"23:00:00","X4","PX",1010.7
2021-04-03,"15:30:00","X4","PN",1005.5
2021-04-03,NA,"X4","PPT",0
2021-04-03,NA,"X4","RS24h",22.1
2021-04-03,NA,"X4","VVM10",1.6
2021-04-03,NA,"X4","DVM10",183
2021-04-03,"13:43:00","X4","VVX10",8.8
2021-04-03,"13:43:00","X4","DVVX10",240
2021-04-03,NA,"X8","TM",17.1
2021-04-03,"11:46:00","X8","TX",23.4
2021-04-03,"05:33:00","X8","TN",11.5
2021-04-03,NA,"X8","HRM",55
2021-04-03,"04:17:00","X8","HRX",77
2021-04-03,"09:05:00","X8","HRN",32
2021-04-03,NA,"X8","PM",1002
2021-04-03,"23:06:00","X8","PX",1004.9
2021-04-03,"15:32:00","X8","PN",999.8
2021-04-03,NA,"X8","PPT",0
2021-04-03,NA,"X8","RS24h",21.9
2021-04-03,NA,"X8","VVM10",1.7
2021-04-03,NA,"X8","DVM10",203
2021-04-03,"14:33:00","X8","VVX10",9.3
2021-04-03,"14:33:00","X8","DVVX10",197
2021-04-04,NA,"D5","TM",13.3
2021-04-04,"13:50:00","D5","TX",19.4
2021-04-04,"02:46:00","D5","TN",10.4
2021-04-04,NA,"D5","HRM",63
2021-04-04,"01:36:00","D5","HRX",90
2021-04-04,"15:29:00","D5","HRN",41
2021-04-04,NA,"D5","PM",968.1
2021-04-04,"22:11:00","D5","PX",970.2
2021-04-04,"02:30:00","D5","PN",965.7
2021-04-04,NA,"D5","PPT",0
2021-04-04,NA,"D5","RS24h",16.4
2021-04-04,NA,"D5","VVM10",2.8
2021-04-04,NA,"D5","DVM10",229
2021-04-04,"07:12:00","D5","VVX10",7.1
2021-04-04,"07:12:00","D5","DVVX10",329
2021-04-04,NA,"X2","TM",15
2021-04-04,"14:47:00","X2","TX",18.5
2021-04-04,"23:59:00","X2","TN",11.8
2021-04-04,NA,"X2","HRM",62
2021-04-04,"01:13:00","X2","HRX",84
2021-04-04,"14:16:00","X2","HRN",43
2021-04-04,NA,"X4","TM",15.6
2021-04-04,"14:57:00","X4","TX",17.7
2021-04-04,"05:18:00","X4","TN",13.8
2021-04-04,NA,"X4","HRM",56
2021-04-04,"01:10:00","X4","HRX",72
2021-04-04,"18:00:00","X4","HRN",40
2021-04-04,NA,"X4","PM",1012.5
2021-04-04,"22:31:00","X4","PX",1014.7
2021-04-04,"02:35:00","X4","PN",1010
2021-04-04,NA,"X4","PPT",0
2021-04-04,NA,"X4","RS24h",16.8
2021-04-04,NA,"X4","VVM10",1.5
2021-04-04,NA,"X4","DVM10",192
2021-04-04,"12:34:00","X4","VVX10",5.5
2021-04-04,"12:34:00","X4","DVVX10",117
2021-04-04,NA,"X8","TM",14.7
2021-04-04,"13:56:00","X8","TX",19.6
2021-04-04,"23:28:00","X8","TN",11.2
2021-04-04,NA,"X8","HRM",62
2021-04-04,"02:15:00","X8","HRX",85
2021-04-04,"15:19:00","X8","HRN",43
2021-04-04,NA,"X8","PM",1006.8
2021-04-04,"22:14:00","X8","PX",1009
2021-04-04,"02:30:00","X8","PN",1004.3
2021-04-04,NA,"X8","PPT",0
2021-04-04,NA,"X8","RS24h",16.1
2021-04-04,NA,"X8","VVM10",1.6
2021-04-04,NA,"X8","DVM10",255
2021-04-04,"14:22:00","X8","VVX10",5.6
2021-04-04,"14:22:00","X8","DVVX10",193
2021-04-05,NA,"D5","TM",14.4
2021-04-05,"12:23:00","D5","TX",20.1
2021-04-05,"05:02:00","D5","TN",11.3
2021-04-05,NA,"D5","HRM",56
2021-04-05,"23:37:00","D5","HRX",78
2021-04-05,"13:09:00","D5","HRN",37
2021-04-05,NA,"D5","PM",967.5
2021-04-05,"00:02:00","D5","PX",969.8
2021-04-05,"23:59:00","D5","PN",964.3
2021-04-05,NA,"D5","PPT",0
2021-04-05,NA,"D5","RS24h",22.7
2021-04-05,NA,"D5","VVM10",4.7
2021-04-05,NA,"D5","DVM10",254
2021-04-05,"14:31:00","D5","VVX10",10.8
2021-04-05,"14:31:00","D5","DVVX10",200
2021-04-05,NA,"X2","TM",15.2
2021-04-05,"14:45:00","X2","TX",20
2021-04-05,"06:06:00","X2","TN",10.9
2021-04-05,NA,"X2","HRM",65
2021-04-05,"23:59:00","X2","HRX",84
2021-04-05,"13:37:00","X2","HRN",40
2021-04-05,NA,"X4","TM",15.8
2021-04-05,"10:15:00","X4","TX",19.6
2021-04-05,"06:03:00","X4","TN",12.9
2021-04-05,NA,"X4","HRM",59
2021-04-05,"23:53:00","X4","HRX",84
2021-04-05,"13:15:00","X4","HRN",39
2021-04-05,NA,"X4","PM",1012
2021-04-05,"00:00:00","X4","PX",1014.5
2021-04-05,"23:47:00","X4","PN",1008.7
2021-04-05,NA,"X4","PPT",0
2021-04-05,NA,"X4","RS24h",22.5
2021-04-05,NA,"X4","VVM10",2.6
2021-04-05,NA,"X4","DVM10",214
2021-04-05,"15:15:00","X4","VVX10",11.5
2021-04-05,"15:15:00","X4","DVVX10",239
2021-04-05,NA,"X8","TM",15.3
2021-04-05,"11:46:00","X8","TX",20.3
2021-04-05,"05:39:00","X8","TN",10.4
2021-04-05,NA,"X8","HRM",59
2021-04-05,"23:42:00","X8","HRX",94
2021-04-05,"13:03:00","X8","HRN",38
2021-04-05,NA,"X8","PM",1006.3
2021-04-05,"00:00:00","X8","PX",1008.6
2021-04-05,"23:59:00","X8","PN",1002.9
2021-04-05,NA,"X8","PPT",0
2021-04-05,NA,"X8","RS24h",22.2
2021-04-05,NA,"X8","VVM10",2.3
2021-04-05,NA,"X8","DVM10",233
2021-04-05,"13:31:00","X8","VVX10",11.5
2021-04-05,"13:31:00","X8","DVVX10",214
2021-04-06,NA,"D5","TM",11.6
2021-04-06,"14:51:00","D5","TX",15.2
2021-04-06,"23:59:00","D5","TN",8.9
2021-04-06,NA,"D5","HRM",71
2021-04-06,"23:52:00","D5","HRX",98
2021-04-06,"03:00:00","D5","HRN",46
2021-04-06,NA,"D5","PM",963.5
2021-04-06,"22:53:00","D5","PX",965.7
2021-04-06,"15:42:00","D5","PN",962.1
2021-04-06,NA,"D5","PPT",4.4
2021-04-06,NA,"D5","RS24h",9.5
2021-04-06,NA,"D5","VVM10",4.6
2021-04-06,NA,"D5","DVM10",211
2021-04-06,"05:30:00","D5","VVX10",11.6
2021-04-06,"05:30:00","D5","DVVX10",322
2021-04-06,NA,"X2","TM",14
2021-04-06,"13:23:00","X2","TX",17.7
2021-04-06,"04:47:00","X2","TN",10.9
2021-04-06,NA,"X2","HRM",69
2021-04-06,"03:39:00","X2","HRX",92
2021-04-06,"05:49:00","X2","HRN",51
2021-04-06,NA,"X4","TM",14.2
2021-04-06,"11:57:00","X4","TX",16.4
2021-04-06,"23:59:00","X4","TN",11.3
2021-04-06,NA,"X4","HRM",65
2021-04-06,"00:11:00","X4","HRX",85
2021-04-06,"06:15:00","X4","HRN",46
2021-04-06,NA,"X4","PM",1008
2021-04-06,"23:58:00","X4","PX",1010.6
2021-04-06,"04:28:00","X4","PN",1006.2
2021-04-06,NA,"X4","PPT",0.4
2021-04-06,NA,"X4","RS24h",13.7
2021-04-06,NA,"X4","VVM10",1.9
2021-04-06,NA,"X4","DVM10",166
2021-04-06,"23:33:00","X4","VVX10",7.6
2021-04-06,"23:33:00","X4","DVVX10",76
2021-04-06,NA,"X8","TM",13.4
2021-04-06,"12:00:00","X8","TX",16.1
2021-04-06,"03:06:00","X8","TN",10.1
2021-04-06,NA,"X8","HRM",69
2021-04-06,"03:08:00","X8","HRX",95
2021-04-06,"06:42:00","X8","HRN",46
2021-04-06,NA,"X8","PM",1002.3
2021-04-06,"23:52:00","X8","PX",1004.6
2021-04-06,"04:39:00","X8","PN",1000.4
2021-04-06,NA,"X8","PPT",1.8
2021-04-06,NA,"X8","RS24h",9.6
2021-04-06,NA,"X8","VVM10",2.5
2021-04-06,NA,"X8","DVM10",187
2021-04-06,"05:36:00","X8","VVX10",9.2
2021-04-06,"05:36:00","X8","DVVX10",309
2021-04-07,NA,"D5","TM",7.7
2021-04-07,"15:38:00","D5","TX",12.8
2021-04-07,"09:18:00","D5","TN",4.8
2021-04-07,NA,"D5","HRM",78
2021-04-07,"04:35:00","D5","HRX",98
2021-04-07,"15:43:00","D5","HRN",49
2021-04-07,NA,"D5","PM",972.1
2021-04-07,"23:33:00","D5","PX",977.2
2021-04-07,"00:29:00","D5","PN",965.4
2021-04-07,NA,"D5","PPT",0.6
2021-04-07,NA,"D5","RS24h",12.3
2021-04-07,NA,"D5","VVM10",2.7
2021-04-07,NA,"D5","DVM10",213
2021-04-07,"13:37:00","D5","VVX10",6.6
2021-04-07,"13:37:00","D5","DVVX10",153
2021-04-07,NA,"X2","TM",11
2021-04-07,"14:16:00","X2","TX",14.1
2021-04-07,"08:05:00","X2","TN",9.1
2021-04-07,NA,"X2","HRM",61
2021-04-07,"00:40:00","X2","HRX",90
2021-04-07,"15:31:00","X2","HRN",42
2021-04-07,NA,"X4","TM",11
2021-04-07,"15:27:00","X4","TX",13
2021-04-07,"08:05:00","X4","TN",9.2
2021-04-07,NA,"X4","HRM",58
2021-04-07,"01:42:00","X4","HRX",84
2021-04-07,"16:01:00","X4","HRN",42
2021-04-07,NA,"X4","PM",1017.6
2021-04-07,"23:04:00","X4","PX",1022.9
2021-04-07,"00:32:00","X4","PN",1010.3
2021-04-07,NA,"X4","PPT",0.1
2021-04-07,NA,"X4","RS24h",13.5
2021-04-07,NA,"X4","VVM10",1.9
2021-04-07,NA,"X4","DVM10",131
2021-04-07,"01:23:00","X4","VVX10",6.2
2021-04-07,"01:23:00","X4","DVVX10",76
2021-04-07,NA,"X8","TM",10.1
2021-04-07,"14:13:00","X8","TX",13.7
2021-04-07,"23:52:00","X8","TN",7.3
2021-04-07,NA,"X8","HRM",68
2021-04-07,"01:42:00","X8","HRX",98
2021-04-07,"15:35:00","X8","HRN",44
2021-04-07,NA,"X8","PM",1011.7
2021-04-07,"23:49:00","X8","PX",1016.9
2021-04-07,"00:07:00","X8","PN",1004.4
2021-04-07,NA,"X8","PPT",0.3
2021-04-07,NA,"X8","RS24h",11.3
2021-04-07,NA,"X8","VVM10",1.5
2021-04-07,NA,"X8","DVM10",152
2021-04-07,"14:15:00","X8","VVX10",6
2021-04-07,"14:15:00","X8","DVVX10",141
2021-04-08,NA,"D5","TM",9.9
2021-04-08,"12:59:00","D5","TX",15
2021-04-08,"00:03:00","D5","TN",6.6
2021-04-08,NA,"D5","HRM",65
2021-04-08,"22:39:00","D5","HRX",82
2021-04-08,"13:10:00","D5","HRN",46
2021-04-08,NA,"D5","PM",975.6
2021-04-08,"00:33:00","D5","PX",977.2
2021-04-08,"15:33:00","D5","PN",973.8
2021-04-08,NA,"D5","PPT",0
2021-04-08,NA,"D5","RS24h",23.8
2021-04-08,NA,"D5","VVM10",5
2021-04-08,NA,"D5","DVM10",233
2021-04-08,"15:33:00","D5","VVX10",12.4
2021-04-08,"15:33:00","D5","DVVX10",215
2021-04-08,NA,"X2","TM",12.9
2021-04-08,"13:14:00","X2","TX",16.6
2021-04-08,"00:11:00","X2","TN",9.1
2021-04-08,NA,"X2","HRM",55
2021-04-08,"23:59:00","X2","HRX",72
2021-04-08,"14:08:00","X2","HRN",41
2021-04-08,NA,"X4","TM",13
2021-04-08,"12:34:00","X4","TX",16.1
2021-04-08,"00:03:00","X4","TN",10.6
2021-04-08,NA,"X4","HRM",51
2021-04-08,"23:53:00","X4","HRX",65
2021-04-08,"13:14:00","X4","HRN",39
2021-04-08,NA,"X4","PM",1021.1
2021-04-08,"00:47:00","X4","PX",1022.9
2021-04-08,"16:40:00","X4","PN",1019.3
2021-04-08,NA,"X4","PPT",0
2021-04-08,NA,"X4","RS24h",24.6
2021-04-08,NA,"X4","VVM10",2.5
2021-04-08,NA,"X4","DVM10",242
2021-04-08,"11:59:00","X4","VVX10",11.1
2021-04-08,"11:59:00","X4","DVVX10",214
2021-04-08,NA,"X8","TM",11.8
2021-04-08,"11:36:00","X8","TX",16.4
2021-04-08,"00:00:00","X8","TN",7.5
2021-04-08,NA,"X8","HRM",58
2021-04-08,"23:46:00","X8","HRX",81
2021-04-08,"12:25:00","X8","HRN",41
2021-04-08,NA,"X8","PM",1015.2
2021-04-08,"00:44:00","X8","PX",1016.9
2021-04-08,"17:32:00","X8","PN",1013.5
2021-04-08,NA,"X8","PPT",0
2021-04-08,NA,"X8","RS24h",23.2
2021-04-08,NA,"X8","VVM10",2.4
2021-04-08,NA,"X8","DVM10",254
2021-04-08,"15:00:00","X8","VVX10",9.7
2021-04-08,"15:00:00","X8","DVVX10",201
2021-04-09,NA,"D5","TM",10
2021-04-09,"10:16:00","D5","TX",13.8
2021-04-09,"02:04:00","D5","TN",7.3
2021-04-09,NA,"D5","HRM",80
2021-04-09,"20:18:00","D5","HRX",97
2021-04-09,"08:33:00","D5","HRN",61
2021-04-09,NA,"D5","PM",972.9
2021-04-09,"08:57:00","D5","PX",974.8
2021-04-09,"23:59:00","D5","PN",970.2
2021-04-09,NA,"D5","PPT",0.5
2021-04-09,NA,"D5","RS24h",8.1
2021-04-09,NA,"D5","VVM10",2.4
2021-04-09,NA,"D5","DVM10",121
2021-04-09,"16:38:00","D5","VVX10",7.7
2021-04-09,"16:38:00","D5","DVVX10",115
2021-04-09,NA,"X2","TM",12.8
2021-04-09,"10:34:00","X2","TX",15.1
2021-04-09,"01:02:00","X2","TN",9.6
2021-04-09,NA,"X2","HRM",70
2021-04-09,"22:24:00","X2","HRX",80
2021-04-09,"10:35:00","X2","HRN",57
2021-04-09,NA,"X4","TM",13.1
2021-04-09,"08:52:00","X4","TX",15.3
2021-04-09,"03:21:00","X4","TN",10.8
2021-04-09,NA,"X4","HRM",67
2021-04-09,"21:00:00","X4","HRX",79
2021-04-09,"08:53:00","X4","HRN",53
2021-04-09,NA,"X4","PM",1018
2021-04-09,"00:00:00","X4","PX",1020.3
2021-04-09,"23:59:00","X4","PN",1015
2021-04-09,NA,"X4","PPT",0
2021-04-09,NA,"X4","RS24h",9.2
2021-04-09,NA,"X4","VVM10",1.7
2021-04-09,NA,"X4","DVM10",79
2021-04-09,"14:39:00","X4","VVX10",6.5
2021-04-09,"14:39:00","X4","DVVX10",81
2021-04-09,NA,"X8","TM",12.1
2021-04-09,"10:16:00","X8","TX",15.8
2021-04-09,"01:11:00","X8","TN",7.9
2021-04-09,NA,"X8","HRM",74
2021-04-09,"18:30:00","X8","HRX",87
2021-04-09,"08:07:00","X8","HRN",56
2021-04-09,NA,"X8","PM",1012.1
2021-04-09,"00:05:00","X8","PX",1014.2
2021-04-09,"23:58:00","X8","PN",1009.2
2021-04-09,NA,"X8","PPT",0.1
2021-04-09,NA,"X8","RS24h",8.7
2021-04-09,NA,"X8","VVM10",1.7
2021-04-09,NA,"X8","DVM10",83
2021-04-09,"16:37:00","X8","VVX10",6.7
2021-04-09,"16:37:00","X8","DVVX10",137
2021-04-10,NA,"D5","TM",10.3
2021-04-10,"22:07:00","D5","TX",11.2
2021-04-10,"02:30:00","D5","TN",9.4
2021-04-10,NA,"D5","HRM",94
2021-04-10,"23:51:00","D5","HRX",98
2021-04-10,"22:06:00","D5","HRN",82
2021-04-10,NA,"D5","PM",967
2021-04-10,"00:01:00","D5","PX",970.2
2021-04-10,"16:18:00","D5","PN",965.1
2021-04-10,NA,"D5","PPT",2
2021-04-10,NA,"D5","RS24h",2.1
2021-04-10,NA,"D5","VVM10",2.3
2021-04-10,NA,"D5","DVM10",25
2021-04-10,"02:39:00","D5","VVX10",5.9
2021-04-10,"02:39:00","D5","DVVX10",21
2021-04-10,NA,"X2","TM",13.1
2021-04-10,"18:00:00","X2","TX",14
2021-04-10,"22:49:00","X2","TN",11.1
2021-04-10,NA,"X2","HRM",84
2021-04-10,"22:32:00","X2","HRX",97
2021-04-10,"03:30:00","X2","HRN",71
2021-04-10,NA,"X4","TM",13.3
2021-04-10,"17:18:00","X4","TX",14.1
2021-04-10,"23:44:00","X4","TN",12.1
2021-04-10,NA,"X4","HRM",84
2021-04-10,"13:41:00","X4","HRX",98
2021-04-10,"04:02:00","X4","HRN",69
2021-04-10,NA,"X4","PM",1011.6
2021-04-10,"00:00:00","X4","PX",1015.1
2021-04-10,"16:23:00","X4","PN",1009.6
2021-04-10,NA,"X4","PPT",0.7
2021-04-10,NA,"X4","RS24h",2.6
2021-04-10,NA,"X4","VVM10",1.1
2021-04-10,NA,"X4","DVM10",42
2021-04-10,"01:47:00","X4","VVX10",4.1
2021-04-10,"01:47:00","X4","DVVX10",27
2021-04-10,NA,"X8","TM",12.4
2021-04-10,"17:21:00","X8","TX",13.8
2021-04-10,"23:24:00","X8","TN",9.8
2021-04-10,NA,"X8","HRM",90
2021-04-10,"23:32:00","X8","HRX",100
2021-04-10,"03:33:00","X8","HRN",76
2021-04-10,NA,"X8","PM",1005.8
2021-04-10,"00:00:00","X8","PX",1009.2
2021-04-10,"16:17:00","X8","PN",1003.9
2021-04-10,NA,"X8","PPT",0.7
2021-04-10,NA,"X8","RS24h",2.3
2021-04-10,NA,"X8","VVM10",0.9
2021-04-10,NA,"X8","DVM10",334
2021-04-10,"09:50:00","X8","VVX10",4
2021-04-10,"09:50:00","X8","DVVX10",89
2021-04-11,NA,"D5","TM",10.9
2021-04-11,"13:27:00","D5","TX",13.1
2021-04-11,"22:38:00","D5","TN",9.1
2021-04-11,NA,"D5","HRM",95
2021-04-11,"23:30:00","D5","HRX",98
2021-04-11,"15:44:00","D5","HRN",87
2021-04-11,NA,"D5","PM",966.2
2021-04-11,"23:51:00","D5","PX",971
2021-04-11,"02:31:00","D5","PN",964.4
2021-04-11,NA,"D5","PPT",1.4
2021-04-11,NA,"D5","RS24h",5.8
2021-04-11,NA,"D5","VVM10",3.2
2021-04-11,NA,"D5","DVM10",237
2021-04-11,"20:42:00","D5","VVX10",8.7
2021-04-11,"20:42:00","D5","DVVX10",67
2021-04-11,NA,"X2","TM",13.9
2021-04-11,"14:04:00","X2","TX",17.8
2021-04-11,"01:00:00","X2","TN",11.5
2021-04-11,NA,"X2","HRM",84
2021-04-11,"01:02:00","X2","HRX",95
2021-04-11,"14:05:00","X2","HRN",69
2021-04-11,NA,"X4","TM",13.9
2021-04-11,"14:57:00","X4","TX",17.1
2021-04-11,"23:59:00","X4","TN",11.6
2021-04-11,NA,"X4","HRM",87
2021-04-11,"01:01:00","X4","HRX",98
2021-04-11,"14:57:00","X4","HRN",67
2021-04-11,NA,"X4","PM",1010.9
2021-04-11,"23:58:00","X4","PX",1016.2
2021-04-11,"02:53:00","X4","PN",1009
2021-04-11,NA,"X4","PPT",0.2
2021-04-11,NA,"X4","RS24h",8.6
2021-04-11,NA,"X4","VVM10",1.9
2021-04-11,NA,"X4","DVM10",232
2021-04-11,"20:46:00","X4","VVX10",9.5
2021-04-11,"20:46:00","X4","DVVX10",91
2021-04-11,NA,"X8","TM",13.3
2021-04-11,"14:55:00","X8","TX",17.4
2021-04-11,"01:16:00","X8","TN",10.4
2021-04-11,NA,"X8","HRM",91
2021-04-11,"06:00:00","X8","HRX",100
2021-04-11,"14:56:00","X8","HRN",71
2021-04-11,NA,"X8","PM",1005.1
2021-04-11,"23:56:00","X8","PX",1010.3
2021-04-11,"02:13:00","X8","PN",1003.2
2021-04-11,NA,"X8","PPT",0.3
2021-04-11,NA,"X8","RS24h",7.8
2021-04-11,NA,"X8","VVM10",1.7
2021-04-11,NA,"X8","DVM10",238
2021-04-11,"20:51:00","X8","VVX10",7.8
2021-04-11,"20:51:00","X8","DVVX10",74
2021-04-12,NA,"D5","TM",9.5
2021-04-12,"14:52:00","D5","TX",15
2021-04-12,"06:39:00","D5","TN",4.9
2021-04-12,NA,"D5","HRM",78
2021-04-12,"05:30:00","D5","HRX",98
2021-04-12,"15:50:00","D5","HRN",51
2021-04-12,NA,"D5","PM",974.1
2021-04-12,"22:30:00","D5","PX",976.7
2021-04-12,"00:31:00","D5","PN",970.8
2021-04-12,NA,"D5","PPT",12.3
2021-04-12,NA,"D5","RS24h",20.9
2021-04-12,NA,"D5","VVM10",4.2
2021-04-12,NA,"D5","DVM10",237
2021-04-12,"07:07:00","D5","VVX10",10.2
2021-04-12,"07:07:00","D5","DVVX10",313
2021-04-12,NA,"X2","TM",12.3
2021-04-12,"13:10:00","X2","TX",16.6
2021-04-12,"06:42:00","X2","TN",8.6
2021-04-12,NA,"X2","HRM",72
2021-04-12,"05:47:00","X2","HRX",96
2021-04-12,"13:50:00","X2","HRN",46
2021-04-12,NA,"X4","TM",12.3
2021-04-12,"13:04:00","X4","TX",16.4
2021-04-12,"06:08:00","X4","TN",8.5
2021-04-12,NA,"X4","HRM",69
2021-04-12,"05:30:00","X4","HRX",100
2021-04-12,"13:38:00","X4","HRN",41
2021-04-12,NA,"X4","PM",1019.5
2021-04-12,"22:22:00","X4","PX",1022.1
2021-04-12,"00:30:00","X4","PN",1016
2021-04-12,NA,"X4","PPT",9
2021-04-12,NA,"X4","RS24h",21.6
2021-04-12,NA,"X4","VVM10",2.3
2021-04-12,NA,"X4","DVM10",222
2021-04-12,"12:45:00","X4","VVX10",8.1
2021-04-12,"12:45:00","X4","DVVX10",211
2021-04-12,NA,"X8","TM",11.5
2021-04-12,"12:25:00","X8","TX",17.2
2021-04-12,"06:05:00","X8","TN",7.5
2021-04-12,NA,"X8","HRM",74
2021-04-12,"05:30:00","X8","HRX",100
2021-04-12,"12:54:00","X8","HRN",43
2021-04-12,NA,"X8","PM",1013.6
2021-04-12,"21:39:00","X8","PX",1016.2
2021-04-12,"00:17:00","X8","PN",1010.1
2021-04-12,NA,"X8","PPT",7.9
2021-04-12,NA,"X8","RS24h",20.4
2021-04-12,NA,"X8","VVM10",2.3
2021-04-12,NA,"X8","DVM10",229
2021-04-12,"13:01:00","X8","VVX10",8.7
2021-04-12,"13:01:00","X8","DVVX10",172
2021-04-13,NA,"D5","TM",10.6
2021-04-13,"13:11:00","D5","TX",15.8
2021-04-13,"04:09:00","D5","TN",7.1
2021-04-13,NA,"D5","HRM",79
2021-04-13,"21:30:00","D5","HRX",94
2021-04-13,"13:25:00","D5","HRN",53
2021-04-13,NA,"D5","PM",975.1
2021-04-13,"10:16:00","D5","PX",976.9
2021-04-13,"17:43:00","D5","PN",973
2021-04-13,NA,"D5","PPT",0
2021-04-13,NA,"D5","RS24h",19.6
2021-04-13,NA,"D5","VVM10",2.7
2021-04-13,NA,"D5","DVM10",179
2021-04-13,"15:12:00","D5","VVX10",8.2
2021-04-13,"15:12:00","D5","DVVX10",207
2021-04-13,NA,"X2","TM",13
2021-04-13,"12:12:00","X2","TX",16.5
2021-04-13,"03:40:00","X2","TN",9.4
2021-04-13,NA,"X2","HRM",68
2021-04-13,"22:27:00","X2","HRX",82
2021-04-13,"13:24:00","X2","HRN",49
2021-04-13,NA,"X4","TM",13.1
2021-04-13,"12:43:00","X4","TX",15.4
2021-04-13,"03:00:00","X4","TN",10.6
2021-04-13,NA,"X4","HRM",64
2021-04-13,"21:02:00","X4","HRX",81
2021-04-13,"12:44:00","X4","HRN",47
2021-04-13,NA,"X4","PM",1020.3
2021-04-13,"10:09:00","X4","PX",1022.5
2021-04-13,"17:46:00","X4","PN",1018.1
2021-04-13,NA,"X4","PPT",0
2021-04-13,NA,"X4","RS24h",21.1
2021-04-13,NA,"X4","VVM10",1.7
2021-04-13,NA,"X4","DVM10",128
2021-04-13,"14:04:00","X4","VVX10",6.2
2021-04-13,"14:04:00","X4","DVVX10",161
2021-04-13,NA,"X8","TM",12.4
2021-04-13,"12:49:00","X8","TX",16.2
2021-04-13,"03:04:00","X8","TN",8.5
2021-04-13,NA,"X8","HRM",74
2021-04-13,"02:47:00","X8","HRX",96
2021-04-13,"13:13:00","X8","HRN",50
2021-04-13,NA,"X8","PM",1014.5
2021-04-13,"10:20:00","X8","PX",1016.5
2021-04-13,"17:44:00","X8","PN",1012.3
2021-04-13,NA,"X8","PPT",0
2021-04-13,NA,"X8","RS24h",18.8
2021-04-13,NA,"X8","VVM10",1.6
2021-04-13,NA,"X8","DVM10",89
2021-04-13,"16:34:00","X8","VVX10",6.2
2021-04-13,"16:34:00","X8","DVVX10",248
2021-04-14,NA,"D5","TM",10.7
2021-04-14,"13:52:00","D5","TX",15.8
2021-04-14,"20:47:00","D5","TN",7.7
2021-04-14,NA,"D5","HRM",69
2021-04-14,"04:20:00","D5","HRX",89
2021-04-14,"14:17:00","D5","HRN",51
2021-04-14,NA,"D5","PM",972.1
2021-04-14,"00:01:00","D5","PX",973.6
2021-04-14,"17:38:00","D5","PN",970.8
2021-04-14,NA,"D5","PPT",0
2021-04-14,NA,"D5","RS24h",20.6
2021-04-14,NA,"D5","VVM10",2.3
2021-04-14,NA,"D5","DVM10",96
2021-04-14,"04:51:00","D5","VVX10",7.3
2021-04-14,"04:51:00","D5","DVVX10",82
2021-04-14,NA,"X2","TM",12.9
2021-04-14,"12:36:00","X2","TX",16.3
2021-04-14,"22:00:00","X2","TN",10.5
2021-04-14,NA,"X2","HRM",64
2021-04-14,"02:44:00","X2","HRX",84
2021-04-14,"13:10:00","X2","HRN",50
2021-04-14,NA,"X4","TM",13
2021-04-14,"12:47:00","X4","TX",14.9
2021-04-14,"23:56:00","X4","TN",12
2021-04-14,NA,"X4","HRM",60
2021-04-14,"04:07:00","X4","HRX",77
2021-04-14,"13:12:00","X4","HRN",49
2021-04-14,NA,"X4","PM",1017.2
2021-04-14,"00:00:00","X4","PX",1018.9
2021-04-14,"17:36:00","X4","PN",1015.8
2021-04-14,NA,"X4","PPT",0
2021-04-14,NA,"X4","RS24h",18.7
2021-04-14,NA,"X4","VVM10",2.2
2021-04-14,NA,"X4","DVM10",101
2021-04-14,"05:08:00","X4","VVX10",6.7
2021-04-14,"05:08:00","X4","DVVX10",75
2021-04-14,NA,"X8","TM",12.3
2021-04-14,"12:30:00","X8","TX",15.9
2021-04-14,"23:59:00","X8","TN",9.1
2021-04-14,NA,"X8","HRM",66
2021-04-14,"02:22:00","X8","HRX",86
2021-04-14,"12:30:00","X8","HRN",47
2021-04-14,NA,"X8","PM",1011.3
2021-04-14,"00:00:00","X8","PX",1012.7
2021-04-14,"17:38:00","X8","PN",1010
2021-04-14,NA,"X8","PPT",0
2021-04-14,NA,"X8","RS24h",17.5
2021-04-14,NA,"X8","VVM10",2
2021-04-14,NA,"X8","DVM10",82
2021-04-14,"05:23:00","X8","VVX10",6.8
2021-04-14,"05:23:00","X8","DVVX10",79
2021-04-15,NA,"D5","TM",10.8
2021-04-15,"11:27:00","D5","TX",15.8
2021-04-15,"05:12:00","D5","TN",8.1
2021-04-15,NA,"D5","HRM",57
2021-04-15,"05:15:00","D5","HRX",76
2021-04-15,"11:58:00","D5","HRN",40
2021-04-15,NA,"D5","PM",970
2021-04-15,"00:00:00","D5","PX",971.4
2021-04-15,"17:01:00","D5","PN",968.7
2021-04-15,NA,"D5","PPT",0
2021-04-15,NA,"D5","RS24h",21.8
2021-04-15,NA,"D5","VVM10",2.7
2021-04-15,NA,"D5","DVM10",66
2021-04-15,"13:34:00","D5","VVX10",8.2
2021-04-15,"13:34:00","D5","DVVX10",114
2021-04-15,NA,"X2","TM",13.2
